"hubGene","genes","cor"
"Ceric.16G069600.1","Ceric.16G069600.1",1
"Ceric.16G069600.1","Ceric.25G027300.1",0.776
"Ceric.16G069600.1","Ceric.01G018500.1",0.714
"Ceric.16G069600.1","Ceric.23G017800.1",0.71
"Ceric.16G069600.1","Ceric.06G037600.1",0.691
"Ceric.16G069600.1","Ceric.31G036600.1",0.686
"Ceric.16G069600.1","Ceric.1Z004200.1",0.679
"Ceric.16G069600.1","Ceric.1Z119300.1",0.674
"Ceric.16G069600.1","Ceric.20G091500.1",0.671
"Ceric.16G069600.1","Ceric.18G008800.1",0.669
"Ceric.1Z119300.1","Ceric.1Z119300.1",1
"Ceric.1Z119300.1","Ceric.16G055700.1",0.777
"Ceric.1Z119300.1","Ceric.38G069500.1",0.767
"Ceric.1Z119300.1","Ceric.22G062700.1",0.761
"Ceric.1Z119300.1","Ceric.03G077000.1",0.75
"Ceric.1Z119300.1","Ceric.26G066400.1",0.74
"Ceric.1Z119300.1","Ceric.39G010200.1",0.738
"Ceric.1Z119300.1","Ceric.12G027400.1",0.736
"Ceric.1Z119300.1","Ceric.27G014300.1",0.736
"Ceric.1Z119300.1","Ceric.26G037900.1",0.735
