GSM13778.cel.gz,Dexamethasone
GSM13779.cel.gz,Dexamethasone_cycloheximide
GSM13780.cel.gz,Cycloheximide
GSM13781.cel.gz,Mock
GSM13782.cel.gz,Dexamethasone
GSM13783.cel.gz,Dexamethasone plus cycloheximide
GSM13784.cel.gz,Cycloheximide
GSM13785.cel.gz,Mock
GSM13789.cel.gz,35S::LFY
GSM13791.cel.gz,Landsberg_erecta
GSM13792.cel.gz,35S::LFY
GSM13793.cel.gz,Landsberg_erecta
