Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
BA12-S5_R1_001_trimmed_1P	(0.0, 0.0005988217166865923)	(1.0, 0.0004651561549261922)	(2.0, 0.00030208416957850406)	(3.0, 0.00022990476622788806)	(4.0, 0.00013901218423081603)	(5.0, 0.00010425913817311202)	(6.0, 0.00013099225052519206)	(7.0, 0.00016841860781810405)	(8.0, 0.0002138648988166401)	(9.0, 0.0002619845010503841)	(10.0, 0.0003154507257545441)	(11.0, 0.00037159026169391213)	(12.0, 0.00044376966504452813)	(13.0, 0.0006897142986836642)	(14.0, 0.0011120974738465282)	(15.0, 0.0013500221737800405)	(16.0, 0.002106569253343905)	(17.0, 0.003616990101236425)	(18.0, 0.004624828436909842)	(19.0, 0.005672766441111378)	(20.0, 0.007894288077569226)	(21.0, 0.010784137522829076)	(22.0, 0.01467113205882151)	(23.0, 0.020103300488764166)	(24.0, 0.027593918569816984)	(25.0, 0.03537860088674268)	(26.0, 0.04555322344794433)	(27.0, 0.06263033561845305)	(28.0, 0.08851600830897212)	(29.0, 0.12885092822579042)	(30.0, 0.18576839773460396)	(31.0, 0.2616931101257464)	(32.0, 0.3682352560937261)	(33.0, 0.523747117268246)	(34.0, 0.7495055777703263)	(35.0, 1.035737011724047)	(36.0, 1.37167332147399)	(37.0, 1.7941661023974975)	(38.0, 2.2833259189046227)	(39.0, 2.7969064335453724)	(40.0, 3.3392945500567235)	(41.0, 3.886922356589083)	(42.0, 4.416558778508492)	(43.0, 4.841727543978442)	(44.0, 5.144335682559047)	(45.0, 5.424218002329149)	(46.0, 5.575642370625036)	(47.0, 5.552411295991078)	(48.0, 5.398463321889156)	(49.0, 5.176733541418533)	(50.0, 4.8771382246000075)	(51.0, 4.545206535080407)	(52.0, 4.239700527120836)	(53.0, 3.9334112389693496)	(54.0, 3.580461976518543)	(55.0, 3.1890223789032115)	(56.0, 2.874876229031449)	(57.0, 2.563935379330701)	(58.0, 2.231950223586395)	(59.0, 1.871980845831932)	(60.0, 1.4719305127279958)	(61.0, 1.0796541686960441)	(62.0, 0.788637507631301)	(63.0, 0.5861422014980007)	(64.0, 0.44276182670885467)	(65.0, 0.3525963853677593)	(66.0, 0.2608884434439488)	(67.0, 0.18278765570734706)	(68.0, 0.11859343301629734)	(69.0, 0.0744757777016597)	(70.0, 0.04483410272567338)	(71.0, 0.028374525450497724)	(72.0, 0.02329256079236731)	(73.0, 0.013968051203961804)	(74.0, 0.009447481905225074)	(75.0, 0.011289393346283387)	(76.0, 0.007840821852865066)	(77.0, 0.0016200266085360485)	(78.0, 0.0005159490683951442)	(79.0, 0.00022188483252226406)	(80.0, 6.950609211540802e-05)	(81.0, 5.613953593936802e-05)	(82.0, 2.940642358728801e-05)	(83.0, 1.871317864645601e-05)	(84.0, 2.1386489881664007e-05)	(85.0, 2.405980111687201e-05)	(86.0, 3.207973482249601e-05)	(87.0, 4.009966852812001e-05)	(88.0, 3.742635729291202e-05)	(89.0, 2.1386489881664007e-05)	(90.0, 1.871317864645601e-05)	(91.0, 2.405980111687201e-05)	(92.0, 1.6039867411248006e-05)	(93.0, 2.673311235208001e-06)	(94.0, 0.0)	(95.0, 2.673311235208001e-06)	(96.0, 5.346622470416002e-06)	(97.0, 5.346622470416002e-06)	(98.0, 2.1386489881664007e-05)	(99.0, 2.673311235208001e-05)	(100.0, 1.0693244940832004e-05)
BA12-S5_R1_001_trimmed_1U	(0.0, 0.015042953517417171)	(1.0, 0.009315722168705862)	(2.0, 0.0024975896107162095)	(3.0, 0.0010047774295984752)	(4.0, 0.00043061889839934647)	(5.0, 0.00031578719215952076)	(6.0, 0.00022966341247965144)	(7.0, 0.00014353963279978217)	(8.0, 0.00031578719215952076)	(9.0, 0.0005167426780792158)	(10.0, 0.0004019109718393901)	(11.0, 0.0003875570085594119)	(12.0, 0.0006028664577590851)	(13.0, 0.0007320521272788891)	(14.0, 0.000990423466318497)	(15.0, 0.0012487948053581048)	(16.0, 0.0018660152263971683)	(17.0, 0.0023540499779164275)	(18.0, 0.0027703149130357957)	(19.0, 0.003717676489514358)	(20.0, 0.005052595074552332)	(21.0, 0.008138697179747648)	(22.0, 0.0123874703106212)	(23.0, 0.017655374834373207)	(24.0, 0.02480364854780236)	(25.0, 0.03561218289762595)	(26.0, 0.049334571793285126)	(27.0, 0.06943012038525463)	(28.0, 0.10489876365008081)	(29.0, 0.1596591335631977)	(30.0, 0.23559159931428245)	(31.0, 0.33716024348340834)	(32.0, 0.48431707502974497)	(33.0, 0.6817271320192854)	(34.0, 0.9527012508187142)	(35.0, 1.2818089209020547)	(36.0, 1.665734376751632)	(37.0, 2.131075512325246)	(38.0, 2.604756300564527)	(39.0, 3.1083220403527227)	(40.0, 3.64358133106311)	(41.0, 4.161343140535205)	(42.0, 4.642717653092554)	(43.0, 4.9824903178929185)	(44.0, 5.226866542734547)	(45.0, 5.444156838866858)	(46.0, 5.525500748774494)	(47.0, 5.459084960678036)	(48.0, 5.272569561817998)	(49.0, 5.032585649740043)	(50.0, 4.742793485080562)	(51.0, 4.412681037567624)	(52.0, 4.0733964075187785)	(53.0, 3.685738921216407)	(54.0, 3.298153204730435)	(55.0, 2.9477873150294465)	(56.0, 2.6266748024930537)	(57.0, 2.323418620276954)	(58.0, 2.0154686920683016)	(59.0, 1.6609114450895592)	(60.0, 1.2952585844953943)	(61.0, 0.9555720434747098)	(62.0, 0.7071480009881268)	(63.0, 0.54036930163806)	(64.0, 0.4086860425075398)	(65.0, 0.3178254549452777)	(66.0, 0.2257017186143775)	(67.0, 0.13977889442042787)	(68.0, 0.08196113032867562)	(69.0, 0.04946375746280494)	(70.0, 0.02913854545835578)	(71.0, 0.01639222606573512)	(72.0, 0.011454462697422617)	(73.0, 0.007650662428228389)	(74.0, 0.007033442007189326)	(75.0, 0.006717654815029806)	(76.0, 0.003990401791833944)	(77.0, 0.0014353963279978216)	(78.0, 0.000660282310878998)	(79.0, 0.00031578719215952076)	(80.0, 0.00012918566951980394)	(81.0, 8.61237796798693e-05)	(82.0, 7.176981639989109e-05)	(83.0, 4.306188983993465e-05)	(84.0, 2.870792655995643e-05)	(85.0, 2.870792655995643e-05)	(86.0, 1.4353963279978215e-05)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 1.4353963279978215e-05)	(99.0, 2.870792655995643e-05)	(100.0, 2.870792655995643e-05)
BA12-S5_R1_001_trimmed_2P	(0.0, 0.007705374163231221)	(1.0, 0.004610985298646307)	(2.0, 0.001066938894839682)	(3.0, 0.00044167545272665146)	(4.0, 0.0002048735533732058)	(5.0, 0.00014899894790778602)	(6.0, 0.00017560590289131926)	(7.0, 0.0001676238163962593)	(8.0, 0.00022349842186167906)	(9.0, 0.00030597998231063204)	(10.0, 0.0003512118057826385)	(11.0, 0.000478925189703598)	(12.0, 0.0006252634421130307)	(13.0, 0.0007902265630109366)	(14.0, 0.001181348801268875)	(15.0, 0.0016948630324510664)	(16.0, 0.0023493941250459834)	(17.0, 0.003738277175186418)	(18.0, 0.004978161277419066)	(19.0, 0.006053082258753808)	(20.0, 0.008117781965475987)	(21.0, 0.01098867240819922)	(22.0, 0.015208535468587591)	(23.0, 0.020764067669149327)	(24.0, 0.028653029821766925)	(25.0, 0.037595627391732445)	(26.0, 0.04806812487325112)	(27.0, 0.06439681314664546)	(28.0, 0.09001931079578795)	(29.0, 0.1275058496720879)	(30.0, 0.18108427492242873)	(31.0, 0.25341262134966547)	(32.0, 0.35786088383302345)	(33.0, 0.50803851984658)	(34.0, 0.721045819358252)	(35.0, 0.9999479035821423)	(36.0, 1.3325188767033174)	(37.0, 1.7445541815783128)	(38.0, 2.220228001382923)	(39.0, 2.709402190146178)	(40.0, 3.216379092488915)	(41.0, 3.7465466167952997)	(42.0, 4.269264193706295)	(43.0, 4.7056821121282)	(44.0, 5.035382194806652)	(45.0, 5.3188154434642385)	(46.0, 5.481203011119738)	(47.0, 5.47669313225003)	(48.0, 5.309691918600385)	(49.0, 5.12737308096672)	(50.0, 4.88815527010077)	(51.0, 4.563577026256648)	(52.0, 4.285209741827926)	(53.0, 3.987948858665398)	(54.0, 3.6586585230936928)	(55.0, 3.315013735308371)	(56.0, 3.014951139786077)	(57.0, 2.7278807203822417)	(58.0, 2.4112872237286784)	(59.0, 2.042847414594202)	(60.0, 1.6096968302442747)	(61.0, 1.1732656083448776)	(62.0, 0.8625389452651834)	(63.0, 0.6437286688716027)	(64.0, 0.4731514804721713)	(65.0, 0.3608302200091858)	(66.0, 0.2548786645692581)	(67.0, 0.1728733686145104)	(68.0, 0.1120072983941798)	(69.0, 0.07354428426998418)	(70.0, 0.046602081653658436)	(71.0, 0.029656112024646127)	(72.0, 0.024451791629867034)	(73.0, 0.015328266766013489)	(74.0, 0.011672471151276023)	(75.0, 0.01533624885250855)	(76.0, 0.010967386844212394)	(77.0, 0.0024212329035015233)	(78.0, 0.0006891201340735104)	(79.0, 0.00037781876076617177)	(80.0, 0.00019423077137979252)	(81.0, 0.00012771338392095945)	(82.0, 9.046364694401296e-05)	(83.0, 7.716016945224634e-05)	(84.0, 6.651738745883306e-05)	(85.0, 3.991043247529984e-05)	(86.0, 3.192834598023986e-05)	(87.0, 3.192834598023986e-05)	(88.0, 3.458904147859319e-05)	(89.0, 2.1285563986826578e-05)	(90.0, 1.330347749176661e-05)	(91.0, 1.596417299011993e-05)	(92.0, 1.8624868488473253e-05)	(93.0, 2.39462594851799e-05)	(94.0, 2.1285563986826578e-05)	(95.0, 3.192834598023986e-05)	(96.0, 4.78925189703598e-05)	(97.0, 7.183877845553969e-05)	(98.0, 0.00015165964340613935)	(99.0, 0.0012425447977310014)	(100.0, 0.0043635406172994485)
BA12-S5_R1_001_trimmed_2U	(0.0, 0.01055750842801099)	(1.0, 0.008158074694372129)	(2.0, 0.003839093973822178)	(3.0, 0.0014396602401833168)	(4.0, 0.0007198301200916584)	(5.0, 0.00023994337336388612)	(6.0, 0.00023994337336388612)	(7.0, 0.0007198301200916584)	(8.0, 0.0007198301200916584)	(9.0, 0.0011997168668194304)	(10.0, 0.002159490360274975)	(11.0, 0.002159490360274975)	(12.0, 0.0026393771070027474)	(13.0, 0.0026393771070027474)	(14.0, 0.0026393771070027474)	(15.0, 0.005038810840641609)	(16.0, 0.009117848187827673)	(17.0, 0.01487648914856094)	(18.0, 0.018955526495747003)	(19.0, 0.020875073482658095)	(20.0, 0.02543399757657193)	(21.0, 0.032872242150852396)	(22.0, 0.04270992045877173)	(23.0, 0.05278754214005495)	(24.0, 0.07222295538252972)	(25.0, 0.10053627343946828)	(26.0, 0.12285100716230969)	(27.0, 0.15788273967343708)	(28.0, 0.2111501685602198)	(29.0, 0.2737753890081941)	(30.0, 0.3512770986047293)	(31.0, 0.47292838890021954)	(32.0, 0.6502465418161314)	(33.0, 0.8366825429198709)	(34.0, 1.0792652933907598)	(35.0, 1.4147061293534724)	(36.0, 1.7655033412114742)	(37.0, 2.183244754238)	(38.0, 2.6264201648410976)	(39.0, 3.02976497546579)	(40.0, 3.4463066716254964)	(41.0, 3.932911832807458)	(42.0, 4.372488092810096)	(43.0, 4.67217736614159)	(44.0, 4.903962664811105)	(45.0, 5.068803762312094)	(46.0, 5.176298393579115)	(47.0, 5.177977997192663)	(48.0, 5.064004894844817)	(49.0, 4.946192698523149)	(50.0, 4.832939426295394)	(51.0, 4.460067424087915)	(52.0, 3.941549794248558)	(53.0, 3.557400453492976)	(54.0, 3.2507528223339293)	(55.0, 2.952743152615983)	(56.0, 2.6453756913368447)	(57.0, 2.3584034167936365)	(58.0, 2.0858277446522617)	(59.0, 1.8163713363646181)	(60.0, 1.4799707269084497)	(61.0, 1.0951015560327764)	(62.0, 0.827804638105407)	(63.0, 0.62361282737274)	(64.0, 0.44341535397646153)	(65.0, 0.3421592504169016)	(66.0, 0.2663371444339136)	(67.0, 0.19291447218456445)	(68.0, 0.1295694216164985)	(69.0, 0.08853910477127398)	(70.0, 0.05734646623396879)	(71.0, 0.03815099636485789)	(72.0, 0.03407195901767183)	(73.0, 0.024714167456480272)	(74.0, 0.018955526495747003)	(75.0, 0.018955526495747003)	(76.0, 0.013436828908377623)	(77.0, 0.005518697587369381)	(78.0, 0.002399433733638861)	(79.0, 0.001919546986911089)	(80.0, 0.0011997168668194304)	(81.0, 0.0009597734934555445)	(82.0, 0.0009597734934555445)	(83.0, 0.00023994337336388612)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.00023994337336388612)	(91.0, 0.00023994337336388612)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.00023994337336388612)	(98.0, 0.00023994337336388612)	(99.0, 0.0014396602401833168)	(100.0, 0.015596319268652598)
BA12-WYS_R1_001_trimmed_1P	(0.0, 0.0004599934191932461)	(1.0, 0.00032116657646375293)	(2.0, 0.00014918705487348524)	(3.0, 0.0001056741638687187)	(4.0, 9.531395172472667e-05)	(5.0, 0.0001036021214399203)	(6.0, 0.0001388268427294932)	(7.0, 0.00016369135187507407)	(8.0, 0.00017405156401906612)	(9.0, 0.0002030601580222438)	(10.0, 0.0002486450914558087)	(11.0, 0.00030251819460456726)	(12.0, 0.0003501751704669306)	(13.0, 0.0004206246130460764)	(14.0, 0.0005635955406331664)	(15.0, 0.0006941342136474659)	(16.0, 0.0009883642385368396)	(17.0, 0.0013406114514325686)	(18.0, 0.0018814145253489528)	(19.0, 0.002587980993569209)	(20.0, 0.003512111916813298)	(21.0, 0.005161457690136829)	(22.0, 0.007577459162115771)	(23.0, 0.010293906786270481)	(24.0, 0.014908345275204533)	(25.0, 0.022181214200286938)	(26.0, 0.03368104968011809)	(27.0, 0.05084584916028408)	(28.0, 0.07914580465281272)	(29.0, 0.12865311440409302)	(30.0, 0.2042329340369437)	(31.0, 0.31345443454376526)	(32.0, 0.47200297711056166)	(33.0, 0.6937716062224263)	(34.0, 0.99988272239853)	(35.0, 1.3884217584346632)	(36.0, 1.8562371377966231)	(37.0, 2.4197477246902093)	(38.0, 3.0578725594448253)	(39.0, 3.7172316850097675)	(40.0, 4.380884082487181)	(41.0, 5.011257406515662)	(42.0, 5.572345775809982)	(43.0, 5.984620057868001)	(44.0, 6.197688180821341)	(45.0, 6.27782442175512)	(46.0, 6.203007113736066)	(47.0, 5.937916221522885)	(48.0, 5.487070869652784)	(49.0, 4.978525352267933)	(50.0, 4.446124410400327)	(51.0, 3.9034274897040215)	(52.0, 3.4108408431057757)	(53.0, 2.9661763938007804)	(54.0, 2.5107559722478925)	(55.0, 2.0805668113504825)	(56.0, 1.7678666002508)	(57.0, 1.5003286259292075)	(58.0, 1.2642131750403427)	(59.0, 1.010068882978503)	(60.0, 0.7702113234632283)	(61.0, 0.5927616098609328)	(62.0, 0.4584518196262201)	(63.0, 0.366030439132096)	(64.0, 0.3146500030251819)	(65.0, 0.2722083579561042)	(66.0, 0.2207077433883198)	(67.0, 0.19014511756354333)	(68.0, 0.14421000895951147)	(69.0, 0.09258092776114159)	(70.0, 0.057250532307699956)	(71.0, 0.03897304604326922)	(72.0, 0.031942606082356224)	(73.0, 0.01991439978318148)	(74.0, 0.01529996129424743)	(75.0, 0.017593712262927264)	(76.0, 0.011396233358391232)	(77.0, 0.0022771746292494484)	(78.0, 0.0007728718259418056)	(79.0, 0.0005283708193435935)	(80.0, 0.0002030601580222438)	(81.0, 6.216127286395218e-05)	(82.0, 4.144084857596812e-05)	(83.0, 1.8648381859185655e-05)	(84.0, 1.4504297001588842e-05)	(85.0, 1.657633943038725e-05)	(86.0, 1.657633943038725e-05)	(87.0, 1.657633943038725e-05)	(88.0, 1.036021214399203e-05)	(89.0, 4.144084857596812e-06)	(90.0, 4.144084857596812e-06)	(91.0, 1.036021214399203e-05)	(92.0, 1.036021214399203e-05)	(93.0, 6.2161272863952185e-06)	(94.0, 4.144084857596812e-06)	(95.0, 4.144084857596812e-06)	(96.0, 2.072042428798406e-06)	(97.0, 2.072042428798406e-06)	(98.0, 8.288169715193624e-06)	(99.0, 1.2432254572790437e-05)	(100.0, 8.288169715193624e-06)
BA12-WYS_R1_001_trimmed_1U	(0.0, 0.009477439287868789)	(1.0, 0.0058755014453094915)	(2.0, 0.0015071938490141738)	(3.0, 0.0006641871199045512)	(4.0, 0.0005747773153020155)	(5.0, 0.0005620044860730818)	(6.0, 0.00044704902301267866)	(7.0, 0.0003320935599522756)	(8.0, 0.0003576392184101429)	(9.0, 0.000395957706096944)	(10.0, 0.0003448663891812093)	(11.0, 0.000434276193783745)	(12.0, 0.0006130958029888165)	(13.0, 0.0006386414614466838)	(14.0, 0.0008174610706517553)	(15.0, 0.0009707350213989593)	(16.0, 0.00111123614291723)	(17.0, 0.0013156014105801686)	(18.0, 0.0019670157012557864)	(19.0, 0.0030654790149440827)	(20.0, 0.004087305353258777)	(21.0, 0.005632817689959752)	(22.0, 0.008110746560372886)	(23.0, 0.01222359757208953)	(24.0, 0.018048007700483287)	(25.0, 0.026056571627024704)	(26.0, 0.04066868826492483)	(27.0, 0.06400464726618665)	(28.0, 0.1026680013421689)	(29.0, 0.16609787129305353)	(30.0, 0.2572192350122664)	(31.0, 0.3916788083052512)	(32.0, 0.5895427058906628)	(33.0, 0.857950939307475)	(34.0, 1.2178254028326814)	(35.0, 1.6591011070338821)	(36.0, 2.1657353783995363)	(37.0, 2.7402316914585154)	(38.0, 3.3954267395858975)	(39.0, 4.047773446795227)	(40.0, 4.647393914947518)	(41.0, 5.194837375699616)	(42.0, 5.642984862025982)	(43.0, 5.950439634395646)	(44.0, 6.095091925413319)	(45.0, 6.152633521089665)	(46.0, 6.034548714868174)	(47.0, 5.72075861920096)	(48.0, 5.284247180302152)	(49.0, 4.7885081322687775)	(50.0, 4.292564718967741)	(51.0, 3.75845609193065)	(52.0, 3.240517866697389)	(53.0, 2.791093097448129)	(54.0, 2.356446491616745)	(55.0, 1.9517266246687526)	(56.0, 1.6365059721278985)	(57.0, 1.3905395996663228)	(58.0, 1.1941062589545515)	(59.0, 0.9549733501304553)	(60.0, 0.7120724566838236)	(61.0, 0.5392049858994352)	(62.0, 0.42505421108045494)	(63.0, 0.35098457438186853)	(64.0, 0.2906457291043858)	(65.0, 0.2306772958745422)	(66.0, 0.16773279343435704)	(67.0, 0.1298613547705687)	(68.0, 0.09344601863887878)	(69.0, 0.05915097215919185)	(70.0, 0.03626206218094271)	(71.0, 0.022365223979862868)	(72.0, 0.017243319459060463)	(73.0, 0.012134187767486994)	(74.0, 0.01062699391847282)	(75.0, 0.011521091964498176)	(76.0, 0.006961191929768854)	(77.0, 0.0018009689212796483)	(78.0, 0.0009068708752542911)	(79.0, 0.0007025056075913522)	(80.0, 0.00026822941380760725)	(81.0, 0.00010218263383146941)	(82.0, 5.1091316915734706e-05)	(83.0, 2.5545658457867353e-05)	(84.0, 2.5545658457867353e-05)	(85.0, 1.2772829228933676e-05)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 1.2772829228933676e-05)	(91.0, 1.2772829228933676e-05)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 1.2772829228933676e-05)	(97.0, 2.5545658457867353e-05)	(98.0, 5.1091316915734706e-05)	(99.0, 7.663697537360207e-05)	(100.0, 3.831848768680103e-05)
BA12-WYS_R1_001_trimmed_2P	(0.0, 0.006739838503163901)	(1.0, 0.004035658651129944)	(2.0, 0.000983150754131248)	(3.0, 0.00044313922880129627)	(4.0, 0.00021435571997830143)	(5.0, 0.0001772556915205185)	(6.0, 0.00016488901536792418)	(7.0, 0.00016488901536792418)	(8.0, 0.00020817238190200428)	(9.0, 0.00024321129766768815)	(10.0, 0.0002473335230518863)	(11.0, 0.0002679446499728768)	(12.0, 0.0003318391434279474)	(13.0, 0.0004699336937985839)	(14.0, 0.0005997837934008242)	(15.0, 0.000830628414915918)	(16.0, 0.0012139953756463418)	(17.0, 0.0016798068440607274)	(18.0, 0.002364096257837613)	(19.0, 0.0030875468127643806)	(20.0, 0.003928480791140793)	(21.0, 0.005276448491773574)	(22.0, 0.007488022410395857)	(23.0, 0.010903286141203986)	(24.0, 0.01617973463297756)	(25.0, 0.02377081267797837)	(26.0, 0.03487196563762386)	(27.0, 0.05180812862860178)	(28.0, 0.07877778820471787)	(29.0, 0.12457158999777461)	(30.0, 0.19405788218650996)	(31.0, 0.2948998817601482)	(32.0, 0.44261982840288727)	(33.0, 0.65371692921498)	(34.0, 0.9518960412682579)	(35.0, 1.3369696033077396)	(36.0, 1.7914882352821146)	(37.0, 2.33199442765817)	(38.0, 2.9594115589219663)	(39.0, 3.618322492121036)	(40.0, 4.276200807861364)	(41.0, 4.899431819247507)	(42.0, 5.457451286168328)	(43.0, 5.891806052675898)	(44.0, 6.145588797341363)	(45.0, 6.240919381576328)	(46.0, 6.172570823593631)	(47.0, 5.909846972069841)	(48.0, 5.46543603673752)	(49.0, 5.002806926319735)	(50.0, 4.524257781468178)	(51.0, 3.992775140458131)	(52.0, 3.4984461168358636)	(53.0, 3.04858353843294)	(54.0, 2.597923309418174)	(55.0, 2.183316063613605)	(56.0, 1.8636890128863444)	(57.0, 1.5939924171251836)	(58.0, 1.3642896520415126)	(59.0, 1.1008176166104908)	(60.0, 0.8344723900866827)	(61.0, 0.6376155168643023)	(62.0, 0.509762635460706)	(63.0, 0.40655447851653803)	(64.0, 0.3242130264671809)	(65.0, 0.2693173510258147)	(66.0, 0.20834551536814058)	(67.0, 0.17030974174814467)	(68.0, 0.13075698918676387)	(69.0, 0.09170714812225522)	(70.0, 0.06064411873963041)	(71.0, 0.04186325988922385)	(72.0, 0.03487814897570016)	(73.0, 0.022585672880021414)	(74.0, 0.018795286639251257)	(75.0, 0.02358737364838155)	(76.0, 0.0160972901252936)	(77.0, 0.0034461804211896154)	(78.0, 0.0011995675868016484)	(79.0, 0.0007564283580003522)	(80.0, 0.0003442058195805417)	(81.0, 0.00017107235344422132)	(82.0, 8.244450768396209e-05)	(83.0, 4.74055919182782e-05)	(84.0, 5.358892999457536e-05)	(85.0, 3.916114114988199e-05)	(86.0, 3.5038915765683885e-05)	(87.0, 4.946670461037726e-05)	(88.0, 4.74055919182782e-05)	(89.0, 2.679446499728768e-05)	(90.0, 1.855001422889147e-05)	(91.0, 2.2672239613089575e-05)	(92.0, 1.855001422889147e-05)	(93.0, 2.473335230518863e-05)	(94.0, 3.297780307358484e-05)	(95.0, 2.8855577689386732e-05)	(96.0, 3.916114114988199e-05)	(97.0, 8.038339499186304e-05)	(98.0, 0.0001731334661363204)	(99.0, 0.0009996396556680403)	(100.0, 0.0031864802219851345)
BA12-WYS_R1_001_trimmed_2U	(0.0, 0.01006876969703072)	(1.0, 0.006041261818218432)	(2.0, 0.0018123785454655294)	(3.0, 0.001006876969703072)	(4.0, 0.0006041261818218432)	(5.0, 0.001006876969703072)	(6.0, 0.001006876969703072)	(7.0, 0.0006041261818218432)	(8.0, 0.00040275078788122874)	(9.0, 0.0008055015757624575)	(10.0, 0.0012082523636436865)	(11.0, 0.0014096277575843007)	(12.0, 0.002013753939406144)	(13.0, 0.002416504727287373)	(14.0, 0.00322200630304983)	(15.0, 0.004027507878812288)	(16.0, 0.00503438484851536)	(17.0, 0.007450889575802732)	(18.0, 0.009666018909149492)	(19.0, 0.010270145090971334)	(20.0, 0.01329077600008055)	(21.0, 0.019130662424358368)	(22.0, 0.0279911797577454)	(23.0, 0.04309433430329148)	(24.0, 0.05960711660642186)	(25.0, 0.07893915442472085)	(26.0, 0.10250007551577273)	(27.0, 0.1480109145463516)	(28.0, 0.22211705951649768)	(29.0, 0.3046809710321496)	(30.0, 0.4160415638813093)	(31.0, 0.5731143711549886)	(32.0, 0.800668566307883)	(33.0, 1.0699074680064842)	(34.0, 1.3951287292205765)	(35.0, 1.8214404381928573)	(36.0, 2.280173585589577)	(37.0, 2.810193622441274)	(38.0, 3.3865299998993126)	(39.0, 3.922994049357109)	(40.0, 4.423613278693477)	(41.0, 4.894227574332692)	(42.0, 5.315303523062517)	(43.0, 5.6058882165188235)	(44.0, 5.742823484398441)	(45.0, 5.744434487549966)	(46.0, 5.616561112397676)	(47.0, 5.370681756396186)	(48.0, 5.0235105772425666)	(49.0, 4.6433138334826864)	(50.0, 4.386358830814463)	(51.0, 3.8847327245083925)	(52.0, 3.177905091776836)	(53.0, 2.7376984806226528)	(54.0, 2.347231591771801)	(55.0, 1.9787146208604771)	(56.0, 1.7106839715255193)	(57.0, 1.4710472527361882)	(58.0, 1.273699366674386)	(59.0, 1.0658799601276718)	(60.0, 0.8427560236414713)	(61.0, 0.6673580555191961)	(62.0, 0.5306241630335189)	(63.0, 0.4232910780631715)	(64.0, 0.3499904346687878)	(65.0, 0.28212692691080077)	(66.0, 0.2194991793952697)	(67.0, 0.1749952173343939)	(68.0, 0.13492151394021165)	(69.0, 0.1035069524854758)	(70.0, 0.06887038472769012)	(71.0, 0.04551083903057885)	(72.0, 0.04168470654570718)	(73.0, 0.032220063030498305)	(74.0, 0.02557467503045803)	(75.0, 0.02738705357592356)	(76.0, 0.019332037818298984)	(77.0, 0.007450889575802732)	(78.0, 0.004430258666693517)	(79.0, 0.004228883272752902)	(80.0, 0.002013753939406144)	(81.0, 0.00020137539394061437)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.00020137539394061437)	(85.0, 0.00020137539394061437)	(86.0, 0.0)	(87.0, 0.00020137539394061437)	(88.0, 0.00020137539394061437)	(89.0, 0.00020137539394061437)	(90.0, 0.00020137539394061437)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.00020137539394061437)	(95.0, 0.00040275078788122874)	(96.0, 0.00040275078788122874)	(97.0, 0.00020137539394061437)	(98.0, 0.00020137539394061437)	(99.0, 0.001006876969703072)	(100.0, 0.008457766545505804)
