Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
BF16-S5_R1_001_trimmed_1U	(1, 37.31283621099015)	(2, 38.01261026409591)	(3, 38.66151112071422)	(4, 38.66231708912957)	(5, 38.71197206639137)	(6, 38.66032544760516)	(7, 38.73896454982053)	(8, 38.73696838800215)	(9, 38.79788206146198)	(10, 38.865858603848444)	(15, 39.21539494599492)	(20, 39.34069008163877)	(25, 39.140273807766825)	(30, 39.08082353427773)	(35, 39.21505049959419)	(40, 39.17950851295663)	(45, 39.144820952285805)	(50, 39.14085701505771)	(55, 39.25438140645377)	(60, 39.30148310890376)	(65, 39.32918256643978)	(70, 39.21472350724202)	(75, 39.05241861690994)	(80, 38.937572179868475)	(85, 39.079730360230414)	(90, 39.06017668020189)	(95, 38.85837859336268)	(100, 39.26855976975518)	(105, 39.2736118710847)	(110, 39.258785062185005)	(115, 39.22261083855569)	(120, 39.17030500068963)	(125, 39.08149597423591)	(130, 38.93245968627922)	(135, 38.65886535374447)	(140, 38.030538586817066)	(145, 37.746630265472724)	(150, 38.67280439366449)
BF16-S5_R1_001_trimmed_2P	(1, 37.75242644044575)	(2, 38.93234916172089)	(3, 39.141785287107375)	(4, 39.22483300085711)	(5, 39.27228241207873)	(6, 39.22716799721991)	(7, 39.32137950248417)	(8, 39.339199363661066)	(9, 39.387272962023246)	(10, 39.41146708985528)	(15, 39.4915839397034)	(20, 39.5241022817767)	(25, 39.44507171316734)	(30, 39.44464613372047)	(35, 39.4736940130754)	(40, 39.49634782724672)	(45, 39.47088091781592)	(50, 39.45452572547767)	(55, 39.43240395688089)	(60, 39.4351243302189)	(65, 39.42074352446862)	(70, 39.361449378046096)	(75, 39.2805460682297)	(80, 39.42040465312364)	(85, 39.28738749266835)	(90, 39.240958880896656)	(95, 39.253534236673005)	(100, 39.269802567623415)	(105, 39.38623043238216)	(110, 39.37355088366358)	(115, 39.35857494462834)	(120, 39.35678225016713)	(125, 39.351577227988614)	(130, 39.33105574159108)	(135, 39.332897990058335)	(140, 39.29505989236996)	(145, 39.286268427679545)	(150, 39.56871779778276)
BF16-S5_R1_001_trimmed_2U	(1, 33.36254500450045)	(2, 35.824240549054906)	(3, 36.25949594959496)	(4, 36.3375900090009)	(5, 36.53265639063906)	(6, 36.532330108010804)	(7, 36.369858235823585)	(8, 35.85366786678668)	(9, 36.45509113411341)	(10, 36.355688568856884)	(15, 36.92919441944194)	(20, 37.561451395139514)	(25, 36.502776777677774)	(30, 36.8508303330333)	(35, 36.47178105310532)	(40, 36.97664941494149)	(45, 36.88075270027003)	(50, 36.42866030012186)	(55, 37.2224875804291)	(60, 37.35454798822538)	(65, 37.177878998467534)	(70, 37.32965615238493)	(75, 37.422109072083316)	(80, 37.9493923987891)	(85, 37.798526490519116)	(90, 37.70709333890651)	(95, 37.619629683967176)	(100, 37.13782414839416)	(105, 37.594158376858275)	(110, 37.648648006408465)	(115, 37.6381578312585)	(120, 37.652703053992624)	(125, 37.68876149028772)	(130, 37.718126812448716)	(135, 37.77154118001608)	(140, 37.76938037278411)	(145, 37.801240328655766)	(150, 38.599465086298125)
BF16-WYS_R1_001_trimmed_1P	(1, 36.51716749690951)	(2, 36.454457476463986)	(3, 36.58835293110964)	(4, 36.63344044154116)	(5, 36.64845683129139)	(6, 36.63134498064114)	(7, 36.59290924779954)	(8, 36.63132308542135)	(9, 36.63796686094665)	(10, 36.6422064038805)	(15, 36.62747736188915)	(20, 36.61040525646298)	(25, 36.58386855445353)	(30, 36.564995189188195)	(35, 36.550177427373534)	(40, 36.534862182600925)	(45, 36.51908027509232)	(50, 36.50316068775968)	(55, 36.48061362930919)	(60, 36.47210479100285)	(65, 36.452358583192584)	(70, 36.435618178861844)	(75, 36.419763586718815)	(80, 36.420486945974915)	(85, 36.409741882498125)	(90, 36.37872063223938)	(95, 36.359488780179326)	(100, 36.34155617360508)	(105, 36.2902249586288)	(110, 36.29386194784921)	(115, 36.22468594057858)	(120, 36.248728626424494)	(125, 36.210141825778805)	(130, 36.14355344479176)	(135, 36.14263117929393)	(140, 36.07556500311659)	(145, 36.049454054409956)	(150, 36.42677458117633)
BF16-WYS_R1_001_trimmed_1U	(1, 35.86763790376223)	(2, 35.86616664237295)	(3, 36.12789631499883)	(4, 36.237597917162134)	(5, 36.27636386470646)	(6, 36.276363296432464)	(7, 36.24276693747764)	(8, 36.284808416365266)	(9, 36.29329274720416)	(10, 36.29833544020919)	(15, 36.27563738322325)	(20, 36.24855367163253)	(25, 36.2005398034738)	(30, 36.17110531282205)	(35, 36.15026909194645)	(40, 36.128784470435406)	(45, 36.10380115638077)	(50, 36.08122285609839)	(55, 36.071352098303336)	(60, 36.07173816610872)	(65, 36.06339766261489)	(70, 36.0534674263392)	(75, 36.04496391903334)	(80, 36.05011503803355)	(85, 36.04957203017303)	(90, 36.016508886144)	(95, 35.99894690050417)	(100, 35.97879967528058)	(105, 35.915230799394905)	(110, 35.9169346645467)	(115, 35.8294132948584)	(120, 35.8452351273449)	(125, 35.777581381308266)	(130, 35.624321715887405)	(135, 35.38290778898391)	(140, 34.337497448923735)	(145, 33.787795804315174)	(150, 35.4411775371516)
BF16-WYS_R1_001_trimmed_2P	(1, 36.20484671799738)	(2, 36.35866711720418)	(3, 36.431172793883555)	(4, 36.43469762971482)	(5, 36.42860359112042)	(6, 36.374674339288426)	(7, 36.34309578672642)	(8, 36.3541337266749)	(9, 36.36395309454812)	(10, 36.38578166646481)	(15, 36.35309196586329)	(20, 36.331014613193695)	(25, 36.29543772839942)	(30, 36.266993815287705)	(35, 36.23808627335161)	(40, 36.20680654635653)	(45, 36.167546473217655)	(50, 36.141555477930694)	(55, 36.09564796283566)	(60, 36.04555271556221)	(65, 36.04600498043207)	(70, 36.008126309119135)	(75, 35.97897538884953)	(80, 35.95185553523336)	(85, 35.90300110016268)	(90, 35.878083663630605)	(95, 35.827283824821585)	(100, 35.776028867590625)	(105, 35.73178243926065)	(110, 35.72078016811453)	(115, 35.63845940470306)	(120, 35.55829541809911)	(125, 35.492796743966416)	(130, 35.42916828481507)	(135, 35.40447385345901)	(140, 35.35228722865746)	(145, 35.179470354098726)	(150, 36.04303143527603)
BF16-WYS_R1_001_trimmed_2U	(1, 32.2765284040535)	(2, 33.259897804512995)	(3, 33.508861073243274)	(4, 33.68681659151358)	(5, 33.691087447686776)	(6, 33.719872827630915)	(7, 33.599874162273466)	(8, 33.532055254201744)	(9, 33.59141824837698)	(10, 33.73746913639094)	(15, 33.653761308712355)	(20, 33.654609760050334)	(25, 33.58417685920474)	(30, 33.541544562761565)	(35, 33.49706664632926)	(40, 33.45737056350516)	(45, 33.39212179566622)	(50, 33.308203196247376)	(55, 33.30951954670263)	(60, 33.29517511137662)	(65, 33.370231255802274)	(70, 33.359049610539714)	(75, 33.37108142243096)	(80, 33.37494879054748)	(85, 33.37267186630969)	(90, 33.38681108958051)	(95, 33.378294551074646)	(100, 33.336570691495936)	(105, 33.3290230401031)	(110, 33.349890561080656)	(115, 33.29351768035252)	(120, 33.21719873105585)	(125, 33.18495908341457)	(130, 33.14593860587563)	(135, 33.17004550339588)	(140, 33.154529691221555)	(145, 33.01892325855938)	(150, 35.27060363967588)
BF16-gam_R1_001_trimmed_1P	(1, 38.09971592932147)	(2, 38.336925561041745)	(3, 39.04856135017123)	(4, 39.029475397971964)	(5, 39.05198201206899)	(6, 38.99040249887562)	(7, 39.050491191349074)	(8, 39.04031773048045)	(9, 39.08461586610847)	(10, 39.11987569547806)	(15, 39.48292193967135)	(20, 39.59964400485993)	(25, 39.53574277537547)	(30, 39.49103736288151)	(35, 39.57231523204354)	(40, 39.53960205036028)	(45, 39.46804854701385)	(50, 39.450544294183715)	(55, 39.572644520143186)	(60, 39.602134465436755)	(65, 39.60496325109442)	(70, 39.482349821029494)	(75, 39.33145031017701)	(80, 39.21528743587375)	(85, 39.35671331581182)	(90, 39.33728709351142)	(95, 39.13713523181383)	(100, 39.51613550861911)	(105, 39.529935089247445)	(110, 39.529610689403754)	(115, 39.528531212294055)	(120, 39.523530100207424)	(125, 39.51489284489533)	(130, 39.50071069222359)	(135, 39.498092312779704)	(140, 39.482237691351216)	(145, 39.463484612691346)	(150, 39.66803688025869)
BF16-gam_R1_001_trimmed_1U	(1, 37.362972937176174)	(2, 38.02147279202289)	(3, 38.6843292692662)	(4, 38.66738894761732)	(5, 38.72676080155196)	(6, 38.66994571424524)	(7, 38.731120572122066)	(8, 38.73980323465833)	(9, 38.811169629660114)	(10, 38.87319512401892)	(15, 39.230955090630296)	(20, 39.36062341031292)	(25, 39.16534508591478)	(30, 39.11274297434486)	(35, 39.22693586248598)	(40, 39.180657532016355)	(45, 39.03396344026105)	(50, 39.02971595337415)	(55, 39.2675503412841)	(60, 39.321273215165284)	(65, 39.344164200810525)	(70, 39.22659339252719)	(75, 39.068868752479545)	(80, 38.94615413778238)	(85, 39.08209520503415)	(90, 39.059973356619516)	(95, 38.854742947746665)	(100, 39.26318048794863)	(105, 39.272667289125906)	(110, 39.25613085916051)	(115, 39.22831393202208)	(120, 39.18699683621642)	(125, 39.10735264377683)	(130, 38.98293327128616)	(135, 38.72331529003659)	(140, 38.08609758847132)	(145, 37.784161450392624)	(150, 38.68438857565394)
BF16-gam_R1_001_trimmed_2P	(1, 37.81097599715969)	(2, 38.87882910016239)	(3, 39.11960471550589)	(4, 39.21211527248293)	(5, 39.281420104269706)	(6, 39.23861404281045)	(7, 39.250246988177864)	(8, 39.25243449143389)	(9, 39.32479170617968)	(10, 39.35987254305421)	(15, 39.45074987185444)	(20, 39.489581811078466)	(25, 39.40859530610044)	(30, 39.41419413306033)	(35, 39.43195182118675)	(40, 39.41909974013655)	(45, 39.39632739488441)	(50, 39.37657958457764)	(55, 39.385213417568025)	(60, 39.39528769370643)	(65, 39.36784943254304)	(70, 39.31472111830645)	(75, 39.23767572012839)	(80, 39.38618989007948)	(85, 39.25757825999953)	(90, 39.202066069259594)	(95, 39.211218813460945)	(100, 39.20737191262129)	(105, 39.33444263853912)	(110, 39.31950734200772)	(115, 39.30196667935535)	(120, 39.29832791934332)	(125, 39.29312396743342)	(130, 39.26676846952806)	(135, 39.27395593775234)	(140, 39.23611544381259)	(145, 39.227025105847375)	(150, 39.53112336695306)
BF16-gam_R1_001_trimmed_2U	(1, 33.26503320172031)	(2, 35.67815560761026)	(3, 36.25340754497902)	(4, 36.31604456164775)	(5, 36.532452190389265)	(6, 36.603742739380216)	(7, 36.248664854700955)	(8, 35.78252945407071)	(9, 36.4823795480869)	(10, 36.50107071576497)	(15, 37.13443302899627)	(20, 37.69245068844106)	(25, 36.71769786001265)	(30, 37.04011992478705)	(35, 36.94633250244789)	(40, 36.5169694151356)	(45, 36.612933507020166)	(50, 36.45173085080122)	(55, 37.38702607645636)	(60, 37.527645541991376)	(65, 37.34645358963006)	(70, 37.39941129838324)	(75, 37.48367331524625)	(80, 37.9978940546611)	(85, 37.86261317636249)	(90, 37.71966806636145)	(95, 37.627380470789085)	(100, 37.039386008012094)	(105, 37.587979248254996)	(110, 37.651376670441785)	(115, 37.65331003796731)	(120, 37.68233508038205)	(125, 37.71717612099027)	(130, 37.75473691409038)	(135, 37.81019728278275)	(140, 37.80074585602288)	(145, 37.82285939410018)	(150, 38.603298885058344)
BF5-S5_R1_001_trimmed_1P	(1, 36.50547890656547)	(2, 36.43748975030519)	(3, 36.577696302504975)	(4, 36.62466836478206)	(5, 36.640313102370044)	(6, 36.61912204059381)	(7, 36.582157004679345)	(8, 36.61989512710554)	(9, 36.62945734878915)	(10, 36.63520662568266)	(15, 36.619623345439734)	(20, 36.60460313065046)	(25, 36.578747119296295)	(30, 36.55808000209018)	(35, 36.54632072406061)	(40, 36.52981033486496)	(45, 36.51535646309888)	(50, 36.50086212972169)	(55, 36.48094605171461)	(60, 36.47347718726484)	(65, 36.455088001999634)	(70, 36.43900648667219)	(75, 36.424226775951524)	(80, 36.42550801497443)	(85, 36.41477667106638)	(90, 36.385138732494774)	(95, 36.368506037982684)	(100, 36.352678750178264)	(105, 36.30315213261366)	(110, 36.308287623452244)	(115, 36.24384152142579)	(120, 36.26833045468868)	(125, 36.233813822502185)	(130, 36.17064009791271)	(135, 36.16804090654151)	(140, 36.104923863962654)	(145, 36.07883755677288)	(150, 36.44547948403665)
BF5-S5_R1_001_trimmed_1U	(1, 35.91928896777173)	(2, 35.91307560242914)	(3, 36.15757954439122)	(4, 36.263632695730564)	(5, 36.299686715720256)	(6, 36.29715857429996)	(7, 36.26056055784121)	(8, 36.3002998017532)	(9, 36.31080476932638)	(10, 36.316568448808496)	(15, 36.29484742777206)	(20, 36.27257020220772)	(25, 36.22787032760863)	(30, 36.19983083118434)	(35, 36.18100835212335)	(40, 36.16359127553086)	(45, 36.13928482910562)	(50, 36.12006015355854)	(55, 36.1142070503964)	(60, 36.11896355194451)	(65, 36.11499529542526)	(70, 36.10859984600323)	(75, 36.10062743999684)	(80, 36.109506358339736)	(85, 36.10828594220445)	(90, 36.080916479644955)	(95, 36.067444021988344)	(100, 36.049875864769604)	(105, 35.993583089514196)	(110, 35.991859073103114)	(115, 35.904540069685304)	(120, 35.90581928364054)	(125, 35.82329624161822)	(130, 35.6695154699388)	(135, 35.42511514021907)	(140, 34.364283591516624)	(145, 33.78746859038356)	(150, 35.43171381682952)
BF5-S5_R1_001_trimmed_2P	(1, 36.220314026154774)	(2, 36.383699935125115)	(3, 36.476187757379606)	(4, 36.46094210179221)	(5, 36.451969725988185)	(6, 36.39458339058388)	(7, 36.368543100506145)	(8, 36.382787289468645)	(9, 36.392503766872196)	(10, 36.411912670617326)	(15, 36.37983843331709)	(20, 36.35771539872159)	(25, 36.32221720931632)	(30, 36.295848870684836)	(35, 36.26846191942404)	(40, 36.23829890174593)	(45, 36.20024963182746)	(50, 36.177958784807835)	(55, 36.133776416817035)	(60, 36.08920082746569)	(65, 36.08370521681521)	(70, 36.05011580137087)	(75, 36.019155239800185)	(80, 35.99330383244699)	(85, 35.94347256519452)	(90, 35.9210777067956)	(95, 35.872877315654215)	(100, 35.82303861100479)	(105, 35.78047617429089)	(110, 35.76953126434041)	(115, 35.68992131054174)	(120, 35.61328568193418)	(125, 35.5505538775564)	(130, 35.48812100427615)	(135, 35.461656383451036)	(140, 35.41047986802334)	(145, 35.24431487763203)	(150, 36.070944644052624)
BF5-S5_R1_001_trimmed_2U	(1, 32.14343895355185)	(2, 33.139639246173)	(3, 33.55619854562924)	(4, 33.74177276002882)	(5, 33.686600572139845)	(6, 33.70941519446203)	(7, 33.59327844867119)	(8, 33.57334090363156)	(9, 33.5804708143166)	(10, 33.70556089358636)	(15, 33.623376935339465)	(20, 33.61175507173586)	(25, 33.55234424475357)	(30, 33.503427379730525)	(35, 33.45624877164632)	(40, 33.42867905575088)	(45, 33.353665407376674)	(50, 33.282107277672296)	(55, 33.2651723409661)	(60, 33.269850273563804)	(65, 33.32166115932877)	(70, 33.3186036804596)	(75, 33.342077883437206)	(80, 33.341132475147084)	(85, 33.355246291297235)	(90, 33.36903411074746)	(95, 33.31760521135506)	(100, 33.29677639158915)	(105, 33.294702235160045)	(110, 33.31020671138833)	(115, 33.25819111558991)	(120, 33.19461535772818)	(125, 33.14498267623398)	(130, 33.14807319081269)	(135, 33.12179766380572)	(140, 33.128659743686974)	(145, 32.9959016320772)	(150, 35.24988837462565)
BF5-WYS_R1_001_trimmed_1P	(1, 36.5362712770809)	(2, 36.467401972176106)	(3, 36.601444817365206)	(4, 36.64436219541668)	(5, 36.65978596825573)	(6, 36.63811770163369)	(7, 36.600746591481)	(8, 36.63835783222879)	(9, 36.645265505809135)	(10, 36.65013997716612)	(15, 36.63559388414832)	(20, 36.61886489918235)	(25, 36.59344941708922)	(30, 36.57331109687412)	(35, 36.558804962386105)	(40, 36.54371772184261)	(45, 36.52711651031636)	(50, 36.512061658200416)	(55, 36.49003838622611)	(60, 36.48112668409256)	(65, 36.46177574491993)	(70, 36.444725797221246)	(75, 36.429629934140834)	(80, 36.43069865841427)	(85, 36.41900699837947)	(90, 36.38964868880714)	(95, 36.370240887066686)	(100, 36.35198882190288)	(105, 36.30150483619726)	(110, 36.30652247023295)	(115, 36.23990669383007)	(120, 36.26370103131452)	(125, 36.22599273176441)	(130, 36.160347460445124)	(135, 36.158272797657204)	(140, 36.08864538400991)	(145, 36.06137196732534)	(150, 36.43377039443115)
BF5-WYS_R1_001_trimmed_1U	(1, 35.69502860595706)	(2, 35.70778410757706)	(3, 36.00481466983741)	(4, 36.13612001037893)	(5, 36.187669879914125)	(6, 36.19160210301117)	(7, 36.14684133702718)	(8, 36.19612401096267)	(9, 36.21241643282868)	(10, 36.220352390200176)	(15, 36.20016596775339)	(20, 36.17275382529813)	(25, 36.1224578682952)	(30, 36.09113115762211)	(35, 36.07274648395948)	(40, 36.0505853305787)	(45, 36.024832865657366)	(50, 36.00180984402734)	(55, 35.99314006600312)	(60, 35.994966117105996)	(65, 35.989752307213436)	(70, 35.980904333532635)	(75, 35.973306836172725)	(80, 35.9834336947412)	(85, 35.97977351795998)	(90, 35.950208762968664)	(95, 35.92717009956576)	(100, 35.90231514425558)	(105, 35.837996997867116)	(110, 35.82539545650589)	(115, 35.721270220093686)	(120, 35.71452862719859)	(125, 35.61501515913388)	(130, 35.42257663584449)	(135, 35.166756166595874)	(140, 34.32191048833725)	(145, 33.95469731246437)	(150, 35.50738238896361)
BF5-WYS_R1_001_trimmed_2P	(1, 35.91275266693482)	(2, 36.21718339592288)	(3, 36.335268040410035)	(4, 36.33213570903201)	(5, 36.32749429914491)	(6, 36.27360470020943)	(7, 36.2360608058593)	(8, 36.24873520819248)	(9, 36.25906971011145)	(10, 36.283948757429)	(15, 36.24650550825138)	(20, 36.22250745565559)	(25, 36.183291104129964)	(30, 36.150007905338825)	(35, 36.11764395242578)	(40, 36.081984489161094)	(45, 36.037804433549645)	(50, 36.00848903972677)	(55, 35.95960649893793)	(60, 35.90577135695167)	(65, 35.90557947401216)	(70, 35.86430719688115)	(75, 35.832499124645985)	(80, 35.802697360280966)	(85, 35.75051845853691)	(90, 35.72581274414415)	(95, 35.67185104102221)	(100, 35.6170208219186)	(105, 35.56926506758294)	(110, 35.56098504037359)	(115, 35.47502109858239)	(120, 35.38969551201238)	(125, 35.32120167837863)	(130, 35.256030589435674)	(135, 35.233569705338674)	(140, 35.18138191869176)	(145, 35.002198229536454)	(150, 35.976329012897885)
BF5-WYS_R1_001_trimmed_2U	(1, 31.89561072012362)	(2, 33.0472513783842)	(3, 33.494631003001174)	(4, 33.64616128540568)	(5, 33.612890848790336)	(6, 33.65852863727866)	(7, 33.54085220672872)	(8, 33.48902285831419)	(9, 33.566627597117616)	(10, 33.63453187497044)	(15, 33.573928171597665)	(20, 33.56747486321278)	(25, 33.522643344073074)	(30, 33.47340309788236)	(35, 33.4202460855991)	(40, 33.360937458937556)	(45, 33.28349986071618)	(50, 33.211096392895605)	(55, 33.20998237510884)	(60, 33.20117221132566)	(65, 33.258786691583424)	(70, 33.26658684984607)	(75, 33.27521301923985)	(80, 33.29017359780215)	(85, 33.29030779832024)	(90, 33.3116220134941)	(95, 33.31223241571729)	(100, 33.27590227573537)	(105, 33.285585676204406)	(110, 33.31119090433002)	(115, 33.25207597458011)	(120, 33.198788467071395)	(125, 33.154151744148905)	(130, 33.11493707803668)	(135, 33.14720476245982)	(140, 33.15018716686818)	(145, 33.031236194786665)	(150, 35.24743036226961)
BF5-gam_R1_001_trimmed_1P	(1, 36.52631304708573)	(2, 36.46034599383626)	(3, 36.59385984259832)	(4, 36.63929600966864)	(5, 36.65406719741081)	(6, 36.637876268214264)	(7, 36.599350983433375)	(8, 36.63418420349382)	(9, 36.643191960864)	(10, 36.64901081283293)	(15, 36.63368785613702)	(20, 36.61746114760403)	(25, 36.591578014707885)	(30, 36.57243017419681)	(35, 36.55733928717113)	(40, 36.54174012949248)	(45, 36.52956035963193)	(50, 36.512046933549456)	(55, 36.491848078900524)	(60, 36.485749342453325)	(65, 36.466715789889264)	(70, 36.450285801316156)	(75, 36.43538795583287)	(80, 36.434297979774975)	(85, 36.42548007178988)	(90, 36.39950222657872)	(95, 36.37827367725297)	(100, 36.35988563766644)	(105, 36.310970354297766)	(110, 36.31544612098463)	(115, 36.25146973485459)	(120, 36.2765990217227)	(125, 36.23887393766388)	(130, 36.174268526181066)	(135, 36.17281874922016)	(140, 36.11269605405309)	(145, 36.085456861893555)	(150, 36.446113531135914)
BF5-gam_R1_001_trimmed_1U	(1, 36.00433753505822)	(2, 35.9889916969502)	(3, 36.21891134568111)	(4, 36.315482615302834)	(5, 36.347974238446255)	(6, 36.35059459256522)	(7, 36.31351884291442)	(8, 36.349596281162036)	(9, 36.3581130719919)	(10, 36.36327570715858)	(15, 36.34176819721172)	(20, 36.319598474034095)	(25, 36.276883800818965)	(30, 36.24707648345235)	(35, 36.23060592382628)	(40, 36.20834989364144)	(45, 36.1906899782334)	(50, 36.16960003878262)	(55, 36.16112277087612)	(60, 36.16275804547939)	(65, 36.15505175941125)	(70, 36.14656052187069)	(75, 36.13824051102076)	(80, 36.14089077465357)	(85, 36.14329541778274)	(90, 36.11656853130918)	(95, 36.09935651851744)	(100, 36.07801225820808)	(105, 36.023499153769386)	(110, 36.019847031848954)	(115, 35.93575604283892)	(120, 35.947325927471056)	(125, 35.87202132458849)	(130, 35.72860520262005)	(135, 35.496931095400576)	(140, 34.44325410187402)	(145, 33.8374202316776)	(150, 35.45055556700819)
BF5-gam_R1_001_trimmed_2P	(1, 36.15136978785083)	(2, 36.35616161130404)	(3, 36.44659447466708)	(4, 36.42325164631479)	(5, 36.42129913570747)	(6, 36.36700094569123)	(7, 36.33418623007625)	(8, 36.35098688187051)	(9, 36.35732134553925)	(10, 36.38158522490081)	(15, 36.34770613307618)	(20, 36.32474185520537)	(25, 36.288945729775875)	(30, 36.260758604129705)	(35, 36.23048792499358)	(40, 36.19856414036554)	(45, 36.158412147627985)	(50, 36.13045535941974)	(55, 36.086316781923635)	(60, 36.0388210084662)	(65, 36.036568609273345)	(70, 35.99938646048012)	(75, 35.96755225652999)	(80, 35.938490932406914)	(85, 35.88834963736744)	(90, 35.8684595112867)	(95, 35.814445899423646)	(100, 35.76237484675086)	(105, 35.719746008600026)	(110, 35.70707497582118)	(115, 35.62584858711328)	(120, 35.54894503458698)	(125, 35.48233862048163)	(130, 35.42070210478093)	(135, 35.396440785520745)	(140, 35.34594182448622)	(145, 35.17606811188213)	(150, 36.039410343800256)
BF5-gam_R1_001_trimmed_2U	(1, 32.02088953251744)	(2, 33.20696917208545)	(3, 33.57012238407587)	(4, 33.644915807706504)	(5, 33.62119620259155)	(6, 33.63766078882358)	(7, 33.54604310418264)	(8, 33.4662804895363)	(9, 33.5314289500336)	(10, 33.64854662994198)	(15, 33.562745265070845)	(20, 33.561327389234364)	(25, 33.48832098134424)	(30, 33.4304852769969)	(35, 33.38829921155502)	(40, 33.35512583884677)	(45, 33.2724896120245)	(50, 33.207617401189104)	(55, 33.20415405610836)	(60, 33.18574559021883)	(65, 33.261031771624864)	(70, 33.262688722480306)	(75, 33.276627865609086)	(80, 33.28011127176611)	(85, 33.283869406688325)	(90, 33.28073942661191)	(95, 33.288493088827515)	(100, 33.245395306235636)	(105, 33.23887435032249)	(110, 33.262568316105146)	(115, 33.20728930619934)	(120, 33.15052806644534)	(125, 33.10775556199225)	(130, 33.07285741495757)	(135, 33.085203124207474)	(140, 33.07983693290881)	(145, 32.939066941596)	(150, 35.22626258672486)
Cross-S5-1_R1_001_trimmed_1P	(1, 36.54171802078942)	(2, 36.47108622060158)	(3, 36.604424124320694)	(4, 36.64725123907857)	(5, 36.66084444217598)	(6, 36.639224054314425)	(7, 36.6011960726976)	(8, 36.637701139736535)	(9, 36.64667506030332)	(10, 36.65050410397381)	(15, 36.6358284948593)	(20, 36.61795481074383)	(25, 36.59138866337243)	(30, 36.572110593666196)	(35, 36.55830028356005)	(40, 36.54239298740439)	(45, 36.52689033003522)	(50, 36.51057783945199)	(55, 36.48869723286411)	(60, 36.47920661116349)	(65, 36.46121750769576)	(70, 36.44344882065083)	(75, 36.427767922959944)	(80, 36.42715973563272)	(85, 36.4156268027804)	(90, 36.38617112292725)	(95, 36.36682927010861)	(100, 36.34857774498748)	(105, 36.29644284098449)	(110, 36.29930260514036)	(115, 36.23183043600543)	(120, 36.256060503992515)	(125, 36.21753728659949)	(130, 36.15104399758725)	(135, 36.14994607677122)	(140, 36.084672550408825)	(145, 36.05846568312973)	(150, 36.431668948160976)
Cross-S5-1_R1_001_trimmed_1U	(1, 35.73791806391872)	(2, 35.72973491883295)	(3, 36.013583905748916)	(4, 36.14077185860245)	(5, 36.184332641028725)	(6, 36.192665930766054)	(7, 36.14833925367122)	(8, 36.192963081156584)	(9, 36.20618051886225)	(10, 36.213377312986196)	(15, 36.18960957159075)	(20, 36.16255674892361)	(25, 36.110726449000516)	(30, 36.07965027282383)	(35, 36.059829504731916)	(40, 36.03458139985038)	(45, 36.00855050248759)	(50, 35.98299392177157)	(55, 35.97425452164678)	(60, 35.973480871659774)	(65, 35.96848215300717)	(70, 35.95966769282891)	(75, 35.946114324776474)	(80, 35.95174707569215)	(85, 35.95054185604198)	(90, 35.91817160136957)	(95, 35.89795406291503)	(100, 35.872785285107184)	(105, 35.810066643411105)	(110, 35.803376160402394)	(115, 35.70683142176051)	(120, 35.71644091239507)	(125, 35.63318886742236)	(130, 35.458095373647566)	(135, 35.19710705808864)	(140, 34.31489110303592)	(145, 33.92912506407119)	(150, 35.4897302919412)
Cross-S5-1_R1_001_trimmed_2P	(1, 35.96621084594511)	(2, 36.170272185631006)	(3, 36.27509475910395)	(4, 36.29421256426421)	(5, 36.28206870256828)	(6, 36.221227927647966)	(7, 36.18163465731754)	(8, 36.20425957218726)	(9, 36.21899591908337)	(10, 36.245910145576815)	(15, 36.21126404874786)	(20, 36.189488970204046)	(25, 36.14843081368694)	(30, 36.11707055968662)	(35, 36.082954299198164)	(40, 36.04584869623816)	(45, 36.00095048516104)	(50, 35.96949234080857)	(55, 35.91895204112689)	(60, 35.863573079258245)	(65, 35.86410755169594)	(70, 35.82138684918753)	(75, 35.785970158156516)	(80, 35.757251163370015)	(85, 35.701085236629474)	(90, 35.67781097883682)	(95, 35.62045996452029)	(100, 35.56557908900764)	(105, 35.51619732265568)	(110, 35.50926712758555)	(115, 35.42011268751845)	(120, 35.33322062596968)	(125, 35.264683191438685)	(130, 35.199193730851704)	(135, 35.176352884315186)	(140, 35.12639532447866)	(145, 34.94738807317957)	(150, 35.95315505210939)
Cross-S5-1_R1_001_trimmed_2U	(1, 31.97897391077223)	(2, 33.007187848467495)	(3, 33.37724400510332)	(4, 33.54086173814331)	(5, 33.48208311985775)	(6, 33.556442944255245)	(7, 33.39317681805853)	(8, 33.38208111067579)	(9, 33.412083220316845)	(10, 33.535773484825654)	(15, 33.45449504234351)	(20, 33.46769737701295)	(25, 33.39903358347649)	(30, 33.356372622886596)	(35, 33.30597229338075)	(40, 33.26919823593824)	(45, 33.1985413338959)	(50, 33.12766226531223)	(55, 33.13008168504325)	(60, 33.12597107509156)	(65, 33.19439545397914)	(70, 33.2002789311544)	(75, 33.20069768140621)	(80, 33.22972029611365)	(85, 33.23700823603726)	(90, 33.24323448975083)	(95, 33.24845926853697)	(100, 33.221490008535746)	(105, 33.190167167456636)	(110, 33.25044710580408)	(115, 33.17755828410041)	(120, 33.1314426996626)	(125, 33.10586305849481)	(130, 33.041211940541174)	(135, 33.06677748298195)	(140, 33.05272300895282)	(145, 32.930446818660236)	(150, 35.25464803179895)
