Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
RNAi-gam-3_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00043234456132159086)	(5, 0.00043234456132159086)	(6, 0.0008646891226431817)	(7, 0.0008646891226431817)	(8, 0.0012970336839647726)	(9, 0.0012970336839647726)	(10, 0.0012970336839647726)	(12, 0.0012970336839647726)	(14, 0.0012970336839647726)	(16, 0.0012970336839647726)	(18, 0.0012970336839647726)	(20, 0.0012970336839647726)	(22, 0.0012970336839647726)	(24, 0.0012970336839647726)	(26, 0.0012970336839647726)	(28, 0.0012970336839647726)	(30, 0.0012970336839647726)	(32, 0.0012970336839647726)	(34, 0.001513205964625568)	(36, 0.0017293782452863634)	(38, 0.0017293782452863634)	(40, 0.0017293782452863634)	(42, 0.0019455505259471588)	(44, 0.0023778950872687496)	(46, 0.003026411929251136)	(48, 0.004971962455198295)	(50, 0.00518813473585909)	(52, 0.005620479297180681)	(54, 0.005620479297180681)	(56, 0.006701340700484658)	(58, 0.007349857542467045)	(60, 0.009079235787753407)	(62, 0.009727752629735794)	(64, 0.01037626947171818)	(66, 0.011240958594361363)	(68, 0.012321819997665339)	(70, 0.012537992278326134)	(72, 0.013618853681630112)	(74, 0.015780576488238066)	(76, 0.01686143789154204)	(78, 0.017726127014185224)	(80, 0.0188069884174892)	(82, 0.02096871122409716)	(84, 0.022481917188722726)	(86, 0.02594067367929545)	(88, 0.027021535082599427)	(90, 0.029183257889207385)	(92, 0.03134498069581534)	(94, 0.03264201437978011)	(96, 0.035236081747709654)	(98, 0.036749287712335224)	(100, 0.038911010518943176)	(102, 0.04085656104489034)	(104, 0.04323445613215908)	(106, 0.045180006658106245)	(108, 0.05101665823594772)	(110, 0.054259242445859654)	(112, 0.05771799893643238)	(114, 0.059879721743040334)	(116, 0.0613929277076659)	(118, 0.06506785647889943)	(120, 0.0709045080567409)	(122, 0.07652498735392158)	(124, 0.08084843296713748)	(126, 0.08646891226431816)	(128, 0.08906297963224771)	(130, 0.09381876980678522)	(132, 0.09857455998132272)	(134, 0.10224948875255624)	(136, 0.10635676208511136)	(138, 0.11046403541766647)
RNAi-gam-3_R1_001_trimmed_2U - polya	(1, 0.0)	(2, 0.00043234456132159086)	(3, 0.0017293782452863634)	(4, 0.003026411929251136)	(5, 0.0038911010518943175)	(6, 0.004755790174537499)	(7, 0.00518813473585909)	(8, 0.005620479297180681)	(9, 0.006485168419823863)	(10, 0.007782202103788635)	(12, 0.007998374384449431)	(14, 0.008646891226431818)	(16, 0.009511580349074998)	(18, 0.010592441752378976)	(20, 0.011457130875022158)	(22, 0.011673303155682954)	(24, 0.012105647717004543)	(26, 0.012105647717004543)	(28, 0.01318650912030852)	(30, 0.014051198242951703)	(32, 0.014483542804273294)	(34, 0.01621292104955966)	(36, 0.017942299294846017)	(38, 0.0188069884174892)	(40, 0.019671677540132382)	(42, 0.02032019438211477)	(44, 0.022481917188722726)	(46, 0.023562778592026705)	(48, 0.02507598455665227)	(50, 0.027021535082599427)	(52, 0.028102396485903406)	(54, 0.028534741047224997)	(56, 0.02939943016986818)	(58, 0.03026411929251136)	(60, 0.03177732525713693)	(62, 0.033506703502423296)	(64, 0.03588459858969204)	(66, 0.0378301491156392)	(68, 0.03999187192224715)	(70, 0.04064038876422954)	(72, 0.04128890560621193)	(74, 0.04150507788687272)	(76, 0.04150507788687272)	(78, 0.042369767009515905)	(80, 0.042369767009515905)	(82, 0.044531489816123856)	(84, 0.04474766209678466)	(86, 0.045396178938767046)	(88, 0.04582852350008863)	(90, 0.04582852350008863)	(92, 0.04690938490339261)	(94, 0.047990246306696585)	(96, 0.05015196911330454)	(98, 0.05296220876189488)	(100, 0.05317838104255568)	(102, 0.05447541472652045)	(104, 0.055556276129824424)	(106, 0.056420965252467606)	(108, 0.05815034349775397)	(110, 0.059663549462379534)	(112, 0.06074441086568352)	(114, 0.06225761683030909)	(116, 0.0663648901628642)	(118, 0.06917512981145454)	(120, 0.07068833577608011)	(122, 0.07349857542467045)	(124, 0.0756602982312784)	(126, 0.07847053787986874)	(128, 0.08192929437044147)	(130, 0.08625273998365737)	(132, 0.08949532419356931)	(134, 0.094034942087446)	(136, 0.09727752629735795)	(138, 0.10224948875255624)
RNAi-gam-3_R1_001_trimmed_2U - polyg	(1, 0.05534010384916363)	(2, 0.05577244841048522)	(3, 0.05577244841048522)	(4, 0.05577244841048522)	(5, 0.05577244841048522)	(6, 0.0566371375331284)	(7, 0.0566371375331284)	(8, 0.0566371375331284)	(9, 0.0566371375331284)	(10, 0.057069482094449994)	(12, 0.057069482094449994)	(14, 0.05728565437511079)	(16, 0.05750182665577158)	(18, 0.05750182665577158)	(20, 0.057934171217093176)	(22, 0.057934171217093176)	(24, 0.058366515778414764)	(26, 0.05858268805907556)	(28, 0.05901503262039715)	(30, 0.05944737718171875)	(32, 0.05966354946237954)	(34, 0.05966354946237954)	(36, 0.061176755427005104)	(38, 0.0613929277076659)	(40, 0.06290613367229148)	(42, 0.06312230595295226)	(44, 0.06441933963691704)	(46, 0.06528402875956021)	(48, 0.06744575156616817)	(50, 0.06852661296947216)	(52, 0.06939130209211533)	(54, 0.0702559912147585)	(56, 0.07068833577608011)	(58, 0.07176919717938408)	(60, 0.07241771402136646)	(62, 0.07263388630202726)	(64, 0.07349857542467045)	(66, 0.07522795366995681)	(68, 0.07587647051193919)	(70, 0.07695733191524318)	(72, 0.07738967647656476)	(74, 0.07782202103788635)	(76, 0.07890288244119033)	(78, 0.0799837438444943)	(80, 0.0799837438444943)	(82, 0.0804160884058159)	(84, 0.08128077752845908)	(86, 0.08279398349308464)	(88, 0.08344250033506703)	(90, 0.08365867261572782)	(92, 0.08430718945771022)	(94, 0.0851718785803534)	(96, 0.08625273998365737)	(98, 0.08798211822894375)	(100, 0.0892791519129085)	(102, 0.09079235787753408)	(104, 0.09230556384215965)	(106, 0.09338642524546362)	(108, 0.0942511143681068)	(110, 0.09554814805207158)	(112, 0.09727752629735795)	(114, 0.09879073226198351)	(116, 0.10095245506859146)	(118, 0.1033303501558602)	(120, 0.10505972840114658)	(122, 0.10549207296246817)	(124, 0.10786996804973692)	(126, 0.1089508294530409)	(128, 0.11111255225964886)	(130, 0.1134904473469176)	(132, 0.11478748103088238)	(134, 0.11673303155682954)	(136, 0.11932709892475907)	(138, 0.12062413260872384)
WT-S5-1_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0005624138803745676)	(38, 0.0011248277607491352)	(40, 0.0030932763420601223)	(42, 0.003936897162621973)	(44, 0.003936897162621973)	(46, 0.003936897162621973)	(48, 0.004499311042996541)	(50, 0.005061724923371109)	(52, 0.005061724923371109)	(54, 0.005061724923371109)	(56, 0.005342931863558393)	(58, 0.005624138803745677)	(60, 0.005624138803745677)	(62, 0.005905345743932961)	(64, 0.0061865526841202445)	(66, 0.0061865526841202445)	(68, 0.007592587385056663)	(70, 0.008717415145805797)	(72, 0.010404656786929502)	(74, 0.011529484547678638)	(76, 0.012091898428053204)	(78, 0.014622760889738759)	(80, 0.016028795590675177)	(82, 0.019122071932735303)	(84, 0.021090520514046286)	(86, 0.023340176035544558)	(88, 0.02418379685610641)	(90, 0.02502741767666826)	(92, 0.027558280138353812)	(94, 0.03233879812153764)	(96, 0.034307246702848626)	(98, 0.03908776468603245)	(100, 0.04330586878884171)	(102, 0.0486488006524001)	(104, 0.05174207699446022)	(106, 0.0573662157982059)	(108, 0.06270914766176429)	(110, 0.06720845870476083)	(112, 0.07198897668794466)	(114, 0.07423863220944293)	(116, 0.07901915019262676)	(118, 0.08548690981693428)	(120, 0.0902674278001181)	(122, 0.09532915272348921)	(124, 0.09898484294592391)	(126, 0.1006720845870476)	(128, 0.10629622339079328)	(130, 0.11445122465622451)	(132, 0.11979415651978291)	(134, 0.12316863980203031)	(136, 0.13216726188802339)	(138, 0.14004105621326735)
WT-S5-1_R1_001_trimmed_2U - polya	(1, 0.0028120694018728383)	(2, 0.0033744832822474057)	(3, 0.0033744832822474057)	(4, 0.003936897162621973)	(5, 0.003936897162621973)	(6, 0.003936897162621973)	(7, 0.003936897162621973)	(8, 0.003936897162621973)	(9, 0.003936897162621973)	(10, 0.005061724923371109)	(12, 0.005342931863558393)	(14, 0.005624138803745677)	(16, 0.0061865526841202445)	(18, 0.0067489665644948115)	(20, 0.007592587385056663)	(22, 0.008155001265431231)	(24, 0.008436208205618514)	(26, 0.009279829026180367)	(28, 0.010404656786929502)	(30, 0.010967070667304069)	(32, 0.011810691487865921)	(34, 0.014903967829926042)	(36, 0.016028795590675177)	(38, 0.017434830291611594)	(40, 0.0191220719327353)	(42, 0.019684485813109866)	(44, 0.022215348274795422)	(46, 0.02418379685610641)	(48, 0.02643345237760468)	(50, 0.02643345237760468)	(52, 0.02868310789910295)	(54, 0.029245521779477517)	(56, 0.030370349540226653)	(58, 0.031776384241163066)	(60, 0.034026039762661345)	(62, 0.03571328140378505)	(64, 0.03711931610472147)	(66, 0.03908776468603245)	(68, 0.0399313855065943)	(70, 0.0399313855065943)	(72, 0.04161862714771801)	(74, 0.04274345490846714)	(76, 0.04302466184865443)	(78, 0.044430696549590844)	(80, 0.046399145130901834)	(82, 0.048086386772025536)	(84, 0.05005483535333652)	(86, 0.05146087005427294)	(88, 0.05258569781502208)	(90, 0.05427293945614578)	(92, 0.0556789741570822)	(94, 0.05680380191783133)	(96, 0.057928629678580465)	(98, 0.05877225049914232)	(100, 0.06130311296082787)	(102, 0.06327156154213887)	(104, 0.06411518236270071)	(106, 0.06692725176457355)	(108, 0.06805207952532269)	(110, 0.07030173504682095)	(112, 0.07339501138888108)	(114, 0.07592587385056662)	(116, 0.07761311549169034)	(118, 0.07958156407300132)	(120, 0.08295604735524872)	(122, 0.08633053063749613)	(124, 0.08942380697955626)	(126, 0.09195466944124181)	(128, 0.09504794578330193)	(130, 0.10010967070667304)	(132, 0.10376536092910774)	(134, 0.10573380951041872)	(136, 0.10882708585247884)	(138, 0.1147324315964118)
WT-S5-2_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0005040220963287031)	(28, 0.0005040220963287031)	(30, 0.0005040220963287031)	(32, 0.0005040220963287031)	(34, 0.0005040220963287031)	(36, 0.0007560331444930546)	(38, 0.0010080441926574061)	(40, 0.0010080441926574061)	(42, 0.0010080441926574061)	(44, 0.0015120662889861092)	(46, 0.0020160883853148123)	(48, 0.0027721215298078666)	(50, 0.0030241325779722184)	(52, 0.0030241325779722184)	(54, 0.0030241325779722184)	(56, 0.0030241325779722184)	(58, 0.004536198866958327)	(60, 0.004536198866958327)	(62, 0.004536198866958327)	(64, 0.004536198866958327)	(66, 0.004788209915122679)	(68, 0.005544243059615733)	(70, 0.0075603314449305455)	(72, 0.0083163645894236)	(74, 0.009072397733916654)	(76, 0.009576419830245358)	(78, 0.011088486119231467)	(80, 0.012348541360053224)	(82, 0.01310457450454628)	(84, 0.01486865184169674)	(86, 0.0166327291788472)	(88, 0.017388762323340256)	(90, 0.019152839660490716)	(92, 0.021924961190298582)	(94, 0.023689038527449042)	(96, 0.024445071671942098)	(98, 0.0254531158645995)	(100, 0.027721215298078666)	(102, 0.032005403116872645)	(104, 0.035533557791173564)	(106, 0.03830567932098143)	(108, 0.04233785609161106)	(110, 0.04561399971774763)	(112, 0.048386121247555494)	(114, 0.050906231729199)	(116, 0.05468639745166428)	(118, 0.05897058527045826)	(120, 0.06350678413741659)	(122, 0.06728694985988186)	(124, 0.07131912663051149)	(126, 0.07585532549746982)	(128, 0.08089554646075683)	(130, 0.08568375637587952)	(132, 0.0919840325799883)	(134, 0.09702425354327535)	(136, 0.0997963750730832)	(138, 0.10559262918086329)
WT-S5-2_R1_001_trimmed_2U - polya	(1, 0.0010080441926574061)	(2, 0.0010080441926574061)	(3, 0.0010080441926574061)	(4, 0.0010080441926574061)	(5, 0.0010080441926574061)	(6, 0.0025201104816435153)	(7, 0.0025201104816435153)	(8, 0.0030241325779722184)	(9, 0.0035281546743009214)	(10, 0.0037801657224652728)	(12, 0.005040220963287031)	(14, 0.005040220963287031)	(16, 0.006048265155944437)	(18, 0.006552287252273139)	(20, 0.006552287252273139)	(22, 0.008064353541259249)	(24, 0.008820386685752303)	(26, 0.011088486119231467)	(28, 0.012348541360053224)	(30, 0.014112618697203686)	(32, 0.01461664079353239)	(34, 0.015876696034354147)	(36, 0.017136751275175905)	(38, 0.017640773371504607)	(40, 0.018396806515997663)	(42, 0.01990887280498377)	(44, 0.02116892804580553)	(46, 0.02167295014213423)	(48, 0.02167295014213423)	(50, 0.02167295014213423)	(52, 0.022176972238462933)	(54, 0.023437027479284694)	(56, 0.024193060623777747)	(58, 0.0249490937682708)	(60, 0.025453115864599505)	(62, 0.026461160057256912)	(64, 0.027469204249914315)	(66, 0.028729259490736073)	(68, 0.030241325779722182)	(70, 0.0332654583576944)	(72, 0.03452551359851616)	(74, 0.035281546743009214)	(76, 0.036037579887502266)	(78, 0.03830567932098143)	(80, 0.03981774560996754)	(82, 0.040321767706296245)	(84, 0.0420858450434467)	(86, 0.04309388923610411)	(88, 0.044101933428761515)	(90, 0.044857966573254575)	(92, 0.04788209915122679)	(94, 0.04964617648837725)	(96, 0.05191427592185641)	(98, 0.05317433116267817)	(100, 0.05493840849982863)	(102, 0.057962541077800855)	(104, 0.05997862946311566)	(106, 0.060986673655773066)	(108, 0.06275075099292353)	(110, 0.06527086147456704)	(112, 0.06627890566722444)	(114, 0.06905102719703232)	(116, 0.0733352150158263)	(118, 0.07787141388278462)	(120, 0.0816515796052499)	(122, 0.08618777847220822)	(124, 0.08946392209834479)	(126, 0.09223604362815266)	(128, 0.09752827563960403)	(130, 0.10282050765105542)	(132, 0.10811273966250681)	(134, 0.11239692748130078)	(136, 0.11718513739642347)	(138, 0.11995725892623132)
WT-S5-3_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0004852814146923801)	(10, 0.0004852814146923801)	(12, 0.0004852814146923801)	(14, 0.0004852814146923801)	(16, 0.0004852814146923801)	(18, 0.0004852814146923801)	(20, 0.0019411256587695204)	(22, 0.003396969902846661)	(24, 0.003882251317539041)	(26, 0.004367532732231421)	(28, 0.004367532732231421)	(30, 0.004610173439577611)	(32, 0.004852814146923801)	(34, 0.004852814146923801)	(36, 0.005338095561616181)	(38, 0.005338095561616181)	(40, 0.005338095561616181)	(42, 0.005338095561616181)	(44, 0.005338095561616181)	(46, 0.005338095561616181)	(48, 0.005823376976308562)	(50, 0.006066017683654752)	(52, 0.006308658391000942)	(54, 0.007521861927731892)	(56, 0.008735065464462842)	(58, 0.009220346879155222)	(60, 0.009220346879155222)	(62, 0.009462987586501413)	(64, 0.010676191123232363)	(66, 0.011889394659963314)	(68, 0.012374676074655692)	(70, 0.013345238904040452)	(72, 0.013587879611386643)	(74, 0.014558442440771403)	(76, 0.015286364562809974)	(78, 0.016742208806887114)	(80, 0.017712771636271874)	(82, 0.018925975173002825)	(84, 0.020139178709733772)	(86, 0.023293507905234247)	(88, 0.025719914978696145)	(90, 0.027903681344811856)	(92, 0.03081536983296614)	(94, 0.034697621150505176)	(96, 0.03760930963865946)	(98, 0.04246212378558326)	(100, 0.04682965651781468)	(102, 0.050226626420661336)	(104, 0.05386623703085419)	(106, 0.0560500033969699)	(108, 0.05726320693370085)	(110, 0.060417536129201324)	(112, 0.06405714673939417)	(114, 0.06866732017897179)	(116, 0.07254957149651083)	(118, 0.07861558918016558)	(120, 0.08249784049770462)	(122, 0.08662273252258984)	(124, 0.08880649888870557)	(126, 0.09317403162093699)	(128, 0.0997253307192841)	(130, 0.10579134840293886)	(132, 0.1099162404278241)	(134, 0.11404113245270933)	(136, 0.11865130589228694)	(138, 0.1220482757951336)
WT-WYS-2_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.000543930550947255)	(10, 0.000543930550947255)	(12, 0.000543930550947255)	(14, 0.0008158958264208825)	(16, 0.00108786110189451)	(18, 0.00108786110189451)	(20, 0.00108786110189451)	(22, 0.00108786110189451)	(24, 0.00108786110189451)	(26, 0.00108786110189451)	(28, 0.0013598263773681376)	(30, 0.001631791652841765)	(32, 0.00217572220378902)	(34, 0.00217572220378902)	(36, 0.002719652754736275)	(38, 0.00326358330568353)	(40, 0.003807513856630785)	(42, 0.003807513856630785)	(44, 0.004079479132104413)	(46, 0.00435144440757804)	(48, 0.00435144440757804)	(50, 0.0046234096830516675)	(52, 0.004895374958525296)	(54, 0.004895374958525296)	(56, 0.005167340233998923)	(58, 0.00543930550947255)	(60, 0.006255201335893433)	(62, 0.00652716661136706)	(64, 0.007071097162314316)	(66, 0.00761502771326157)	(68, 0.007886992988735199)	(70, 0.008430923539682453)	(72, 0.010062715192524219)	(74, 0.010878611018945102)	(76, 0.011694506845365984)	(78, 0.012782367947260493)	(80, 0.014686124875575886)	(82, 0.015502020701996768)	(84, 0.01631791652841765)	(86, 0.01767774290578579)	(88, 0.019853465109574808)	(90, 0.022301152588837456)	(92, 0.024476874792626478)	(94, 0.029916180302099027)	(96, 0.03399565943420344)	(98, 0.03644334691346609)	(100, 0.039706930219149617)	(102, 0.04324247880030678)	(104, 0.047865888483358446)	(106, 0.05112947178904198)	(108, 0.0562968120230409)	(110, 0.06200808280798708)	(112, 0.06907917997030139)	(114, 0.0720707980005113)	(116, 0.07479045075524757)	(118, 0.0818615479175619)	(120, 0.0859410270496663)	(122, 0.09219622838555974)	(124, 0.09953929082334767)	(126, 0.10552252688376748)	(128, 0.11150576294418729)	(130, 0.11884882538197522)	(132, 0.1264638530952368)	(134, 0.13271905443113025)	(136, 0.14006211686891817)	(138, 0.1474051793067061)
WT-WYS-2_R1_001_trimmed_2U - polya	(1, 0.00108786110189451)	(2, 0.00108786110189451)	(3, 0.00108786110189451)	(4, 0.00108786110189451)	(5, 0.00217572220378902)	(6, 0.002719652754736275)	(7, 0.002719652754736275)	(8, 0.00326358330568353)	(9, 0.00435144440757804)	(10, 0.005167340233998923)	(12, 0.00652716661136706)	(14, 0.007886992988735199)	(16, 0.00897485409062971)	(18, 0.009246819366103337)	(20, 0.009790749917050591)	(22, 0.011150576294418728)	(24, 0.012510402671786866)	(26, 0.013598263773681377)	(28, 0.015502020701996768)	(30, 0.015773985977470397)	(32, 0.01658988180389128)	(34, 0.018221673456733044)	(36, 0.019853465109574808)	(38, 0.021213291486942946)	(40, 0.024204909517152852)	(42, 0.024748840068100103)	(44, 0.02529277061904736)	(46, 0.025564735894520987)	(48, 0.0266525969964155)	(50, 0.0266525969964155)	(52, 0.02746849282283638)	(54, 0.028828319200204518)	(56, 0.029916180302099027)	(58, 0.031276006679467165)	(60, 0.032363867781361674)	(62, 0.03345172888325619)	(64, 0.03508352053609795)	(66, 0.03780317329083423)	(68, 0.040250860770096875)	(70, 0.04269854824935952)	(72, 0.045962131555043056)	(74, 0.047865888483358446)	(76, 0.050041610687147464)	(78, 0.05112947178904197)	(80, 0.05112947178904197)	(82, 0.0514014370645156)	(84, 0.05548091619662002)	(86, 0.057656638400409035)	(88, 0.05874449950230355)	(90, 0.06064825643061894)	(92, 0.06146415225703982)	(94, 0.06255201335893433)	(96, 0.06391183973630246)	(98, 0.06581559666461786)	(100, 0.06826328414388051)	(102, 0.07071097162314316)	(104, 0.07261472855145855)	(106, 0.0769661729590366)	(108, 0.0791418951628256)	(110, 0.0829494090194564)	(112, 0.08485316594777179)	(114, 0.08866067980440256)	(116, 0.09056443673271797)	(118, 0.09382802003840149)	(120, 0.0976355338950323)	(122, 0.10334680467997845)	(124, 0.106610387985662)	(126, 0.11041790184229278)	(128, 0.11531327680081807)	(130, 0.12075258231029062)	(132, 0.1245600961669214)	(134, 0.1272797489216577)	(136, 0.13190315860470936)	(138, 0.13707049883870825)
WT-WYS-2_R1_001_trimmed_2U - polyg	(1, 0.029916180302099027)	(2, 0.029916180302099027)	(3, 0.03046011085304628)	(4, 0.03100404140399354)	(5, 0.03100404140399354)	(6, 0.03100404140399354)	(7, 0.03100404140399354)	(8, 0.032091902505888045)	(9, 0.032091902505888045)	(10, 0.032363867781361674)	(12, 0.0326358330568353)	(14, 0.0326358330568353)	(16, 0.0326358330568353)	(18, 0.0326358330568353)	(20, 0.0326358330568353)	(22, 0.0326358330568353)	(24, 0.0326358330568353)	(26, 0.0326358330568353)	(28, 0.0326358330568353)	(30, 0.0326358330568353)	(32, 0.0326358330568353)	(34, 0.03317976360778256)	(36, 0.03426762470967707)	(38, 0.03426762470967707)	(40, 0.03698727746441335)	(42, 0.03698727746441335)	(44, 0.03916299966820236)	(46, 0.039706930219149617)	(48, 0.040250860770096875)	(50, 0.041338721871991384)	(52, 0.04161068714746501)	(54, 0.04297051352483315)	(56, 0.04297051352483315)	(58, 0.04487427045314854)	(60, 0.04677802738146394)	(62, 0.04677802738146394)	(64, 0.04704999265693756)	(66, 0.048681784309779326)	(68, 0.05058554123809472)	(70, 0.05112947178904198)	(72, 0.05248929816641011)	(74, 0.053305193992831)	(76, 0.05548091619662002)	(78, 0.05548091619662002)	(80, 0.05602484674756727)	(82, 0.057384673124935406)	(84, 0.0592884300532508)	(86, 0.0622800480834607)	(88, 0.06363987446082885)	(90, 0.06445577028724972)	(92, 0.06581559666461786)	(94, 0.06744738831745963)	(96, 0.06853524941935414)	(98, 0.06935114524577501)	(100, 0.06989507579672227)	(102, 0.07424652020430031)	(104, 0.07533438130619483)	(106, 0.07615027713261571)	(108, 0.07778206878545747)	(110, 0.07941386043829923)	(112, 0.08322137429493003)	(114, 0.08485316594777179)	(116, 0.08621299232513993)	(118, 0.08702888815156082)	(120, 0.08920461035534982)	(122, 0.09219622838555974)	(124, 0.0938280200384015)	(126, 0.09464391586482238)	(128, 0.09545981169124326)	(130, 0.09573177696671689)	(132, 0.09763553389503228)	(134, 0.09953929082334767)	(136, 0.10062715192524219)	(138, 0.10117108247618944)
WT-WYS-3_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0005133812831451791)	(32, 0.0005133812831451791)	(34, 0.0010267625662903582)	(36, 0.0017968344910081267)	(38, 0.0020535251325807164)	(40, 0.0020535251325807164)	(42, 0.0020535251325807164)	(44, 0.0025669064157258954)	(46, 0.003336978340443664)	(48, 0.004363740906734023)	(50, 0.00564719411459697)	(52, 0.006160575397742149)	(54, 0.0064172660393147386)	(56, 0.006673956680887328)	(58, 0.006930647322459918)	(60, 0.007187337964032508)	(62, 0.007957409888750277)	(64, 0.008727481813468045)	(66, 0.009497553738185813)	(68, 0.009754244379758402)	(70, 0.01129438822919394)	(72, 0.012577841437056887)	(74, 0.013861294644919836)	(76, 0.01617151041907314)	(78, 0.01745496362693609)	(80, 0.019765179401089395)	(82, 0.02130532325052493)	(84, 0.02181870453367011)	(86, 0.02284546709996047)	(88, 0.025925754798831545)	(90, 0.027979279931412263)	(92, 0.0295194237808478)	(94, 0.0320863301965737)	(96, 0.03413985532915441)	(98, 0.0367067617448803)	(100, 0.040300430726896555)	(102, 0.0441507903504854)	(104, 0.04723107804935648)	(106, 0.05185150959766309)	(108, 0.055958559862824525)	(110, 0.06109237269427631)	(112, 0.06596949488415552)	(114, 0.06981985450774436)	(116, 0.07392690477290578)	(118, 0.0813709333785109)	(120, 0.09009841519197892)	(122, 0.09600229994814849)	(124, 0.10164949406274545)	(126, 0.10858014138520539)	(128, 0.11551078870766529)	(130, 0.11961783897282673)	(132, 0.12860201142786737)	(134, 0.13476258682560951)	(136, 0.14297668735593239)	(138, 0.15170416916940044)
WT-WYS-3_R1_001_trimmed_2U - polya	(1, 0.0005133812831451791)	(2, 0.0005133812831451791)	(3, 0.0005133812831451791)	(4, 0.0005133812831451791)	(5, 0.0010267625662903582)	(6, 0.0015401438494355372)	(7, 0.0025669064157258954)	(8, 0.0025669064157258954)	(9, 0.0030802876988710744)	(10, 0.003593668982016254)	(12, 0.004107050265161433)	(14, 0.004620431548306611)	(16, 0.0053905034730243806)	(18, 0.00564719411459697)	(20, 0.006930647322459918)	(22, 0.007700719247177686)	(24, 0.008470791171895455)	(26, 0.009240863096613223)	(28, 0.009497553738185813)	(30, 0.010524316304476172)	(32, 0.01103769758762135)	(34, 0.012321150795484298)	(36, 0.013604604003347245)	(38, 0.014888057211210193)	(40, 0.016428201060645728)	(42, 0.017968344910081268)	(44, 0.020278560684234573)	(46, 0.02130532325052493)	(48, 0.02258877645838788)	(50, 0.023872229666250827)	(52, 0.024128920307823418)	(54, 0.025412373515686364)	(56, 0.026182445440404135)	(58, 0.02720920800669449)	(60, 0.02977611442242039)	(62, 0.030802876988710745)	(64, 0.0320863301965737)	(66, 0.03516661789544477)	(68, 0.03696345238645289)	(70, 0.037990214952743254)	(72, 0.04004374008532397)	(74, 0.040300430726896555)	(76, 0.040813812010041736)	(78, 0.04158388393475951)	(80, 0.04261064650104986)	(82, 0.04261064650104986)	(84, 0.04389409970891281)	(86, 0.04543424355834835)	(88, 0.04646100612463871)	(90, 0.048514531257219426)	(92, 0.04954129382350978)	(94, 0.04979798446508237)	(96, 0.05108143767294532)	(98, 0.05262158152238086)	(100, 0.055445178579679344)	(102, 0.058268775636977826)	(104, 0.06109237269427631)	(106, 0.06211913526056667)	(108, 0.06314589782685703)	(110, 0.0641726603931474)	(112, 0.06699625745044588)	(114, 0.06930647322459918)	(116, 0.07264345156504284)	(118, 0.07444028605605096)	(120, 0.07675050183020428)	(122, 0.08085755209536571)	(124, 0.0836811491526642)	(126, 0.08778819941782562)	(128, 0.09317870289085001)	(130, 0.09805582508072921)	(132, 0.10139280342117288)	(134, 0.103189637912181)	(136, 0.10678330689419725)	(138, 0.11499740742452011)
