Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BD5-gam_R1_001_trimmed_1P - polya	(1, 0.0032874953425449825)	(2, 0.0047354616534674)	(3, 0.006085537284214781)	(4, 0.00669735403530876)	(5, 0.007843490749024814)	(6, 0.008508331618546939)	(7, 0.0094709233069348)	(8, 0.011702015059257512)	(9, 0.012966436344851735)	(10, 0.015464688078485484)	(12, 0.016875945384342263)	(14, 0.01989220196723558)	(16, 0.023085885407946156)	(18, 0.024627663620702983)	(20, 0.025987936197301928)	(22, 0.028839002257399875)	(24, 0.03140455383365396)	(26, 0.032826008085362304)	(28, 0.03513459662615692)	(30, 0.03928883236608503)	(32, 0.043043347828631756)	(34, 0.04585362610532344)	(36, 0.04954899928193107)	(38, 0.052787549284388544)	(40, 0.0574088051443184)	(42, 0.060365919441272634)	(44, 0.06245017517333279)	(46, 0.06636580238033425)	(48, 0.06871925748287576)	(50, 0.07245745783205998)	(52, 0.07703180774107263)	(54, 0.08114933447593511)	(56, 0.08327233860223121)	(58, 0.08675765469429658)	(60, 0.08890309210146613)	(62, 0.09080176341902779)	(64, 0.09268819840156756)	(66, 0.09568610048192805)	(68, 0.09849433936944943)	(70, 0.10084983386116124)	(72, 0.10299323187916049)	(74, 0.10494084853680966)	(76, 0.10674570795253688)	(78, 0.10907061160669401)	(80, 0.11102842521019474)	(82, 0.11386317615693017)	(84, 0.11681213289720316)	(86, 0.11861291353458978)	(88, 0.12038310333442168)	(90, 0.12262235264342566)	(92, 0.1248146960015124)	(94, 0.12655633435295993)	(96, 0.12839994216292314)	(98, 0.13030677103716604)	(100, 0.132747919874031)	(102, 0.13604561216242755)	(104, 0.13863971518706603)	(106, 0.14078311320506526)	(108, 0.14241258515214558)	(110, 0.1444458561549479)	(112, 0.14661780562133153)	(114, 0.14801682659216642)	(116, 0.14944847778972634)	(118, 0.1509943347808238)	(120, 0.15346403506607315)	(122, 0.15518731891498785)	(124, 0.15623352555935854)	(126, 0.15726137770119644)	(128, 0.15822804816792493)	(130, 0.15960259646871608)	(132, 0.16097102660199628)	(134, 0.16219466010418424)	(136, 0.16354881451327224)	(138, 0.1648784962523165)
BD5-gam_R1_001_trimmed_1U - polya	(1, 0.00918595836298646)	(2, 0.012784581226836825)	(3, 0.015412522923464395)	(4, 0.016927732550348757)	(5, 0.0201712281578981)	(6, 0.02464583158729099)	(7, 0.027818301743580128)	(8, 0.059306251802270823)	(9, 0.06397025643502426)	(10, 0.0672847774938338)	(12, 0.06974699313752089)	(14, 0.08285118889502864)	(16, 0.0919306090811248)	(18, 0.09391932171641051)	(20, 0.09590803435169626)	(22, 0.10106921714327112)	(24, 0.10404044852098968)	(26, 0.10586343510333493)	(28, 0.1089767173835739)	(30, 0.11520328194405183)	(32, 0.12026976413394642)	(34, 0.1234540718654456)	(36, 0.12847320375450005)	(38, 0.13219020237045076)	(40, 0.13903232084185047)	(42, 0.143388548519143)	(44, 0.14624140414476122)	(46, 0.15128421118423574)	(48, 0.153793777128763)	(50, 0.15865902054008701)	(52, 0.1637255027299816)	(54, 0.16960877760936854)	(56, 0.17260368413750715)	(58, 0.17794243055723255)	(60, 0.18085447405890093)	(62, 0.18374284241014927)	(64, 0.18653651015971728)	(66, 0.19024167120045798)	(68, 0.19336679105590698)	(70, 0.1970127642205975)	(72, 0.2000786961999963)	(74, 0.20249356154284326)	(76, 0.20460064993022933)	(78, 0.20759555645836797)	(80, 0.20998674665079486)	(82, 0.21366823254111544)	(84, 0.21732604328101598)	(86, 0.21893595350958062)	(88, 0.22065240191503555)	(90, 0.2231619678595628)	(92, 0.22534008169820907)	(94, 0.22692631677635364)	(96, 0.22884400396037916)	(98, 0.2307972038700348)	(100, 0.23292796740784094)	(102, 0.23807731262420576)	(104, 0.24049217796705272)	(106, 0.24251640332796853)	(108, 0.24401977537964287)	(110, 0.2455586601569473)	(112, 0.2469436564565213)	(114, 0.2481274139775247)	(116, 0.24928749634810804)	(118, 0.25040022841785126)	(120, 0.2521048392480962)	(122, 0.2534661603972501)	(124, 0.2543184658123725)	(126, 0.25520628395312506)	(128, 0.2559402136161472)	(130, 0.2568872196329499)	(132, 0.25751461111908175)	(134, 0.25862734318882497)	(136, 0.2594678110287374)	(138, 0.26032011644385983)
BD5-gam_R1_001_trimmed_1U - polyg	(1, 0.0)	(2, 0.0)	(3, 0.006700067568879299)	(4, 0.007931175390722845)	(5, 0.008546729301644618)	(6, 0.00890185655794564)	(7, 0.009209633513406527)	(8, 0.009541085619287482)	(9, 0.010014588627688847)	(10, 0.010582792237770483)	(12, 0.010831381317181199)	(14, 0.011079970396591915)	(16, 0.011257534024742426)	(18, 0.011399584927262835)	(20, 0.011517960679363176)	(22, 0.011660011581883584)	(24, 0.011742874608353824)	(26, 0.011884925510874233)	(28, 0.012003301262974574)	(30, 0.012216377616755189)	(32, 0.012382103669695665)	(34, 0.012583342448266244)	(36, 0.012962144854987336)	(38, 0.013400135137758597)	(40, 0.013802612694899758)	(42, 0.014051201774310473)	(44, 0.017282859806649783)	(46, 0.11783122364067941)	(48, 0.11925173266588349)	(50, 0.11951215932050424)	(52, 0.11978442355033503)	(54, 0.12000933747932568)	(56, 0.1203289520099966)	(58, 0.12055386593898725)	(60, 0.12071959199192772)	(62, 0.12111023197385884)	(64, 0.12138249620368963)	(66, 0.12163108528310035)	(68, 0.12184416163688096)	(70, 0.12198621253940137)	(72, 0.12230582707007229)	(74, 0.12257809129990307)	(76, 0.12283851795452383)	(78, 0.12298056885704423)	(80, 0.12313445733477468)	(82, 0.12321732036124491)	(84, 0.12330018338771515)	(86, 0.1234540718654456)	(88, 0.12358428519275597)	(90, 0.12365531064401618)	(92, 0.12375001124569646)	(94, 0.12390389972342689)	(96, 0.12408146335157741)	(98, 0.1241880015284677)	(100, 0.12440107788224833)	(102, 0.12464966696165904)	(104, 0.12485090574022961)	(106, 0.12499295664275004)	(108, 0.12513500754527043)	(110, 0.12521787057174066)	(112, 0.12543094692552129)	(114, 0.12556116025283168)	(116, 0.125679536004932)	(118, 0.12579791175703234)	(120, 0.12597547538518286)	(122, 0.12610568871249322)	(124, 0.12617671416375345)	(126, 0.12631876506627385)	(128, 0.1264371408183742)	(130, 0.12662654202173473)	(132, 0.1268514559507254)	(134, 0.12715923290618625)	(136, 0.12746700986164716)	(138, 0.12771559894105788)
BD5-gam_R1_001_trimmed_2P - polya	(1, 0.002414636777650905)	(2, 0.003903390871979588)	(3, 0.005155575822551933)	(4, 0.005763313795305285)	(5, 0.0067422205970556525)	(6, 0.007317328343083993)	(7, 0.008161635459593685)	(8, 0.010470224000388299)	(9, 0.01165714849751062)	(10, 0.0138066646830208)	(12, 0.015048652687741578)	(14, 0.017736567614214462)	(16, 0.020387773535621705)	(18, 0.021652194821215928)	(20, 0.022894182825936707)	(22, 0.025692224767606506)	(24, 0.027609250587700973)	(26, 0.028951168661767102)	(28, 0.03084983997932875)	(30, 0.03414957165689561)	(32, 0.037457460891143726)	(34, 0.040029130634908754)	(36, 0.043304389642431856)	(38, 0.04589033511038908)	(40, 0.049624456681232665)	(42, 0.052192047646657067)	(44, 0.053919410273912394)	(46, 0.056703176491390006)	(48, 0.05859980841978134)	(50, 0.0616996799586575)	(52, 0.06542768336199015)	(54, 0.06900681135588993)	(56, 0.0708320646633203)	(58, 0.07380345468446672)	(60, 0.07554101425757363)	(62, 0.07714397414543986)	(64, 0.0787041068607295)	(66, 0.08106979829829289)	(68, 0.08351910469183912)	(70, 0.08575427522250245)	(72, 0.08758360730827346)	(74, 0.0892497882604194)	(76, 0.09083031486741217)	(78, 0.093049170284713)	(80, 0.09484587214375899)	(82, 0.09713406679285047)	(84, 0.10000756613382186)	(86, 0.1015982896866662)	(88, 0.10307888622431363)	(90, 0.10520189035060974)	(92, 0.10705773449559482)	(94, 0.10866273377263136)	(96, 0.11023306343377257)	(98, 0.11194615033683572)	(100, 0.11441789001125538)	(102, 0.11746269804253309)	(104, 0.11954083560708231)	(106, 0.12170870629512531)	(108, 0.12334633579888686)	(110, 0.1251206043770594)	(112, 0.12697033035453353)	(114, 0.12817153057584804)	(116, 0.1294543063639751)	(118, 0.13072280642790995)	(120, 0.1325623354595325)	(122, 0.1341163500073112)	(124, 0.13531551083945542)	(126, 0.1363005358087167)	(128, 0.13739160901483433)	(130, 0.13871517258636762)	(132, 0.13999998776366496)	(134, 0.1412970392759842)	(136, 0.14275112375441756)	(138, 0.14373206994533827)
BD5-gam_R1_001_trimmed_2P - polyg	(1, 1.039093254944652)	(2, 1.0406187180440463)	(3, 1.0410633048831746)	(4, 1.0412386923518215)	(5, 1.041299874026931)	(6, 1.0413610557020403)	(7, 1.0414222373771498)	(8, 1.041495655387281)	(9, 1.0416384126292029)	(10, 1.041762815368592)	(12, 1.0422216779319124)	(14, 1.0423195686120876)	(16, 1.0423501594496423)	(18, 1.0423725927305156)	(20, 1.0424031835680703)	(22, 1.0424337744056251)	(24, 1.0424378531839658)	(26, 1.0424684440215204)	(28, 1.042496995469905)	(30, 1.042550019588333)	(32, 1.0426254769876346)	(34, 1.0427213282786392)	(36, 1.0428273765154956)	(38, 1.0428763218555832)	(40, 1.042941582309033)	(42, 1.0429884882599503)	(44, 1.0430476305458893)	(46, 1.0431026940534878)	(48, 1.0431740726744487)	(50, 1.0432434119062395)	(52, 1.043304593581349)	(54, 1.0433657752564582)	(56, 1.0434167599857163)	(58, 1.0434901779958474)	(60, 1.0435493202817865)	(62, 1.043624777681088)	(64, 1.0436879987453678)	(66, 1.0437430622529662)	(68, 1.0438287165981195)	(70, 1.043916410332443)	(72, 1.044002064677596)	(74, 1.044061206963535)	(76, 1.0441081129144525)	(78, 1.0441692945895618)	(80, 1.0441958066487758)	(82, 1.0442447519888634)	(84, 1.0442916579397805)	(86, 1.044346721447379)	(88, 1.0444160606791697)	(90, 1.044465006019257)	(92, 1.0445159907485149)	(94, 1.0445649360886025)	(96, 1.0446281571528822)	(98, 1.0446546692120964)	(100, 1.0446934176063323)	(102, 1.0447586780597822)	(104, 1.0448076233998698)	(106, 1.0448626869074684)	(108, 1.044913671636726)	(110, 1.044958538198473)	(112, 1.0449870896468574)	(114, 1.0450115623169012)	(116, 1.0450625470461588)	(118, 1.0450931378837136)	(120, 1.0451380044454606)	(122, 1.0451706346721856)	(124, 1.0452053042880807)	(126, 1.0452338557364653)	(128, 1.0452399739039762)	(130, 1.0452807616873825)	(132, 1.0453378645841511)	(134, 1.0453664160325356)	(136, 1.0453970068700902)	(138, 1.0454377946534965)
BD5-gam_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.00034517395041231026)	(3, 0.00034517395041231026)	(4, 0.0006903479008246205)	(5, 0.0006903479008246205)	(6, 0.0006903479008246205)	(7, 0.0006903479008246205)	(8, 0.0006903479008246205)	(9, 0.0006903479008246205)	(10, 0.002071043702473862)	(12, 0.002071043702473862)	(14, 0.002071043702473862)	(16, 0.002416217652886172)	(18, 0.002416217652886172)	(20, 0.002761391603298482)	(22, 0.0032791525289169476)	(24, 0.004659848330566188)	(26, 0.008111587834689292)	(28, 0.01208108826443086)	(30, 0.017258697520615512)	(32, 0.023989589553655565)	(34, 0.02813167695860329)	(36, 0.03624326479329258)	(38, 0.04262898287592032)	(40, 0.049532461884166525)	(42, 0.055745592991588114)	(44, 0.06247648502462816)	(46, 0.06679115940478204)	(48, 0.07007031193369899)	(50, 0.07093324680972976)	(52, 0.07248652958658516)	(54, 0.07369463841302824)	(56, 0.07455757328905901)	(58, 0.07611085606591442)	(60, 0.07680120396673903)	(62, 0.07835448674359444)	(64, 0.07973518254524367)	(66, 0.08077070439648061)	(68, 0.08180622624771754)	(70, 0.0838772699501914)	(72, 0.08422244390060371)	(74, 0.08525796575184064)	(76, 0.08663866155348988)	(78, 0.08870970525596375)	(80, 0.09009040105761298)	(82, 0.09181627080967453)	(84, 0.09405990148735455)	(86, 0.09613094518982843)	(88, 0.09854716284271459)	(90, 0.10010044561956999)	(92, 0.10355218512369309)	(94, 0.10596840277657926)	(96, 0.10959272925590852)	(98, 0.11321705573523777)	(100, 0.11666879523936088)	(102, 0.11994794776827783)	(104, 0.12443520912363785)	(106, 0.12788694862776095)	(108, 0.13099351418147176)	(110, 0.13565336251203794)	(112, 0.14324718942110876)	(114, 0.14807962472688113)	(116, 0.15601862558636426)	(118, 0.16223175669378584)	(120, 0.16723677897476433)	(122, 0.17224180125574284)	(124, 0.1758661277350721)	(126, 0.17931786723919518)	(128, 0.1831147806937306)	(130, 0.18604875927223524)	(132, 0.1903634336523891)	(134, 0.1981298475366661)	(136, 0.20313486981764461)	(138, 0.20986576185068467)
BD5-gam_R1_001_trimmed_2U - polya	(1, 0.0034517395041231027)	(2, 0.004142087404947724)	(3, 0.005522783206596964)	(4, 0.0058679571570092745)	(5, 0.0058679571570092745)	(6, 0.006558305057833895)	(7, 0.0069034790082462055)	(8, 0.008284174809895448)	(9, 0.008974522710720067)	(10, 0.010527805487575464)	(12, 0.010872979437987772)	(14, 0.01208108826443086)	(16, 0.013806958016492411)	(18, 0.014669892892523188)	(20, 0.01639576264458474)	(22, 0.019502328198295532)	(24, 0.020710437024738616)	(26, 0.021745958875975545)	(28, 0.024334763504067873)	(30, 0.027441329057778668)	(32, 0.031065655537107925)	(34, 0.03434480806602487)	(36, 0.037623960594941816)	(38, 0.03952241732220953)	(40, 0.04314674380153878)	(42, 0.045217787504012646)	(44, 0.04797917910731113)	(46, 0.05160350558664038)	(48, 0.05246644046267116)	(50, 0.05453748416514502)	(52, 0.05867957157009275)	(54, 0.06075061527256661)	(56, 0.06351200687586508)	(58, 0.06748150730560666)	(60, 0.07127842076014207)	(62, 0.07334946446261593)	(64, 0.07593826909070826)	(66, 0.08146105229730521)	(68, 0.08698383550390218)	(70, 0.0907807489584376)	(72, 0.0938873145121484)	(74, 0.09699388006585918)	(76, 0.10027303259477613)	(78, 0.10527805487575465)	(80, 0.10907496833029005)	(82, 0.11338964271044394)	(84, 0.11753173011539164)	(86, 0.11960277381786552)	(88, 0.12339968727240092)	(90, 0.13047575325585328)	(92, 0.13755181923930565)	(94, 0.14255684152028414)	(96, 0.14549082009878878)	(98, 0.15032325540456112)	(100, 0.1580896692888381)	(102, 0.1662012571235274)	(104, 0.17103369242929975)	(106, 0.17603871471027827)	(108, 0.18069856304084442)	(110, 0.184668063470586)	(112, 0.1908811945780076)	(114, 0.19502328198295532)	(116, 0.19916536938790302)	(118, 0.20710437024738618)	(120, 0.21884028456140472)	(122, 0.22833256819774325)	(124, 0.2316117207266602)	(126, 0.23868778671011256)	(128, 0.24679937454480183)	(130, 0.25767235398278965)	(132, 0.2645758329910358)	(134, 0.2719970729249005)	(136, 0.2785553779827344)	(138, 0.28994611834634065)
BD5-gam_R1_001_trimmed_2U - polyg	(1, 12.455947174578629)	(2, 12.468718610743885)	(3, 12.476657611603368)	(4, 12.477693133454604)	(5, 12.479419003206665)	(6, 12.481835220859551)	(7, 12.483561090611614)	(8, 12.485632134314088)	(9, 12.489774221719035)	(10, 12.492190439371921)	(12, 12.500647201157022)	(14, 12.502200483933878)	(16, 12.503063418809909)	(18, 12.50392635368594)	(20, 12.504098940661146)	(22, 12.504271527636352)	(24, 12.504271527636352)	(26, 12.504271527636352)	(28, 12.505824810413209)	(30, 12.506687745289238)	(32, 12.507205506214856)	(34, 12.508241028066095)	(36, 12.509276549917331)	(38, 12.510657245718981)	(40, 12.513073463371867)	(42, 12.51376381127269)	(44, 12.514799333123928)	(46, 12.515834854975164)	(48, 12.518078485652845)	(50, 12.5196317684297)	(52, 12.522047986082587)	(54, 12.52360126885944)	(56, 12.525327138611503)	(58, 12.526880421388359)	(60, 12.52774335626439)	(62, 12.528951465090833)	(64, 12.5308499218181)	(66, 12.531540269718924)	(68, 12.532748378545367)	(70, 12.534819422247843)	(72, 12.536545291999904)	(74, 12.537925987801554)	(76, 12.538443748727172)	(78, 12.538788922677583)	(80, 12.539479270578408)	(82, 12.54034220545444)	(84, 12.541205140330469)	(86, 12.541895488231294)	(88, 12.542413249156912)	(90, 12.542758423107326)	(92, 12.543276184032944)	(94, 12.543793944958562)	(96, 12.543966531933767)	(98, 12.544829466809798)	(100, 12.546382749586655)	(102, 12.54793603236351)	(104, 12.54879896723954)	(106, 12.548971554214745)	(108, 12.549834489090777)	(110, 12.55069742396681)	(112, 12.551215184892426)	(114, 12.552595880694076)	(116, 12.553803989520517)	(118, 12.55466692439655)	(120, 12.555357272297375)	(122, 12.555357272297375)	(124, 12.555702446247786)	(126, 12.556220207173403)	(128, 12.556910555074229)	(130, 12.55777348995026)	(132, 12.558291250875879)	(134, 12.55863642482629)	(136, 12.559844533652734)	(138, 12.560362294578354)
BF16-S5_R1_001_trimmed_1P - polya	(1, 0.0028490023212515013)	(2, 0.003978970732150991)	(3, 0.0048644213885607555)	(4, 0.005294179866148758)	(5, 0.005768396117280347)	(6, 0.006238907553949971)	(7, 0.006942822301723424)	(8, 0.008713723614542953)	(9, 0.009706613890349719)	(10, 0.011371927991003228)	(12, 0.012316655678804442)	(14, 0.014202406239944902)	(16, 0.016351198627884915)	(18, 0.01748857666770834)	(20, 0.018518515088134756)	(22, 0.02099333114872774)	(24, 0.022738298760313507)	(26, 0.02400905012076769)	(28, 0.025555810158638302)	(30, 0.028345535448498355)	(32, 0.031205652213135752)	(34, 0.033313691641994145)	(36, 0.03558474290717902)	(38, 0.037444559767085724)	(40, 0.04023798987140774)	(42, 0.042260818567640926)	(44, 0.043903903781522646)	(46, 0.04628795188779747)	(48, 0.04771801027011617)	(50, 0.04977603470373803)	(52, 0.05234347112588015)	(54, 0.05487941662509556)	(56, 0.056315032229107206)	(58, 0.05821189723363357)	(60, 0.05960120265687065)	(62, 0.06085898716670794)	(64, 0.0624224188696574)	(66, 0.06454712996359463)	(68, 0.06640694682350134)	(70, 0.06829454979187279)	(72, 0.06967274077172397)	(74, 0.07110094674681168)	(76, 0.0724420895820432)	(78, 0.0745390145675157)	(80, 0.07612097034277499)	(82, 0.07856985270213421)	(84, 0.08112802708812142)	(86, 0.08249880843904867)	(88, 0.08387514701166887)	(90, 0.08545895519415914)	(92, 0.08684826061739621)	(94, 0.08813568364292923)	(96, 0.08959723294817465)	(98, 0.09114955020773821)	(100, 0.09297231892302527)	(102, 0.09516371667727788)	(104, 0.0968271783707004)	(106, 0.09803309547807018)	(108, 0.09911860611542608)	(110, 0.10066166133883472)	(112, 0.10209171972115344)	(114, 0.10313462499219674)	(116, 0.10430534636217784)	(118, 0.10557054050093909)	(120, 0.10704505665680136)	(122, 0.10821207321232051)	(124, 0.10911975275550206)	(126, 0.1099014686069768)	(128, 0.11057944965351649)	(130, 0.11158345437270915)	(132, 0.11259116390636378)	(134, 0.11366741250756476)	(136, 0.11502337460064416)	(138, 0.11621076763570411)
BF16-S5_R1_001_trimmed_1U - polya	(1, 0.007684499753756986)	(2, 0.010464480547027895)	(3, 0.01215959078682723)	(4, 0.013380070159482753)	(5, 0.01575322449520182)	(6, 0.019459865552896367)	(7, 0.02151659931051956)	(8, 0.04671723820886967)	(9, 0.049632827821324534)	(10, 0.05184777186799566)	(12, 0.05330556667422309)	(14, 0.06179241860815176)	(16, 0.06835814560364119)	(18, 0.0696351286509567)	(20, 0.0708782094934762)	(22, 0.07343217558810719)	(24, 0.07503687994845057)	(26, 0.07595223947794222)	(28, 0.07744393648896562)	(30, 0.08113927681172817)	(32, 0.08369324290635917)	(34, 0.08547875902561447)	(36, 0.08762589866269363)	(38, 0.08990864711895674)	(40, 0.0935587845019913)	(42, 0.09615795353635029)	(44, 0.09819208582410949)	(46, 0.10101726955710838)	(48, 0.1024863650982678)	(50, 0.1047917150243949)	(52, 0.10761689875739379)	(54, 0.11101841997192446)	(56, 0.11297344711515969)	(58, 0.11571952570363461)	(60, 0.11787796607564577)	(62, 0.11941486602639717)	(64, 0.12101957038674052)	(66, 0.12342662692725559)	(68, 0.12575457832324666)	(70, 0.12847805544185759)	(72, 0.12989064730835703)	(74, 0.1315292538734964)	(76, 0.13342777734207167)	(78, 0.13598174343670266)	(80, 0.1373830345682701)	(82, 0.14037772932524895)	(84, 0.14313510864865586)	(86, 0.14451379831035932)	(88, 0.14571167621315084)	(90, 0.14719207248924226)	(92, 0.1483560481872378)	(94, 0.14996075254758118)	(96, 0.15162196058258454)	(98, 0.15380300242445968)	(100, 0.15589363838687886)	(102, 0.15841370227671386)	(104, 0.1601427147213092)	(106, 0.16115978086518878)	(108, 0.16223335068372835)	(110, 0.16353293520090784)	(112, 0.16462910648931142)	(114, 0.16566877410305503)	(116, 0.16653893069281867)	(118, 0.1675220946319023)	(120, 0.1685391607757819)	(122, 0.1695110239799335)	(124, 0.17025687248544522)	(126, 0.17091231511150096)	(128, 0.1713417430389168)	(130, 0.1720423886047005)	(132, 0.17269783123075627)	(134, 0.1735792885554519)	(136, 0.17432513706096364)	(138, 0.1751161885062033)
BF16-S5_R1_001_trimmed_2P - polya	(1, 0.0023599668122720498)	(2, 0.0034343630062420565)	(3, 0.004201259599868923)	(4, 0.0045421025303697534)	(5, 0.005149692102132102)	(6, 0.0056535468689594155)	(7, 0.006287070141955523)	(8, 0.008080200341546846)	(9, 0.009121253205359163)	(10, 0.010692094537232553)	(12, 0.01150715371886497)	(14, 0.013111338380896051)	(16, 0.014878534879253613)	(18, 0.015806590901975982)	(20, 0.01687542987425304)	(22, 0.01924095390821804)	(24, 0.020743256172545063)	(26, 0.021880634212368487)	(28, 0.023366264811616667)	(30, 0.02594111086268272)	(32, 0.028467794325743218)	(34, 0.03042764117612299)	(36, 0.03240601209881259)	(38, 0.034247304886409466)	(40, 0.036592452440833645)	(42, 0.038239242469177336)	(44, 0.03973043029011847)	(46, 0.04152911771140273)	(48, 0.04273318241154153)	(50, 0.04463560463776084)	(52, 0.046827002392013456)	(54, 0.04890169849071416)	(56, 0.050309527986261066)	(58, 0.051952613200142786)	(60, 0.053110367719507015)	(62, 0.05429220353287402)	(64, 0.055574069336714105)	(66, 0.05756355470278959)	(68, 0.05911957677681512)	(70, 0.060846020316091064)	(72, 0.06208157593915657)	(74, 0.06338567062976844)	(76, 0.06483240067716599)	(78, 0.06656995865982783)	(80, 0.06798149296983669)	(82, 0.07015621905901047)	(84, 0.07269401696545685)	(86, 0.07405368387299822)	(88, 0.07540594115161564)	(90, 0.0769897493341059)	(92, 0.07835126864887826)	(94, 0.07977206499504202)	(96, 0.08120953300628467)	(98, 0.08242285974257837)	(100, 0.08424562845786543)	(102, 0.08635922510841676)	(104, 0.08790228033182541)	(106, 0.08907855892349947)	(108, 0.09019185566932011)	(110, 0.09163858571671765)	(112, 0.09297417133025623)	(114, 0.09409117289053885)	(116, 0.09535080980760713)	(118, 0.09659747987405853)	(120, 0.0979034269719014)	(122, 0.09907044352742053)	(124, 0.09997441825614013)	(126, 0.10077651058715567)	(128, 0.1015359975518586)	(130, 0.10243997228057819)	(132, 0.10332727534421896)	(134, 0.10448502986358318)	(136, 0.10578171492527111)	(138, 0.10677460520107787)
BF16-S5_R1_001_trimmed_2P - polyg	(1, 0.3437734387402445)	(2, 0.34566289411584694)	(3, 0.34595557445834224)	(4, 0.3462260259140657)	(5, 0.34627789331653325)	(6, 0.3463223510900768)	(7, 0.34635198960577257)	(8, 0.34639274256485414)	(9, 0.34643349552393576)	(10, 0.3465057394059441)	(12, 0.346735437902586)	(14, 0.3468021245629014)	(16, 0.346839172707521)	(18, 0.3468521395581379)	(20, 0.3468688112232168)	(22, 0.3468984497389125)	(24, 0.34692067862568426)	(26, 0.34694475991968704)	(28, 0.34696328399199683)	(30, 0.3470040369510785)	(32, 0.34705960916800793)	(34, 0.34710962416324453)	(36, 0.3471966873031007)	(38, 0.3473041269224977)	(40, 0.347378223211737)	(42, 0.3474226809852806)	(44, 0.34749307246005795)	(46, 0.3475616115276043)	(48, 0.3476264457806887)	(50, 0.3476931324410041)	(52, 0.3477653763230124)	(54, 0.34781724372547995)	(56, 0.34787652075687137)	(58, 0.3479709935256515)	(60, 0.34804694222212174)	(62, 0.3481099240679752)	(64, 0.34815808665598075)	(66, 0.3481969872078314)	(68, 0.34822477331629614)	(70, 0.3482636738681468)	(72, 0.34831924608507625)	(74, 0.34838593274539165)	(76, 0.3484415049623211)	(78, 0.3484878151430957)	(80, 0.34854894458171815)	(82, 0.3486267456854194)	(84, 0.3487101040108136)	(86, 0.3487990195579008)	(88, 0.34889534473391187)	(90, 0.3489768506520752)	(92, 0.34906020897746937)	(94, 0.3491083715654749)	(96, 0.3491713534113283)	(98, 0.3492361876644127)	(100, 0.3492917598813422)	(102, 0.3493454796910407)	(104, 0.34939549468627723)	(106, 0.3494547717176687)	(108, 0.3495121963418292)	(110, 0.3495510968936798)	(112, 0.349638160033536)	(114, 0.34968447021431054)	(116, 0.3497381900240091)	(118, 0.3497974670554005)	(120, 0.3498437772361751)	(122, 0.34991787352541437)	(124, 0.35004013240265924)	(126, 0.35013830998590134)	(128, 0.35023093034745045)	(130, 0.3503439271885404)	(132, 0.35051620106102177)	(134, 0.3506643936395004)	(136, 0.35081258621797906)	(138, 0.35098300768322943)
BF16-S5_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.004219171917191719)	(2, 0.005344284428442844)	(3, 0.005344284428442844)	(4, 0.005344284428442844)	(5, 0.005344284428442844)	(6, 0.005344284428442844)	(7, 0.005344284428442844)	(8, 0.005344284428442844)	(9, 0.005344284428442844)	(10, 0.0056255625562556255)	(12, 0.0056255625562556255)	(14, 0.0056255625562556255)	(16, 0.0056255625562556255)	(18, 0.005906840684068407)	(20, 0.006188118811881188)	(22, 0.0067506750675067504)	(24, 0.007313231323132313)	(26, 0.008860261026102611)	(28, 0.011813681368136814)	(30, 0.013782628262826283)	(32, 0.016876687668766877)	(34, 0.01983010801080108)	(36, 0.024330558055805578)	(38, 0.028971647164716473)	(40, 0.03333145814581458)	(42, 0.036988073807380735)	(44, 0.03951957695769577)	(46, 0.042472997299729975)	(48, 0.045004500450045004)	(50, 0.04641089108910891)	(52, 0.0465515301530153)	(54, 0.046692169216921695)	(56, 0.04683280828082809)	(58, 0.04753600360036003)	(60, 0.04852047704770477)	(62, 0.049926867686768676)	(64, 0.050208145814581454)	(66, 0.05077070207020702)	(68, 0.05119261926192619)	(70, 0.052036453645364536)	(72, 0.052880288028802874)	(74, 0.053724122412241226)	(76, 0.05428667866786679)	(78, 0.05498987398739874)	(80, 0.05611498649864986)	(82, 0.056255625562556255)	(84, 0.05639626462646265)	(86, 0.057240099009900985)	(88, 0.05934968496849685)	(90, 0.06188118811881188)	(92, 0.06356885688568856)	(94, 0.0661003600360036)	(96, 0.06891314131413141)	(98, 0.07172592259225923)	(100, 0.07327295229522952)	(102, 0.07566381638163816)	(104, 0.08002362736273627)	(106, 0.08283640864086408)	(108, 0.08536791179117911)	(110, 0.08846197119711971)	(112, 0.09254050405040504)	(114, 0.09788478847884788)	(116, 0.10322907290729072)	(118, 0.10646377137713771)	(120, 0.11138613861386137)	(122, 0.11546467146714672)	(124, 0.11898064806480649)	(126, 0.1217934293429343)	(128, 0.12530940594059406)	(130, 0.129247299729973)	(132, 0.13290391539153915)	(134, 0.1365605310531053)	(136, 0.14035778577857788)	(138, 0.14288928892889288)
