Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
BD5-gam_R1_001_trimmed_1P	(1.0, 14.838658233851751)	(2.0, 7.656354871437052)	(3.0, 4.212227934658864)	(4.0, 2.553406878039648)	(5.0, 1.7716636169122428)	(6.0, 1.3627318791452325)	(7.0, 1.0684390969620101)	(8.0, 0.8573062653694498)	(9.0, 0.703162448011638)	('>10', 8.561408124739865)	('>50', 3.0881387668494016)	('>100', 10.207132183907735)	('>500', 8.002625142635429)	('>1k', 24.343683832975774)	('>5k', 6.275192917613123)	('>10k+', 4.497867806890751)
BD5-gam_R1_001_trimmed_1U	(1.0, 25.979274509829775)	(2.0, 9.113605100180171)	(3.0, 3.664539184192945)	(4.0, 2.0388944525756023)	(5.0, 1.3941722117562596)	(6.0, 1.0368458305382762)	(7.0, 0.843085877672249)	(8.0, 0.7082347412774436)	(9.0, 0.6230900783044729)	('>10', 9.186190639298692)	('>50', 5.5218139605661305)	('>100', 19.574558854962934)	('>500', 8.355941786885456)	('>1k', 9.030540499183322)	('>5k', 0.48728679983958784)	('>10k+', 2.441925472936676)
BD5-gam_R1_001_trimmed_2P	(1.0, 14.036443757478928)	(2.0, 7.724744675860692)	(3.0, 4.242318408376753)	(4.0, 2.5875875798195445)	(5.0, 1.7533324853915793)	(6.0, 1.3034664765401116)	(7.0, 1.0096984547728678)	(8.0, 0.8062540944761634)	(9.0, 0.6996587143545386)	('>10', 8.482622302829393)	('>50', 3.0164497925232743)	('>100', 10.466782277745592)	('>500', 8.028207016141025)	('>1k', 24.597999658209705)	('>5k', 6.250695761914258)	('>10k+', 4.993738543565557)
BD5-gam_R1_001_trimmed_2U	(1.0, 51.14656856370476)	(2.0, 5.4076520131640295)	(3.0, 2.593318577729023)	(4.0, 1.934244955530462)	(5.0, 1.5105949245821715)	(6.0, 1.253496323312819)	(7.0, 1.1639095607015653)	(8.0, 0.998919857948582)	(9.0, 0.8804132309822884)	('>10', 15.56484760237681)	('>50', 3.788442562342337)	('>100', 1.4763351636013502)	('>500', 0.17344260522534)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 12.107814058798436)
BF16-S5_R1_001_trimmed_1P	(1.0, 17.549438358418037)	(2.0, 8.682889420966111)	(3.0, 4.943478617704102)	(4.0, 3.1841336321868927)	(5.0, 2.3500845960179184)	(6.0, 1.8977576672257124)	(7.0, 1.5483823624448387)	(8.0, 1.3050883359370182)	(9.0, 1.0717713101882007)	('>10', 14.67134020041551)	('>50', 5.46518410606511)	('>100', 13.246029827457562)	('>500', 6.600505245389737)	('>1k', 14.137046549924662)	('>5k', 2.376609213167324)	('>10k+', 0.9702605564911638)
BF16-S5_R1_001_trimmed_1U	(1.0, 30.93542581285147)	(2.0, 11.111796277560794)	(3.0, 5.16944600326316)	(4.0, 3.193379157834476)	(5.0, 2.2842893766654444)	(6.0, 1.7694691901945718)	(7.0, 1.4808987439698205)	(8.0, 1.2635501033919485)	(9.0, 1.0966874461910716)	('>10', 14.256377007166742)	('>50', 5.871805639551273)	('>100', 13.969946288475374)	('>500', 4.334010168360378)	('>1k', 3.106545413321786)	('>5k', 0.15637337120168796)	('>10k+', 0.0)
BF16-S5_R1_001_trimmed_2P	(1.0, 16.37543367658801)	(2.0, 8.63831517311661)	(3.0, 5.070909890166578)	(4.0, 3.305875835855274)	(5.0, 2.3626558192858216)	(6.0, 1.8502735584086)	(7.0, 1.533625018489024)	(8.0, 1.2496314653349914)	(9.0, 1.1271727287080675)	('>10', 14.766043040267828)	('>50', 5.512188549444549)	('>100', 13.498264764925477)	('>500', 6.678821167785988)	('>1k', 14.437749797678215)	('>5k', 2.2662436843671894)	('>10k+', 1.3267958295777278)
BF16-S5_R1_001_trimmed_2U	(1.0, 51.03768646717574)	(2.0, 6.002122184909265)	(3.0, 2.5332028640236874)	(4.0, 1.7066660219582228)	(5.0, 1.30757427970172)	(6.0, 1.0402892141530533)	(7.0, 0.820128532123745)	(8.0, 0.7282978689295334)	(9.0, 0.7193314968461298)	('>10', 7.867966327549173)	('>50', 0.7445890517867354)	('>100', 0.48596029822382275)	('>500', 0.0)	('>1k', 0.5175420272067527)	('>5k', 0.0)	('>10k+', 24.488643365412425)
BF16-WYS_R1_001_trimmed_1P	(1.0, 26.999277558973468)	(2.0, 17.095705707194277)	(3.0, 10.575720232657815)	(4.0, 6.85235723613707)	(5.0, 4.44083020664199)	(6.0, 3.068337178714879)	(7.0, 2.3462107434767465)	(8.0, 1.8105742442866901)	(9.0, 1.4444649736464976)	('>10', 13.699502178641513)	('>50', 3.1103117944772665)	('>100', 5.686356568702446)	('>500', 1.6373873377019101)	('>1k', 1.141134555963847)	('>5k', 0.09182948278377101)	('>10k+', 0.0)
BF16-WYS_R1_001_trimmed_1U	(1.0, 43.95799270837609)	(2.0, 20.235121072984388)	(3.0, 10.344791745314744)	(4.0, 5.3527332411916655)	(5.0, 3.1676302057442283)	(6.0, 2.0250014529108658)	(7.0, 1.3789240998481218)	(8.0, 1.0519853835392927)	(9.0, 0.8848119559006863)	('>10', 7.641026447701668)	('>50', 1.8387328994402188)	('>100', 1.9141754441251218)	('>500', 0.16211754035119422)	('>1k', 0.0449558025717902)	('>5k', 0.0)	('>10k+', 0.0)
BF16-WYS_R1_001_trimmed_2P	(1.0, 26.873620246765057)	(2.0, 16.75107574070729)	(3.0, 10.45997963837435)	(4.0, 6.666499863986044)	(5.0, 4.384801439200032)	(6.0, 3.092544422969272)	(7.0, 2.279265181602563)	(8.0, 1.809547167647448)	(9.0, 1.4178862172259625)	('>10', 13.872773011928583)	('>50', 3.252761704173407)	('>100', 5.947531895301108)	('>500', 1.735555421428968)	('>1k', 1.3342078929544583)	('>5k', 0.044002281587400965)	('>10k+', 0.07794787414792193)
BF16-WYS_R1_001_trimmed_2U	(1.0, 87.77656303330144)	(2.0, 5.968749046084061)	(3.0, 2.097792859197906)	(4.0, 1.0188317021146958)	(5.0, 0.5579477143714365)	(6.0, 0.4192942838085467)	(7.0, 0.3192633749014584)	(8.0, 0.23208570021451375)	(9.0, 0.19983246934548088)	('>10', 0.8684702093608029)	('>50', 0.025058610489387356)	('>100', 0.051081013689904996)	('>500', 0.46502998312036153)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
BF16-gam_R1_001_trimmed_1P	(1.0, 13.531817684376914)	(2.0, 7.571360181014344)	(3.0, 4.375763675882266)	(4.0, 2.7027146033891056)	(5.0, 1.812525095952816)	(6.0, 1.3332002429964078)	(7.0, 1.0376694622598233)	(8.0, 0.8427251330687453)	(9.0, 0.7315234750811584)	('>10', 9.018166731234814)	('>50', 3.2114142668783088)	('>100', 10.519975603887673)	('>500', 8.0791524141619)	('>1k', 24.369513416443343)	('>5k', 6.4755560266839804)	('>10k+', 4.386921986688373)
BF16-gam_R1_001_trimmed_1U	(1.0, 24.451616853831013)	(2.0, 9.22331414154332)	(3.0, 3.9606354079424735)	(4.0, 2.2797250188130542)	(5.0, 1.482887332940645)	(6.0, 1.1099995907902707)	(7.0, 0.9063440095766482)	(8.0, 0.7707612603575481)	(9.0, 0.6475284385108351)	('>10', 9.72567790056902)	('>50', 5.600693350358728)	('>100', 19.524952576058425)	('>500', 8.273119861094393)	('>1k', 9.78590972799435)	('>5k', 0.5633332300733181)	('>10k+', 1.6935012995459038)
BF16-gam_R1_001_trimmed_2P	(1.0, 12.694436652332408)	(2.0, 7.622746108805346)	(3.0, 4.380663089965059)	(4.0, 2.679492606092652)	(5.0, 1.827514123175062)	(6.0, 1.3440774665388595)	(7.0, 1.0522413493618983)	(8.0, 0.8496637315023718)	(9.0, 0.7438315229255895)	('>10', 8.852824073047637)	('>50', 3.247135234785354)	('>100', 10.677417063812468)	('>500', 8.11026841867555)	('>1k', 24.543786059553348)	('>5k', 6.397387205492823)	('>10k+', 4.976515293933548)
BF16-gam_R1_001_trimmed_2U	(1.0, 42.247747180826224)	(2.0, 4.6242597868190805)	(3.0, 2.245422078563892)	(4.0, 1.5838733200790651)	(5.0, 1.2500959663684519)	(6.0, 1.0784936204560502)	(7.0, 0.9262186638421482)	(8.0, 0.9702952720760702)	(9.0, 0.8424491373059525)	('>10', 12.507245062437041)	('>50', 2.9087824685544206)	('>100', 1.2051442078144132)	('>500', 0.14502679235142776)	('>1k', 0.593756749862316)	('>5k', 0.0)	('>10k+', 26.871189692643462)
BF5-S5_R1_001_trimmed_1P	(1.0, 22.09854767235179)	(2.0, 13.208161339563773)	(3.0, 8.190199639349848)	(4.0, 5.38526114769722)	(5.0, 3.6702402184664917)	(6.0, 2.6086562202537062)	(7.0, 1.9901730309267107)	(8.0, 1.6198129704393334)	(9.0, 1.3942585719590919)	('>10', 16.643144044646974)	('>50', 6.0471563256996115)	('>100', 11.833341945385772)	('>500', 3.29130067977281)	('>1k', 1.9183210718976427)	('>5k', 0.10142512158915319)	('>10k+', 0.0)
BF5-S5_R1_001_trimmed_1U	(1.0, 37.03785382941774)	(2.0, 17.053418785360417)	(3.0, 8.888973476764686)	(4.0, 5.162318494654505)	(5.0, 3.23062550306739)	(6.0, 2.335507229323203)	(7.0, 1.7905548905953326)	(8.0, 1.464618368428378)	(9.0, 1.1282306042234715)	('>10', 14.374642485521798)	('>50', 3.8537656471860076)	('>100', 3.3869205374599627)	('>500', 0.2408279131842561)	('>1k', 0.05174223481285502)	('>5k', 0.0)	('>10k+', 0.0)
BF5-S5_R1_001_trimmed_2P	(1.0, 21.581911784478937)	(2.0, 13.014465824040133)	(3.0, 8.04302774430411)	(4.0, 5.120138982888873)	(5.0, 3.5526302201393043)	(6.0, 2.6074992704404014)	(7.0, 1.9881841331027308)	(8.0, 1.600500032644543)	(9.0, 1.3475960038388415)	('>10', 16.634517100724988)	('>50', 6.062848744833453)	('>100', 12.42946799120791)	('>500', 3.396542806227662)	('>1k', 2.439659968079877)	('>5k', 0.09613932113337303)	('>10k+', 0.08487007191491833)
BF5-S5_R1_001_trimmed_2U	(1.0, 72.6123557370325)	(2.0, 11.684616827596777)	(3.0, 4.721594999853299)	(4.0, 2.6923072364318217)	(5.0, 1.6118574772340626)	(6.0, 1.2094797413427636)	(7.0, 0.825582687827642)	(8.0, 0.6909041181641365)	(9.0, 0.48654016608972556)	('>10', 2.7161467556169003)	('>50', 0.08954329963572198)	('>100', 0.08631651406326353)	('>500', 0.5727544391113748)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
BF5-WYS_R1_001_trimmed_1P	(1.0, 25.49086881508103)	(2.0, 15.899412198915375)	(3.0, 10.12324245618129)	(4.0, 6.440023968395961)	(5.0, 4.117991250039498)	(6.0, 2.9365729988255334)	(7.0, 2.1811028369403673)	(8.0, 1.761966911919118)	(9.0, 1.388912211389332)	('>10', 14.162169244870851)	('>50', 4.052101423782363)	('>100', 7.5622279879468195)	('>500', 2.1968495990002195)	('>1k', 1.6365570385573316)	('>5k', 0.05000105815482496)	('>10k+', 0.0)
BF5-WYS_R1_001_trimmed_1U	(1.0, 42.62588294445141)	(2.0, 18.814804482624695)	(3.0, 9.654540552687292)	(4.0, 5.339784892000288)	(5.0, 3.1097219750676937)	(6.0, 2.1282354764905818)	(7.0, 1.5195913693071246)	(8.0, 1.137847053243606)	(9.0, 0.9235916222112753)	('>10', 9.310547276280335)	('>50', 2.5781682925487694)	('>100', 2.546925793847544)	('>500', 0.23254540974776586)	('>1k', 0.07781285949157075)	('>5k', 0.0)	('>10k+', 0.0)
BF5-WYS_R1_001_trimmed_2P	(1.0, 25.673752788569043)	(2.0, 15.319671606274762)	(3.0, 9.657264894022108)	(4.0, 6.263720747618875)	(5.0, 4.211616877953854)	(6.0, 2.9369329606195627)	(7.0, 2.1280014307923656)	(8.0, 1.740585623487582)	(9.0, 1.3991017015897949)	('>10', 14.275437165279381)	('>50', 4.052930416000353)	('>100', 7.750957724181565)	('>500', 2.5415241039011947)	('>1k', 1.7745093762363287)	('>5k', 0.2033538705466031)	('>10k+', 0.07063871292671475)
BF5-WYS_R1_001_trimmed_2U	(1.0, 77.07234290491148)	(2.0, 10.157526053038634)	(3.0, 3.4623251247744444)	(4.0, 1.894250815783778)	(5.0, 1.1593181097854768)	(6.0, 0.8209820256088487)	(7.0, 0.5973382845538886)	(8.0, 0.4878777826410455)	(9.0, 0.39073230959927807)	('>10', 1.955286659370988)	('>50', 0.13936528899485917)	('>100', 0.10097724531962848)	('>500', 0.0)	('>1k', 1.7616773956176508)	('>5k', 0.0)	('>10k+', 0.0)
BF5-gam_R1_001_trimmed_1P	(1.0, 18.529713160067292)	(2.0, 13.026867050402483)	(3.0, 9.171389041117237)	(4.0, 5.973859184208084)	(5.0, 4.200368648951498)	(6.0, 3.0900821117419452)	(7.0, 2.152891265271472)	(8.0, 1.760170841538525)	(9.0, 1.3803240430869592)	('>10', 14.2727880062898)	('>50', 4.248868187898816)	('>100', 10.580637558004899)	('>500', 4.7542689236613995)	('>1k', 5.915302633523329)	('>5k', 0.7715833759369987)	('>10k+', 0.17088596829919458)
BF5-gam_R1_001_trimmed_1U	(1.0, 28.80367030690138)	(2.0, 16.393404204882557)	(3.0, 9.914429276531026)	(4.0, 6.174512976135707)	(5.0, 3.94215629295048)	(6.0, 2.5345784842009027)	(7.0, 1.859736599319412)	(8.0, 1.4148279824263232)	(9.0, 1.169898783121301)	('>10', 11.946756218202495)	('>50', 4.561760705405276)	('>100', 8.742466979251807)	('>500', 1.6526275147241123)	('>1k', 0.8891736759472153)	('>5k', 0.0)	('>10k+', 0.0)
BF5-gam_R1_001_trimmed_2P	(1.0, 18.364298260326915)	(2.0, 12.704264811044913)	(3.0, 8.763540098432436)	(4.0, 5.970472018529742)	(5.0, 4.021539764840254)	(6.0, 2.850710659188354)	(7.0, 2.199248532728674)	(8.0, 1.7390585678522794)	(9.0, 1.420225737514047)	('>10', 14.408117252119245)	('>50', 4.074639812564093)	('>100', 10.58309094709519)	('>500', 5.194515188277025)	('>1k', 6.478454483649244)	('>5k', 0.7957663475277479)	('>10k+', 0.43205751830970873)
BF5-gam_R1_001_trimmed_2U	(1.0, 78.84992092286454)	(2.0, 7.082108198403188)	(3.0, 3.0540277420461384)	(4.0, 1.8279663513533588)	(5.0, 1.2609569505439924)	(6.0, 0.9812146846603061)	(7.0, 0.8769151099558299)	(8.0, 0.6206149432257523)	(9.0, 0.44344386887323123)	('>10', 4.049822730793418)	('>50', 0.3359904581685149)	('>100', 0.16919007424132898)	('>500', 0.4478279648704103)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Cross-S5-1_R1_001_trimmed_1P	(1.0, 25.181221466984805)	(2.0, 15.32978374829795)	(3.0, 9.567555315369662)	(4.0, 6.1687206213958)	(5.0, 4.085312306241742)	(6.0, 2.789720154316933)	(7.0, 2.1599067197218176)	(8.0, 1.617444771493872)	(9.0, 1.3986808177632446)	('>10', 13.541719787678218)	('>50', 3.9990582227448335)	('>100', 8.453538216458108)	('>500', 2.8927836856279776)	('>1k', 2.5155642620310434)	('>5k', 0.23439015000217056)	('>10k+', 0.06459975387182453)
Cross-S5-1_R1_001_trimmed_1U	(1.0, 41.970580201754856)	(2.0, 18.373233486523958)	(3.0, 9.12233909109693)	(4.0, 4.981914386387467)	(5.0, 3.013641239728288)	(6.0, 1.9890414737136592)	(7.0, 1.41917994078364)	(8.0, 1.0900245789711343)	(9.0, 0.9402111173478716)	('>10', 9.8117242638549)	('>50', 3.068525091057308)	('>100', 3.784725275455546)	('>500', 0.26541348475157156)	('>1k', 0.1694463685728557)	('>5k', 0.0)	('>10k+', 0.0)
Cross-S5-1_R1_001_trimmed_2P	(1.0, 25.620015971435983)	(2.0, 14.707916450725083)	(3.0, 9.30467873023087)	(4.0, 5.976472624014788)	(5.0, 3.9275361574568444)	(6.0, 2.818477154853979)	(7.0, 2.066669253819588)	(8.0, 1.6488637451060626)	(9.0, 1.3376736339224407)	('>10', 13.714116341238519)	('>50', 3.9820463996875723)	('>100', 8.541016359640317)	('>500', 3.223932918411069)	('>1k', 2.7269666558943406)	('>5k', 0.30844465845106084)	('>10k+', 0.09517294511141894)
Cross-S5-1_R1_001_trimmed_2U	(1.0, 75.72266427646476)	(2.0, 10.151734437748921)	(3.0, 3.943483475105565)	(4.0, 2.2250434757742283)	(5.0, 1.2788887306385912)	(6.0, 0.9661015954060914)	(7.0, 0.7633651048099299)	(8.0, 0.6133817255771898)	(9.0, 0.41512837147294374)	('>10', 2.460964820195002)	('>50', 0.194236650246138)	('>100', 0.08806492193363037)	('>500', 0.0)	('>1k', 1.1769424146270226)	('>5k', 0.0)	('>10k+', 0.0)
Cross-S5-2_R1_001_trimmed_1P	(1.0, 25.45401344944544)	(2.0, 15.910099708523608)	(3.0, 10.079129776054268)	(4.0, 6.613530157299728)	(5.0, 4.538466332462058)	(6.0, 3.0658844061828296)	(7.0, 2.281770717810449)	(8.0, 1.7700248629622286)	(9.0, 1.4888361431839308)	('>10', 15.076357084687878)	('>50', 4.014525279257314)	('>100', 6.864947294009488)	('>500', 1.6757103672520055)	('>1k', 1.127582398941368)	('>5k', 0.03912202192741502)	('>10k+', 0.0)
Cross-S5-2_R1_001_trimmed_1U	(1.0, 43.041389409747346)	(2.0, 19.35065853228436)	(3.0, 9.900352621943089)	(4.0, 5.392700545511511)	(5.0, 3.1347145960766203)	(6.0, 2.152766931763033)	(7.0, 1.4614823333597857)	(8.0, 1.2064365069905014)	(9.0, 0.9549288111384211)	('>10', 9.179841128024242)	('>50', 2.0599460445027318)	('>100', 1.95559200907875)	('>500', 0.1754345658391693)	('>1k', 0.03375596374035693)	('>5k', 0.0)	('>10k+', 0.0)
Cross-S5-2_R1_001_trimmed_2P	(1.0, 24.982752834392098)	(2.0, 15.304852244873452)	(3.0, 9.725676508211729)	(4.0, 6.317327207730856)	(5.0, 4.178377078690586)	(6.0, 3.1281221386343407)	(7.0, 2.288120226947133)	(8.0, 1.7498890155601101)	(9.0, 1.451961063714726)	('>10', 15.267407597628255)	('>50', 4.171282999263977)	('>100', 7.753457506023005)	('>500', 2.021590562456739)	('>1k', 1.4179466127696347)	('>5k', 0.16783537637959378)	('>10k+', 0.07340102672381892)
Cross-S5-2_R1_001_trimmed_2U	(1.0, 87.02604510954617)	(2.0, 6.402673542185941)	(3.0, 2.1665383223916996)	(4.0, 1.047390787618361)	(5.0, 0.6064121472808368)	(6.0, 0.48398577992053066)	(7.0, 0.3590784862697457)	(8.0, 0.1827575699260617)	(9.0, 0.13390957708408202)	('>10', 0.879861735190317)	('>50', 0.10452242680062812)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.6068245157856372)	('>5k', 0.0)	('>10k+', 0.0)
Cross-S5-3_R1_001_trimmed_1P	(1.0, 22.312419840573558)	(2.0, 13.38479852542688)	(3.0, 8.162508300493784)	(4.0, 5.1759320658961485)	(5.0, 3.41506490073853)	(6.0, 2.481434790965444)	(7.0, 1.8062733882317377)	(8.0, 1.3417664614944127)	(9.0, 1.1504978913054884)	('>10', 12.195158822879213)	('>50', 4.1307325466096705)	('>100', 11.114778044549395)	('>500', 5.439116262647378)	('>1k', 6.996248160650732)	('>5k', 0.5741616365138684)	('>10k+', 0.319108361023767)
Cross-S5-3_R1_001_trimmed_1U	(1.0, 37.024441574900465)	(2.0, 16.439777574646623)	(3.0, 8.30790953967169)	(4.0, 4.459072109071978)	(5.0, 2.5946860208864804)	(6.0, 1.8850838192689476)	(7.0, 1.307303072524952)	(8.0, 1.0544742666964773)	(9.0, 0.8554327185856617)	('>10', 10.878821351001168)	('>50', 4.83810471890832)	('>100', 8.689546285180802)	('>500', 1.034329360752328)	('>1k', 0.6310175879040383)	('>5k', 0.0)	('>10k+', 0.0)
Cross-S5-3_R1_001_trimmed_2P	(1.0, 22.037243071237018)	(2.0, 13.02757638973661)	(3.0, 8.035567963021748)	(4.0, 5.139620638877018)	(5.0, 3.3626042543703973)	(6.0, 2.4350161041795793)	(7.0, 1.772310641389215)	(8.0, 1.4656015879676696)	(9.0, 1.1794876168375403)	('>10', 12.004241116193889)	('>50', 3.7910181474459073)	('>100', 10.987917678312472)	('>500', 5.938107586320789)	('>1k', 7.504034910859729)	('>5k', 0.7691061737782704)	('>10k+', 0.5505461194721)
Cross-S5-3_R1_001_trimmed_2U	(1.0, 69.7961369869292)	(2.0, 9.54434975363669)	(3.0, 4.0849200685369045)	(4.0, 2.6897536072824955)	(5.0, 1.8720813552230098)	(6.0, 1.3519470353392655)	(7.0, 1.1251097677529254)	(8.0, 0.9821568515102862)	(9.0, 0.8683908539386935)	('>10', 6.277469407236805)	('>50', 0.4939243202153375)	('>100', 0.2693431058674262)	('>500', 0.6444168865309481)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Cross-WYS-1_R1_001_trimmed_1P	(1.0, 25.33167294524136)	(2.0, 15.8964458301569)	(3.0, 10.335831883350279)	(4.0, 6.72671825148949)	(5.0, 4.483518009558736)	(6.0, 3.139466023646192)	(7.0, 2.2591293270216815)	(8.0, 1.7596693255320799)	(9.0, 1.400057288852491)	('>10', 12.486034105868661)	('>50', 3.164969371773297)	('>100', 7.3141456479531675)	('>500', 2.84823768133614)	('>1k', 2.5931967115540724)	('>5k', 0.18475375794270882)	('>10k+', 0.07615383872265374)
Cross-WYS-1_R1_001_trimmed_1U	(1.0, 41.51769007115985)	(2.0, 19.187215627593332)	(3.0, 10.044965509034375)	(4.0, 5.520396987641092)	(5.0, 3.2258030662135817)	(6.0, 2.0692493005428276)	(7.0, 1.3622706457573135)	(8.0, 1.0139997768078284)	(9.0, 0.7339773260144191)	('>10', 8.053610240295795)	('>50', 2.98744987921816)	('>100', 3.8200102468531623)	('>500', 0.2803717438944274)	('>1k', 0.18298957897380294)	('>5k', 0.0)	('>10k+', 0.0)
Cross-WYS-1_R1_001_trimmed_2P	(1.0, 25.28836954048643)	(2.0, 15.57729608641399)	(3.0, 10.160834294566792)	(4.0, 6.622273568489845)	(5.0, 4.3098646424275096)	(6.0, 3.1677790215302495)	(7.0, 2.305148393887854)	(8.0, 1.7707577634482254)	(9.0, 1.408509350287595)	('>10', 12.425212566723589)	('>50', 3.1183311459193135)	('>100', 7.5374062258642684)	('>500', 2.9759623859144377)	('>1k', 2.9358912039547587)	('>5k', 0.21400519801814344)	('>10k+', 0.18235861206712048)
Cross-WYS-1_R1_001_trimmed_2U	(1.0, 76.36242283400418)	(2.0, 10.200129475050874)	(3.0, 3.6992611611072297)	(4.0, 2.081514216127854)	(5.0, 1.3434666044253272)	(6.0, 1.0379741797247615)	(7.0, 0.6810660345080783)	(8.0, 0.45799557951794234)	(9.0, 0.41773833541468297)	('>10', 2.50274107984992)	('>50', 0.12256280247945059)	('>100', 0.10931276977896945)	('>500', 0.0)	('>1k', 0.9838149280107249)	('>5k', 0.0)	('>10k+', 0.0)
Cross-WYS-2_R1_001_trimmed_1P	(1.0, 27.307297362452076)	(2.0, 16.50053191408722)	(3.0, 10.168117301281915)	(4.0, 6.420604461382583)	(5.0, 4.35263395879209)	(6.0, 3.0169287765236086)	(7.0, 2.267205578440832)	(8.0, 1.8250788479148776)	(9.0, 1.462696167763776)	('>10', 13.700350034032152)	('>50', 3.24200597876176)	('>100', 6.3104626861059065)	('>500', 1.8422497574201064)	('>1k', 1.5006689655780217)	('>5k', 0.0831682094632134)	('>10k+', 0.0)
Cross-WYS-2_R1_001_trimmed_1U	(1.0, 47.21819410532635)	(2.0, 19.68332807326179)	(3.0, 9.448322969824648)	(4.0, 4.889398008983431)	(5.0, 2.827144096863167)	(6.0, 1.869320312418234)	(7.0, 1.2192198475247396)	(8.0, 1.006126903420376)	(9.0, 0.7542190399455333)	('>10', 7.281598499167882)	('>50', 1.8632984543939486)	('>100', 1.7609898718885193)	('>500', 0.1351521622031468)	('>1k', 0.04368765477823238)	('>5k', 0.0)	('>10k+', 0.0)
Cross-WYS-2_R1_001_trimmed_2P	(1.0, 26.640360357256498)	(2.0, 15.994910432315617)	(3.0, 10.013670221063093)	(4.0, 6.350588503614715)	(5.0, 4.340784941927875)	(6.0, 3.0283144725594746)	(7.0, 2.304896505659067)	(8.0, 1.8177962633936908)	(9.0, 1.4403902533568278)	('>10', 14.203955050587638)	('>50', 3.3441031986488854)	('>100', 6.616018194668176)	('>500', 1.9614507025829964)	('>1k', 1.6696434540709029)	('>5k', 0.202429679418738)	('>10k+', 0.07068776887573179)
Cross-WYS-2_R1_001_trimmed_2U	(1.0, 86.8609000858446)	(2.0, 6.467752747417737)	(3.0, 2.1188298847964453)	(4.0, 1.0649690960206415)	(5.0, 0.6792237186263917)	(6.0, 0.4163521442979175)	(7.0, 0.3770647958847721)	(8.0, 0.24762612741068488)	(9.0, 0.1868628694643509)	('>10', 1.058791476369082)	('>50', 0.11088190609011075)	('>100', 0.0)	('>500', 0.4107451477772799)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Cross-WYS-3_R1_001_trimmed_1P	(1.0, 25.77505045199086)	(2.0, 16.13710315847106)	(3.0, 10.468056424663459)	(4.0, 6.667919924081257)	(5.0, 4.492098694568634)	(6.0, 3.082051101645596)	(7.0, 2.2983062366437226)	(8.0, 1.7924803634646984)	(9.0, 1.3501190809999124)	('>10', 12.643555329867763)	('>50', 2.919974291203581)	('>100', 6.662277566321125)	('>500', 2.640020629489153)	('>1k', 2.720794770196512)	('>5k', 0.27745791918785884)	('>10k+', 0.07273405720475391)
Cross-WYS-3_R1_001_trimmed_1U	(1.0, 43.24834426848767)	(2.0, 19.617660262403508)	(3.0, 9.848248362432377)	(4.0, 5.2373144008604715)	(5.0, 3.1104035434550665)	(6.0, 1.9154904963581576)	(7.0, 1.298210026965288)	(8.0, 0.9654205195384546)	(9.0, 0.7756751288610733)	('>10', 7.275417213756407)	('>50', 2.5392162015923767)	('>100', 3.6486157136965627)	('>500', 0.3264224110539971)	('>1k', 0.1935614505385302)	('>5k', 0.0)	('>10k+', 0.0)
Cross-WYS-3_R1_001_trimmed_2P	(1.0, 25.680881472823653)	(2.0, 15.737375161060827)	(3.0, 10.362729199855526)	(4.0, 6.623964293121171)	(5.0, 4.474881658270693)	(6.0, 3.13155666314061)	(7.0, 2.3035678750005633)	(8.0, 1.7417344525791634)	(9.0, 1.43718080610376)	('>10', 12.732894527202676)	('>50', 2.9396168402609044)	('>100', 6.675989112697655)	('>500', 2.745611772211637)	('>1k', 2.995151308829549)	('>5k', 0.24914533721828916)	('>10k+', 0.16771951962336373)
Cross-WYS-3_R1_001_trimmed_2U	(1.0, 85.98378079382285)	(2.0, 6.022107367112987)	(3.0, 2.0749967025193596)	(4.0, 1.0988797226323685)	(5.0, 0.826011225215886)	(6.0, 0.5256257727949358)	(7.0, 0.4050513025968724)	(8.0, 0.3218771598260515)	(9.0, 0.20474741215864184)	('>10', 1.8925856387413988)	('>50', 0.08169012493307472)	('>100', 0.05945494299862834)	('>500', 0.0)	('>1k', 0.5031918346469276)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-1_R1_001_trimmed_1P	(1.0, 25.64867071783875)	(2.0, 15.874394770799292)	(3.0, 9.621544080818492)	(4.0, 6.026314788555366)	(5.0, 4.026229239610679)	(6.0, 2.633640347488381)	(7.0, 2.007554687783299)	(8.0, 1.5034967181117254)	(9.0, 1.236841127064745)	('>10', 12.042270972787971)	('>50', 3.5859949171922234)	('>100', 9.080361829396406)	('>500', 3.6559041085729813)	('>1k', 2.7443831794796254)	('>5k', 0.22785005084908697)	('>10k+', 0.08454846365093877)
