"hubGene","genes","cor"
"Ceric.05G020100.1","Ceric.10G069500.1",0.921
"Ceric.05G020100.1","Ceric.02G106100.1",0.92
"Ceric.05G020100.1","Ceric.17G061200.1",0.92
"Ceric.05G020100.1","Ceric.02G026400.1",0.918
"Ceric.05G020100.1","Ceric.03G077200.1",0.918
"Ceric.05G020100.1","Ceric.04G009700.1",0.918
"Ceric.05G020100.1","Ceric.39G055200.1",0.918
"Ceric.35G028100.1","Ceric.35G028100.1",1
"Ceric.35G028100.1","Ceric.12G039400.1",0.899
"Ceric.35G028100.1","Ceric.27G009900.1",0.897
"Ceric.35G028100.1","Ceric.06G019100.1",0.891
"Ceric.35G028100.1","Ceric.21G007600.1",0.888
"Ceric.35G028100.1","Ceric.10G009700.1",0.878
"Ceric.35G028100.1","Ceric.11G018200.1",0.878
"Ceric.35G028100.1","Ceric.1Z157500.1",0.876
"Ceric.35G028100.1","Ceric.20G026400.1",0.876
"Ceric.35G028100.1","Ceric.30G050100.1",0.876
"Ceric.22G010700.1","Ceric.22G010700.1",1
"Ceric.22G010700.1","Ceric.17G079800.1",0.908
"Ceric.22G010700.1","Ceric.14G083300.1",0.897
"Ceric.22G010700.1","Ceric.02G094100.1",0.888
"Ceric.22G010700.1","Ceric.18G004600.1",0.876
"Ceric.22G010700.1","Ceric.24G003600.1",0.861
"Ceric.22G010700.1","Ceric.23G010200.1",0.855
"Ceric.22G010700.1","Ceric.21G086200.1",0.853
"Ceric.22G010700.1","Ceric.33G035400.1",0.848
"Ceric.22G010700.1","Ceric.01G053000.1",0.839
"Ceric.32G054800.1","Ceric.32G054800.1",1
"Ceric.32G054800.1","Ceric.25G054600.1",0.898
"Ceric.32G054800.1","Ceric.39G054900.1",0.877
"Ceric.32G054800.1","Ceric.12G069100.1",0.872
"Ceric.32G054800.1","Ceric.05G068000.1",0.87
"Ceric.32G054800.1","Ceric.19G041400.1",0.869
"Ceric.32G054800.1","Ceric.04G040000.1",0.867
"Ceric.32G054800.1","Ceric.05G075900.1",0.867
"Ceric.32G054800.1","Ceric.16G037100.1",0.867
"Ceric.32G054800.1","Ceric.01G095600.1",0.864
"Ceric.32G023200.1","Ceric.32G023200.1",1
"Ceric.32G023200.1","Ceric.15G061100.1",0.811
"Ceric.32G023200.1","Ceric.20G054500.1",0.808
"Ceric.32G023200.1","Ceric.34G010500.1",0.804
"Ceric.32G023200.1","Ceric.34G019300.1",0.794
"Ceric.32G023200.1","Ceric.39G027400.1",0.794
"Ceric.32G023200.1","Ceric.11G042100.1",0.792
"Ceric.32G023200.1","Ceric.34G043200.1",0.787
"Ceric.32G023200.1","Ceric.30G037700.1",0.785
"Ceric.32G023200.1","Ceric.13G050100.1",0.784
"Ceric.32G023200.1","Ceric.14G032900.1",0.78
"Ceric.32G023200.1","Ceric.30G040400.1",0.78
"Ceric.32G023200.1","Ceric.13G028000.1",0.778
"Ceric.32G023200.1","Ceric.21G041100.1",0.777
"Ceric.32G023200.1","Ceric.38G002500.1",0.776
"Ceric.32G023200.1","Ceric.16G025000.1",0.775
"Ceric.32G023200.1","Ceric.23G006100.1",0.775
"Ceric.32G023200.1","Ceric.06G029500.1",0.774
"Ceric.32G023200.1","Ceric.07G057000.1",0.772
"Ceric.32G023200.1","Ceric.02G047600.1",0.771
"Ceric.02G047600.1","Ceric.02G047600.1",1
"Ceric.02G047600.1","Ceric.1Z100600.1",0.81
"Ceric.02G047600.1","Ceric.34G043200.1",0.789
"Ceric.02G047600.1","Ceric.28G052900.1",0.785
"Ceric.02G047600.1","Ceric.09G032700.1",0.777
"Ceric.02G047600.1","Ceric.30G040400.1",0.772
"Ceric.02G047600.1","Ceric.32G023200.1",0.771
"Ceric.02G047600.1","Ceric.02G050400.1",0.768
"Ceric.02G047600.1","Ceric.10G023400.1",0.768
"Ceric.02G047600.1","Ceric.23G004500.1",0.767
