Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
BD5-WYS_R1_001	(1, 0.022548118071240863)	(2, 0.019634935641044286)	(3, 0.02630470339112508)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00033563992548793655)	(15, 0.0008804093430106642)	(20, 0.0)	(25, 5.1636911613528695e-06)	(30, 6.62673699040285e-05)	(35, 0.001129127133949161)	(40, 0.0006359946280399618)	(45, 0.00037350699400452426)	(50, 1.2048612709823364e-05)	(55, 8.003721300096949e-05)	(60, 0.000648903855943344)	(65, 0.0008692213454943998)	(70, 0.0004647322045217583)	(75, 8.434028896876353e-05)	(80, 2.5818455806764347e-06)	(85, 3.528522293591128e-05)	(90, 0.0001936384185507326)	(95, 6.712798509758731e-05)	(100, 2.5818455806764347e-06)	(105, 0.0001910565729700562)	(110, 5.1636911613528695e-06)	(115, 0.0005809152556521979)	(120, 6.62673699040285e-05)	(125, 8.606151935588116e-06)	(130, 0.0006110367874267563)	(135, 0.0006704192357823143)	(140, 0.00044493805506990564)	(145, 4.1309529290822956e-05)	(150, 0.0)
BD5-WYS_R2_001	(1, 0.00035715530532690683)	(2, 0.008119904351227388)	(3, 0.0008735244214621938)	(4, 4.303075967794058e-06)	(5, 0.002362388706318938)	(6, 0.0008950398013011641)	(7, 8.606151935588117e-05)	(8, 0.0023064487187376154)	(9, 0.000740129066460578)	(10, 0.0020706401557025007)	(15, 0.0008184450490744299)	(20, 0.0001549107348405861)	(25, 7.745536742029304e-06)	(30, 0.000822748125042224)	(35, 5.593998758132276e-05)	(40, 8.606151935588116e-07)	(45, 2.3236610226087914e-05)	(50, 1.721230387117623e-05)	(55, 0.00021859625916393813)	(60, 4.733383564573464e-05)	(65, 1.9794149451852668e-05)	(70, 2.151537983897029e-05)	(75, 4.303075967794058e-06)	(80, 0.0011876489671111602)	(85, 8.692213454943998e-05)	(90, 0.0)	(95, 9.466767129146929e-06)	(100, 0.00012478920306602768)	(105, 0.0009372099457855458)	(110, 0.00022375995032529103)	(115, 0.0008425422744940767)	(120, 0.00011446182074332195)	(125, 6.884921548470493e-06)	(130, 0.0005714484885230509)	(135, 0.00011876489671111601)	(140, 2.5818455806764347e-06)	(145, 0.0)	(150, 2.151537983897029e-05)
BD5-gam_R1_001	(1, 3.4082134877663032e-06)	(2, 0.04209484478740161)	(3, 0.01105283634082612)	(4, 0.05010073827016465)	(5, 0.00017041067438831515)	(6, 6.134784277979344e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.005038702820313702)	(15, 0.010523199964827238)	(20, 0.023830910349159542)	(25, 0.002417105005523862)	(30, 0.009423710293673827)	(35, 0.020959831307065212)	(40, 0.01611062515667131)	(45, 0.003541133813789189)	(50, 0.002791326846480602)	(55, 0.0047455964603658005)	(60, 0.00017245560248097493)	(65, 0.007366512632458087)	(70, 0.012400443953888916)	(75, 0.0010047413361935062)	(80, 0.0001731372451785282)	(85, 0.010424361773682014)	(90, 0.00021130923624151078)	(95, 0.00044647596689738567)	(100, 3.5445420272769545e-05)	(105, 0.000496917526516327)	(110, 9.611162035500975e-05)	(115, 0.004544511864587588)	(120, 0.004104852324665735)	(125, 0.0008022934550201878)	(130, 0.003335277719128104)	(135, 0.00012883046983756623)	(140, 3.8171991062982594e-05)	(145, 0.0017204661686244297)	(150, 0.0003135556408744998)
BD5-gam_R2_001	(1, 0.04376146118291933)	(2, 0.03170320186320215)	(3, 2.0449280926597818e-05)	(4, 0.00017381888787608145)	(5, 0.0005657634389692063)	(6, 4.0898561853195635e-05)	(7, 6.8164269755326065e-06)	(8, 1.0224640463298909e-05)	(9, 0.0003646788431909944)	(10, 0.007559417515865661)	(15, 0.0006475605626755976)	(20, 0.005570384124405245)	(25, 0.011672449552902035)	(30, 0.0028015514869439008)	(35, 0.0002126725216366173)	(40, 0.003647470074607497)	(45, 0.00022494209019257598)	(50, 0.011118274039791234)	(55, 0.0006543769896511302)	(60, 0.005571747409800352)	(65, 0.013011195810896638)	(70, 0.00013223868332533256)	(75, 0.009727722936782581)	(80, 0.00018131695754916731)	(85, 0.0006557402750462367)	(90, 0.005759199151627498)	(95, 0.0027504282846274064)	(100, 0.000387173052210252)	(105, 0.00038649140951269875)	(110, 0.0005228199490233509)	(115, 0.01593407969800502)	(120, 9.747490575011626e-05)	(125, 0.0001574594631348032)	(130, 9.406669226234996e-05)	(135, 0.0016577550404495297)	(140, 0.005714892376286537)	(145, 0.012863960988225134)	(150, 1.0224640463298909e-05)
BF16-S5_R1_001	(1, 0.0)	(2, 0.04185937368955797)	(3, 0.011103513533014633)	(4, 0.05194101504557238)	(5, 0.00019627422911894555)	(6, 5.919381513111056e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.005286319237603599)	(15, 0.010654886723599901)	(20, 0.02483710173622314)	(25, 0.002516048689467626)	(30, 0.009867920528751559)	(35, 0.021238740869042472)	(40, 0.01607890946798219)	(45, 0.0038208049935154736)	(50, 0.0028107715795414713)	(55, 0.004749213251887628)	(60, 0.00017072742469393995)	(65, 0.007263392662982693)	(70, 0.012223211278178905)	(75, 0.0010268569193270546)	(80, 0.0001894202084195538)	(85, 0.010244891667218104)	(90, 0.000191912579582969)	(95, 0.0004760428922122997)	(100, 5.171670164086502e-05)	(105, 0.0004760428922122997)	(110, 0.00010717196002685281)	(115, 0.0045840936623113724)	(120, 0.004094965821491143)	(125, 0.0007900816588026126)	(130, 0.0032924223068714546)	(135, 0.00013521113561527359)	(140, 4.5485773732327065e-05)	(145, 0.0017346903297369661)	(150, 0.0002554680442500561)
BF16-S5_R2_001	(1, 0.04488137372519888)	(2, 0.03297718595593712)	(3, 2.180824767988284e-05)	(4, 0.00018381237330186964)	(5, 0.0005763608315397607)	(6, 6.230927908537954e-05)	(7, 6.230927908537954e-06)	(8, 2.4923711634151816e-05)	(9, 0.00040812577800923593)	(10, 0.007297039673688797)	(15, 0.0006984870185471046)	(20, 0.005665159654442708)	(25, 0.012243150247486225)	(30, 0.002707961269050595)	(35, 0.00021870556958968217)	(40, 0.003817066436770351)	(45, 0.00023677526052444224)	(50, 0.011069243429517676)	(55, 0.0006779249564489294)	(60, 0.005526209962082311)	(65, 0.012626352313861309)	(70, 0.00014144206352381154)	(75, 0.009868543621542412)	(80, 0.0001763352598116241)	(85, 0.0007090795959916192)	(90, 0.005828409965646402)	(95, 0.0027060919906780334)	(100, 0.0003782173240482538)	(105, 0.00038444825195679176)	(110, 0.0005364828929251179)	(115, 0.01601660018889681)	(120, 8.847917630123894e-05)	(125, 0.00017259670306650132)	(130, 8.847917630123894e-05)	(135, 0.00164994971018085)	(140, 0.0056109505816384275)	(145, 0.012741001387378409)	(150, 0.0)
BF16-WYS_R1_001	(1, 0.022197261138828715)	(2, 0.020136028232485392)	(3, 0.02553136695546374)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0003301257483466202)	(15, 0.0008910110372041863)	(20, 0.0)	(25, 1.3139333267527172e-05)	(30, 8.047841626360393e-05)	(35, 0.0011061676194599438)	(40, 0.0006602514966932404)	(45, 0.0003884315397212721)	(50, 1.8887791572070312e-05)	(55, 7.719358294672213e-05)	(60, 0.0006200122885614384)	(65, 0.0008827989539119819)	(70, 0.0004623402893511124)	(75, 7.390874962984035e-05)	(80, 3.284833316881793e-06)	(85, 4.927249975322689e-05)	(90, 0.00019955362400056895)	(95, 7.390874962984035e-05)	(100, 8.212083292204483e-07)	(105, 0.00017902341577005773)	(110, 3.284833316881793e-06)	(115, 0.0005633489138452275)	(120, 7.637237461750169e-05)	(125, 2.6278666535054345e-05)	(130, 0.0006380788718042883)	(135, 0.0006635363300101223)	(140, 0.00042292228954853093)	(145, 6.076941636231318e-05)	(150, 0.0)
BF16-WYS_R2_001	(1, 0.0004106041646102242)	(2, 0.008068371834590905)	(3, 0.0008417385374509595)	(4, 1.6424166584408967e-05)	(5, 0.002278853113586744)	(6, 0.0010675708279865826)	(7, 7.80147912759426e-05)	(8, 0.0023609739465087886)	(9, 0.0008294204125126528)	(10, 0.0021072205727796704)	(15, 0.0008105326209405825)	(20, 0.00017163254080707367)	(25, 3.284833316881793e-06)	(30, 0.0008253143708665505)	(35, 6.405424967919497e-05)	(40, 0.0)	(45, 3.038470818115659e-05)	(50, 3.6954374814920175e-05)	(55, 0.0002299383321817255)	(60, 4.927249975322689e-05)	(65, 3.2848333168817934e-05)	(70, 3.6133166485699726e-05)	(75, 3.284833316881793e-06)	(80, 0.0011661158274930365)	(85, 0.00010429345781099693)	(90, 0.0)	(95, 4.106041646102242e-06)	(100, 0.00013714179097981487)	(105, 0.0009148260787515794)	(110, 0.00022829591552328462)	(115, 0.0007661873711626782)	(120, 0.00012400245771228768)	(125, 5.7484583045431375e-06)	(130, 0.0005510307889069208)	(135, 8.540566623892662e-05)	(140, 2.463624987661345e-06)	(145, 0.0)	(150, 2.0530208230511208e-05)
BF16-gam_R1_001	(1, 0.0)	(2, 0.04087843097321998)	(3, 0.011227289624580975)	(4, 0.047712717157485256)	(5, 0.0001566598552267113)	(6, 4.569245777445746e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.004830345536156931)	(15, 0.010313440469091826)	(20, 0.02326921049634085)	(25, 0.0022918031320874306)	(30, 0.009360426349796)	(35, 0.02072675159589068)	(40, 0.015678387761209913)	(45, 0.003349257154867732)	(50, 0.0027200067363737745)	(55, 0.0046031887460782)	(60, 0.0001651455973848248)	(65, 0.007262489788551624)	(70, 0.011736434154067787)	(75, 0.0010143725625929557)	(80, 0.00017232584074938241)	(85, 0.010008606500796517)	(90, 0.00018603357808171967)	(95, 0.00041253761876367304)	(100, 4.1123211997011714e-05)	(105, 0.0004288563536831221)	(110, 9.203766494569288e-05)	(115, 0.004515067577513175)	(120, 0.0037859465013121893)	(125, 0.0006886506136007517)	(130, 0.0032317622634476986)	(135, 0.00011227289624580976)	(140, 3.1331971045342255e-05)	(145, 0.0015757370438220044)	(150, 0.0002610997587111855)
BF16-gam_R2_001	(1, 0.039334678649840096)	(2, 0.03142335596089117)	(3, 2.610997587111855e-05)	(4, 0.00011749489142003346)	(5, 0.00046018832472846443)	(6, 4.242871079056764e-05)	(7, 6.5274939677796375e-06)	(8, 1.3054987935559275e-05)	(9, 0.0002643635056950753)	(10, 0.007289905263216299)	(15, 0.0006024876932260605)	(20, 0.0054419717209378835)	(25, 0.011457710161643597)	(30, 0.0025790128666697346)	(35, 0.0002030050623979467)	(40, 0.0035326797353623395)	(45, 0.00018995007446238744)	(50, 0.010474669570095983)	(55, 0.0005848634595130555)	(60, 0.005485705930522007)	(65, 0.012329783355738956)	(70, 0.00011227289624580976)	(75, 0.009622831607300741)	(80, 0.00017950608411394)	(85, 0.0005705029727839403)	(90, 0.005629963547209937)	(95, 0.0027232704833576645)	(100, 0.00033551318994387336)	(105, 0.0003165834574373124)	(110, 0.0005065335318996998)	(115, 0.015381386785675938)	(120, 8.28991733908014e-05)	(125, 0.00014295211789437407)	(130, 7.506618062946583e-05)	(135, 0.0015855282847736737)	(140, 0.005413903496876431)	(145, 0.012192053233018807)	(150, 9.791240951669456e-06)
BF5-S5_R1_001	(1, 0.022560054822102132)	(2, 0.020348857738934092)	(3, 0.025394673109335172)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0003516485229179132)	(15, 0.0008523336774326151)	(20, 0.0)	(25, 6.818669419460921e-06)	(30, 8.961679808434353e-05)	(35, 0.0011211840716856458)	(40, 0.0007208307672001545)	(45, 0.00039450873069738184)	(50, 2.0456008258382763e-05)	(55, 9.740956313515601e-05)	(60, 0.0006701777943698734)	(65, 0.0009555878143558804)	(70, 0.0004675659030487488)	(75, 9.253908497839822e-05)	(80, 2.9222868940546803e-06)	(85, 3.7015633991359286e-05)	(90, 0.00018312997869409333)	(95, 8.182403303353105e-05)	(100, 1.94819126270312e-06)	(105, 0.00020163779568977295)	(110, 2.9222868940546803e-06)	(115, 0.0006058874827006704)	(120, 6.136802477514828e-05)	(125, 1.46114344702734e-05)	(130, 0.0006711518900012249)	(135, 0.0006565404555309516)	(140, 0.00044710989479036616)	(145, 5.065297283028113e-05)	(150, 0.0)
BF5-S5_R2_001	(1, 0.0004821773375190222)	(2, 0.007899915570261153)	(3, 0.0008669451119028885)	(4, 0.0)	(5, 0.0023378295152437444)	(6, 0.001076375672643474)	(7, 7.792765050812481e-05)	(8, 0.002522907685200541)	(9, 0.0008620746337461307)	(10, 0.002205352509379932)	(15, 0.0008240849041234199)	(20, 0.00017436311801192927)	(25, 7.79276505081248e-06)	(30, 0.0008455150080131543)	(35, 7.890174613947637e-05)	(40, 5.8445737881093605e-06)	(45, 3.6041538360007726e-05)	(50, 2.4352390783789002e-05)	(55, 0.0002172233257913979)	(60, 5.454935535568737e-05)	(65, 3.019696457189836e-05)	(70, 1.8507816995679643e-05)	(75, 2.9222868940546803e-06)	(80, 0.0011854743833548487)	(85, 0.00011786557139353878)	(90, 0.0)	(95, 1.3637338838921842e-05)	(100, 0.00012468424081299968)	(105, 0.0009263649454153336)	(110, 0.0002561871510454603)	(115, 0.0007802506007125997)	(120, 0.00014026977091462467)	(125, 1.0715051944867161e-05)	(130, 0.0005571827011330924)	(135, 9.740956313515601e-05)	(140, 2.9222868940546803e-06)	(145, 0.0)	(150, 9.740956313515601e-06)
BF5-WYS_R1_001	(1, 0.022702403733358717)	(2, 0.020110958312742594)	(3, 0.025906067651401948)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00033294622394323644)	(15, 0.0008537512744942437)	(20, 0.0)	(25, 8.386554759275476e-06)	(30, 6.793109355013137e-05)	(35, 0.001062576488000203)	(40, 0.0006533126157475597)	(45, 0.00035055798893771496)	(50, 2.0127731422261142e-05)	(55, 8.386554759275478e-05)	(60, 0.0006264756405178781)	(65, 0.0008696857285368669)	(70, 0.00044868067962123805)	(75, 6.206050521863853e-05)	(80, 8.386554759275477e-07)	(85, 3.5223529988957e-05)	(90, 0.00018785882660777068)	(95, 5.3673950459363055e-05)	(100, 2.5159664277826428e-06)	(105, 0.00018534286017998804)	(110, 5.0319328555652856e-06)	(115, 0.0006029932871919068)	(120, 7.631764830940685e-05)	(125, 1.1741176662985667e-05)	(130, 0.0006197663967104578)	(135, 0.000641571439084574)	(140, 0.00042100504891562894)	(145, 4.361008474823248e-05)	(150, 0.0)
BF5-WYS_R2_001	(1, 0.0003396554677506568)	(2, 0.00765692449521851)	(3, 0.0008218823664089968)	(4, 1.2579832138913216e-05)	(5, 0.0022937227266618433)	(6, 0.0009980000163537818)	(7, 8.386554759275478e-05)	(8, 0.0023398487778378578)	(9, 0.0008260756437886345)	(10, 0.002082381546728101)	(15, 0.0007958840466552428)	(20, 0.00015347395209474123)	(25, 8.386554759275476e-06)	(30, 0.0008319462321201273)	(35, 6.289916069456607e-05)	(40, 3.354621903710191e-06)	(45, 3.1030252609319265e-05)	(50, 3.270756356117436e-05)	(55, 0.0002180504237411624)	(60, 4.780336212787022e-05)	(65, 2.599831975375398e-05)	(70, 2.599831975375398e-05)	(75, 3.354621903710191e-06)	(80, 0.0011674084224911464)	(85, 8.554285854460986e-05)	(90, 0.0)	(95, 7.547899283347929e-06)	(100, 0.00010483193449094346)	(105, 0.0009015546366221138)	(110, 0.00022559832302451033)	(115, 0.0007782722816607644)	(120, 0.00010650924544279855)	(125, 8.386554759275476e-06)	(130, 0.0005392554710214132)	(135, 0.00010399327901501592)	(140, 3.354621903710191e-06)	(145, 0.0)	(150, 8.386554759275476e-06)
BF5-gam_R1_001	(1, 0.02216040880775521)	(2, 0.019656407812528632)	(3, 0.02673210759449464)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0003156558830346231)	(15, 0.0008414960920322043)	(20, 0.0)	(25, 1.2140610885947043e-05)	(30, 9.029579346423113e-05)	(35, 0.001109348319703411)	(40, 0.000648763894217795)	(45, 0.00039532864197365053)	(50, 1.4416975427062114e-05)	(55, 9.408973436608957e-05)	(60, 0.0006206887315440426)	(65, 0.0008832294419526472)	(70, 0.0004560316964033858)	(75, 7.66376062175407e-05)	(80, 3.0351527214867607e-06)	(85, 4.3250926281186337e-05)	(90, 0.00019652613871626773)	(95, 7.5878818037169e-05)	(100, 0.0)	(105, 0.00018817946873217914)	(110, 3.0351527214867607e-06)	(115, 0.0005880608397880598)	(120, 6.980851259419549e-05)	(125, 2.0487280870035633e-05)	(130, 0.0006480051060374233)	(135, 0.0006533166233000252)	(140, 0.0004264389573688898)	(145, 6.222063079047859e-05)	(150, 0.0)
BF5-gam_R2_001	(1, 0.00037180620838212815)	(2, 0.007751021262496815)	(3, 0.0009029579346423113)	(4, 1.1381822705575352e-05)	(5, 0.002242219072998344)	(6, 0.0009826306935813386)	(7, 6.82909362334521e-05)	(8, 0.002397770649974541)	(9, 0.000800521530292133)	(10, 0.0021458529740911395)	(15, 0.0008035566830136198)	(20, 0.00017072734058363028)	(25, 9.864246344831972e-06)	(30, 0.0007906572839473011)	(35, 6.297941897085028e-05)	(40, 1.5175763607433804e-06)	(45, 3.2627891755982674e-05)	(50, 3.186910357561098e-05)	(55, 0.00022232493684890518)	(60, 4.932123172415986e-05)	(65, 3.945698537932789e-05)	(70, 3.4904256297097745e-05)	(75, 4.55272908223014e-06)	(80, 0.0011723277386742612)	(85, 8.877821710348774e-05)	(90, 0.0)	(95, 1.1381822705575352e-05)	(100, 0.0001160945915968686)	(105, 0.0009135809691675149)	(110, 0.00023446554773485226)	(115, 0.0007625821212735485)	(120, 0.00013582308428653254)	(125, 9.10545816446028e-06)	(130, 0.0005212874799153511)	(135, 8.119033529977085e-05)	(140, 3.0351527214867607e-06)	(145, 0.0)	(150, 1.1381822705575352e-05)
Cross-S5-1_R1_001	(1, 0.02237449052023853)	(2, 0.020339753133009755)	(3, 0.025579011386641905)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00031930897574863567)	(15, 0.0008443779120035522)	(20, 0.0)	(25, 1.2193182844816638e-05)	(30, 8.230398420251231e-05)	(35, 0.001111103786733916)	(40, 0.0007110149746383703)	(45, 0.00038941977710633133)	(50, 8.38281320581144e-06)	(55, 9.297301919172687e-05)	(60, 0.0006500490604142869)	(65, 0.0009510682618956977)	(70, 0.0004877273137926655)	(75, 7.08728752854967e-05)	(80, 3.810369639005199e-06)	(85, 4.343821388465927e-05)	(90, 0.0002027116647950766)	(95, 6.706250564649152e-05)	(100, 7.620739278010399e-07)	(105, 0.00017680115124984124)	(110, 4.572443566806239e-06)	(115, 0.00059365558975701)	(120, 7.468324492450191e-05)	(125, 1.6003552483821837e-05)	(130, 0.0006782457957429255)	(135, 0.0006622422432591037)	(140, 0.00041761651243496983)	(145, 4.801065745146551e-05)	(150, 0.0)
Cross-S5-1_R2_001	(1, 0.00033150215859345235)	(2, 0.007780774802848616)	(3, 0.0007773154063570606)	(4, 2.2862217834031194e-05)	(5, 0.0023548084369052133)	(6, 0.0011126279345895181)	(7, 6.0965914224083186e-05)	(8, 0.0025910513545235356)	(9, 0.0009221094526392583)	(10, 0.0021932487642113926)	(15, 0.000765122223512244)	(20, 0.0001486044159212028)	(25, 5.334517494607279e-06)	(30, 0.0008306605813031336)	(35, 6.934872742989463e-05)	(40, 1.5241478556020797e-06)	(45, 2.2862217834031194e-05)	(50, 3.0482957112041593e-05)	(55, 0.00021642899549549535)	(60, 3.505540067884784e-05)	(65, 2.66725874730364e-05)	(70, 2.8958809256439515e-05)	(75, 2.2862217834031197e-06)	(80, 0.00116521103560779)	(85, 8.763850169711959e-05)	(90, 0.0)	(95, 6.858665350209359e-06)	(100, 0.00012498012415937054)	(105, 0.0009068679740832374)	(110, 0.00024538780475193486)	(115, 0.0007902706631296784)	(120, 0.0001265042720149726)	(125, 7.620739278010398e-06)	(130, 0.0005380241930275342)	(135, 0.00010364205418094143)	(140, 2.2862217834031197e-06)	(145, 0.0)	(150, 1.5241478556020797e-05)
Cross-S5-2_R1_001	(1, 0.022582397435873078)	(2, 0.019999359903570494)	(3, 0.026217648276949557)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00031931751106541124)	(15, 0.0008951120161444596)	(20, 0.0)	(25, 6.576333179836846e-06)	(30, 7.672388709809652e-05)	(35, 0.0011442819732916112)	(40, 0.0006788237248964922)	(45, 0.00040480984240329025)	(50, 1.3152666359673692e-05)	(55, 9.353007189101291e-05)	(60, 0.000645942058997308)	(65, 0.0009046111640708906)	(70, 0.0004998013216676002)	(75, 8.256951659128483e-05)	(80, 3.6535184332426924e-06)	(85, 4.968785069210062e-05)	(90, 0.00020898125438148195)	(95, 7.453177603815092e-05)	(100, 7.307036866485384e-07)	(105, 0.0001885215511553229)	(110, 2.9228147465941535e-06)	(115, 0.0006320586889509857)	(120, 7.23396649782053e-05)	(125, 1.1691258986376614e-05)	(130, 0.0007051290576158396)	(135, 0.0006970913170627057)	(140, 0.0004523055820354453)	(145, 5.626418387193745e-05)	(150, 0.0)
Cross-S5-2_R2_001	(1, 0.0004165011013896669)	(2, 0.008004858887234739)	(3, 0.0008366557212125764)	(4, 1.0960555299728077e-05)	(5, 0.0024770854977385452)	(6, 0.001092402011539565)	(7, 0.00010229851613079537)	(8, 0.002535541792670428)	(9, 0.0009097260898774303)	(10, 0.0022184163926649626)	(15, 0.0008227723511662543)	(20, 0.00017756099585559482)	(25, 5.845629493188307e-06)	(30, 0.0008819593497847859)	(35, 6.064840599182868e-05)	(40, 7.307036866485384e-07)	(45, 2.9958851152590073e-05)	(50, 2.6305332719347384e-05)	(55, 0.00022140321705450716)	(60, 4.238081382561523e-05)	(65, 2.1190406912807616e-05)	(70, 3.068955483923861e-05)	(75, 2.9228147465941535e-06)	(80, 0.0012363506378093268)	(85, 9.645288663760707e-05)	(90, 0.0)	(95, 2.9228147465941535e-06)	(100, 0.00013371877465668253)	(105, 0.0009637981626894222)	(110, 0.00023820940184742352)	(115, 0.0008235030548529028)	(120, 0.0001373722930899252)	(125, 3.6535184332426924e-06)	(130, 0.0006006384304250986)	(135, 8.695373871117607e-05)	(140, 7.307036866485384e-07)	(145, 0.0)	(150, 1.0960555299728077e-05)
Cross-S5-3_R1_001	(1, 0.022336738175881252)	(2, 0.020611826257462967)	(3, 0.026156808257832863)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0003266878633367968)	(15, 0.0008737811384714858)	(20, 0.0)	(25, 9.582843991212707e-06)	(30, 6.18529021251002e-05)	(35, 0.001090701879727119)	(40, 0.0006455352179535105)	(45, 0.00037111741275060113)	(50, 6.969341084518332e-06)	(55, 8.10185901075256e-05)	(60, 0.0006054615067175301)	(65, 0.0008641982944802732)	(70, 0.0004233874708844887)	(75, 6.0981734489535406e-05)	(80, 4.355838177823958e-06)	(85, 4.09448788715452e-05)	(90, 0.00018642987401086536)	(95, 5.488356104058186e-05)	(100, 0.0)	(105, 0.00016639301839287517)	(110, 6.969341084518332e-06)	(115, 0.0005392527664146059)	(120, 7.404924902300727e-05)	(125, 1.132517926234229e-05)	(130, 0.0006237560270643907)	(135, 0.0006429217150468161)	(140, 0.0003937677712752857)	(145, 4.617188468493395e-05)	(150, 0.0)
Cross-S5-3_R2_001	(1, 0.0003397553778702687)	(2, 0.007897134616394835)	(3, 0.0007927625483639603)	(4, 8.711676355647916e-06)	(5, 0.0022389008234015143)	(6, 0.0009931311045438622)	(7, 5.227005813388749e-05)	(8, 0.002352152616024937)	(9, 0.0008537442828534956)	(10, 0.0021343607071337392)	(15, 0.0007674986869325813)	(20, 0.00014548499513932018)	(25, 1.742335271129583e-06)	(30, 0.0007892778778217011)	(35, 4.530071704936916e-05)	(40, 8.711676355647915e-07)	(45, 2.5263861431378952e-05)	(50, 2.8748531973638117e-05)	(55, 0.00019339921509538372)	(60, 4.181604650710999e-05)	(65, 2.1779190889119787e-05)	(70, 2.0908023253554996e-05)	(75, 1.742335271129583e-06)	(80, 0.0011438431054965712)	(85, 6.795107557405373e-05)	(90, 8.711676355647915e-07)	(95, 6.0981734489535394e-06)	(100, 0.0001315463129702835)	(105, 0.0008598424563024492)	(110, 0.00020733789726442035)	(115, 0.0007718545251104052)	(120, 0.00012196346897907081)	(125, 3.484670542259166e-06)	(130, 0.0005157312402543565)	(135, 0.00010976712208116372)	(140, 0.0)	(145, 0.0)	(150, 1.3067514533471872e-05)
Cross-WYS-1_R1_001	(1, 0.02231769465227196)	(2, 0.019859035500191722)	(3, 0.026434711151896252)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00032672114906838066)	(15, 0.0008019519113496615)	(20, 0.0)	(25, 9.90064088086002e-06)	(30, 9.488114177490852e-05)	(35, 0.0011063966184361072)	(40, 0.0007540988137588381)	(45, 0.000362198445558129)	(50, 1.2375801101075022e-05)	(55, 0.0001064318894692452)	(60, 0.0006575675651704529)	(65, 0.0009562368984097302)	(70, 0.00046368001458694423)	(75, 6.105395209863679e-05)	(80, 2.475160220215005e-06)	(85, 4.620299077734676e-05)	(90, 0.00020378819146436871)	(95, 6.682932594580513e-05)	(100, 0.0)	(105, 0.00017408626882178867)	(110, 5.775373847168345e-06)	(115, 0.0005866129721909561)	(120, 7.590491341992681e-05)	(125, 1.5676014728028364e-05)	(130, 0.0006418915504424246)	(135, 0.0006047641471391995)	(140, 0.00042985282491067253)	(145, 5.032825781103843e-05)	(150, 0.0)
Cross-WYS-1_R2_001	(1, 0.0003630234989648674)	(2, 0.00763999454639698)	(3, 0.0007714249353003431)	(4, 8.25053406738335e-06)	(5, 0.0021162619882838293)	(6, 0.001039567292490302)	(7, 7.012953957275847e-05)	(8, 0.0026484214356300552)	(9, 0.0009116840144458602)	(10, 0.0021591647654342224)	(15, 0.0007788504159609882)	(20, 0.00016171046772071364)	(25, 3.3002136269533397e-06)	(30, 0.0008102024454170449)	(35, 6.435416572559013e-05)	(40, 3.3002136269533397e-06)	(45, 2.970192264258006e-05)	(50, 2.5576655608888386e-05)	(55, 0.0002095635653115371)	(60, 4.455288396387009e-05)	(65, 2.887686923584172e-05)	(70, 2.5576655608888386e-05)	(75, 3.3002136269533397e-06)	(80, 0.0011006212445889387)	(85, 9.158092814795518e-05)	(90, 0.0)	(95, 1.155074769433669e-05)	(100, 0.0001320085450781336)	(105, 0.0008580555430078682)	(110, 0.0002293648470732571)	(115, 0.0007491484933184081)	(120, 0.00012375801101075024)	(125, 7.425480660645015e-06)	(130, 0.0005156583792114593)	(135, 0.00011880769057032024)	(140, 2.475160220215005e-06)	(145, 0.0)	(150, 2.0626335168458372e-05)
