Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
WT-S5-1_R2_001 - illumina_universal_adapter	(1, 0.0001713597533516254)	(2, 0.0002484716423598569)	(3, 0.00033415151903566957)	(4, 0.0005954751428968983)	(5, 0.0007582669085809424)	(6, 0.0010367265077773338)	(7, 0.0012851981501371906)	(8, 0.0016579056136769759)	(9, 0.0023219246579145245)	(10, 0.0027953059765483896)	(12, 0.003459325020785938)	(14, 0.0040890721143531615)	(16, 0.004699541235668327)	(18, 0.00555848199934335)	(20, 0.008518721738492678)	(22, 0.009146326835143007)	(24, 0.009480478354178676)	(26, 0.009870321793053624)	(28, 0.010478648917451894)	(30, 0.011350441662628288)	(32, 0.012648491794266851)	(34, 0.01423142751585249)	(36, 0.01607140286746557)	(38, 0.018326925620956336)	(40, 0.021321437310775994)	(42, 0.024840738245235)	(44, 0.02912687407594253)	(46, 0.0342184007474027)	(48, 0.04045803776631876)	(50, 0.04837914236499764)	(52, 0.05825160615496816)	(54, 0.06999617525030519)	(56, 0.08358071969725529)	(58, 0.09914018530158289)	(60, 0.11877372904184536)	(62, 0.14274267454190398)	(64, 0.17088423003607467)	(66, 0.20226020087475727)	(68, 0.24018425628838885)	(70, 0.2849477078576672)	(72, 0.33795998955390943)	(74, 0.4003713537214883)	(76, 0.4718240868752823)	(78, 0.5520932793390174)	(80, 0.6432181121775781)	(82, 0.7469807268258211)	(84, 0.86475842730131)	(86, 0.9965897695485493)	(88, 1.1431430566056102)	(90, 1.304917373754129)	(92, 1.4840118779726632)	(94, 1.6812426700865504)	(96, 1.9005381724413761)	(98, 2.139591454357644)	(100, 2.3962133949862876)	(102, 2.675797542564049)	(104, 2.977615618139184)	(106, 3.3023252147651787)	(108, 3.6518648396518243)	(110, 4.024096779876059)	(112, 4.418179230649542)	(114, 4.841977604651115)	(116, 5.296849927926088)	(118, 5.782427777004755)	(120, 6.294212958361636)	(122, 6.829123138433319)	(124, 7.394284740962315)	(126, 7.993337018710429)	(128, 8.626292823659162)	(130, 9.284924745650716)	(132, 9.967926166565793)	(134, 10.685358045923042)	(136, 11.43701261002153)	(138, 12.213880619828792)
WT-S5-1_R2_001 - polyg	(1, 0.021154361551258157)	(2, 0.022088272207024515)	(3, 0.022413855738392604)	(4, 0.022705167319090367)	(5, 0.022893663047777155)	(6, 0.023090726764131524)	(7, 0.023249234535981777)	(8, 0.023549114104347124)	(9, 0.02380615373437456)	(10, 0.024178861197914348)	(12, 0.02467152048880027)	(14, 0.025273421622447854)	(16, 0.02573180896266345)	(18, 0.026149498361458037)	(20, 0.026616453689341218)	(22, 0.027044853072720282)	(24, 0.027582494298861004)	(26, 0.028073011592830033)	(28, 0.02863207278813971)	(30, 0.029184707992698705)	(32, 0.029703071246587373)	(34, 0.030332818340154593)	(36, 0.0309689914244725)	(38, 0.03172725833305344)	(40, 0.03230988149444897)	(42, 0.03295890656026826)	(44, 0.033640061579840966)	(46, 0.034282660654909564)	(48, 0.034927401726895055)	(50, 0.03556785880504675)	(52, 0.03626400780303773)	(54, 0.03692802684727528)	(56, 0.037542779962424236)	(58, 0.03826677492033485)	(60, 0.03901218984741442)	(62, 0.039834716663502225)	(64, 0.040665811467257604)	(66, 0.04155045619393537)	(68, 0.04232371708093458)	(70, 0.04312268193093653)	(72, 0.04393664075935676)	(74, 0.04481271749836695)	(76, 0.04582159804622464)	(78, 0.04690116449233987)	(80, 0.048216350599313604)	(82, 0.04975644638256134)	(84, 0.05167353362318264)	(86, 0.0532521853509345)	(88, 0.05495935689370006)	(90, 0.05663654047962909)	(92, 0.058849223294781955)	(94, 0.06219288048205555)	(96, 0.06466260292723586)	(98, 0.06626267462415666)	(100, 0.06775993046906648)	(102, 0.0693557181721535)	(104, 0.07120640350835104)	(106, 0.07348548822792766)	(108, 0.07619083033396645)	(110, 0.0791382180916144)	(112, 0.08267893899524237)	(114, 0.08664805928224939)	(116, 0.09113768482006199)	(118, 0.09610925966417601)	(120, 0.1021989568989094)	(122, 0.10898051913779998)	(124, 0.11706655749907979)	(126, 0.1272153388913298)	(128, 0.13890635806374446)	(130, 0.1523452467203457)	(132, 0.16817888793003588)	(134, 0.18663647536292283)	(136, 0.2090653250797337)	(138, 0.23606733821411607)
WT-S5-2_R1_001 - illumina_universal_adapter	(1, 0.00020660859016145486)	(2, 0.0002572861688803023)	(3, 0.0003235568487434105)	(4, 0.0005613516411933868)	(5, 0.0006821981750614076)	(6, 0.0008966033157949929)	(7, 0.0009940601979466224)	(8, 0.001192872237535947)	(9, 0.001656766996577704)	(10, 0.002060238488685451)	(12, 0.0024227780902895133)	(14, 0.0028808254364021723)	(16, 0.0035045494821726022)	(18, 0.004496660542476192)	(20, 0.01020763383656169)	(22, 0.010817713918830893)	(24, 0.01116855869457676)	(26, 0.011464827616317712)	(28, 0.011827367217921776)	(30, 0.012513463668269248)	(32, 0.0136887936670179)	(34, 0.015292933947233725)	(36, 0.016717753564290554)	(38, 0.0187838394659051)	(40, 0.021411277008713037)	(42, 0.02450260931056273)	(44, 0.028215716520539814)	(46, 0.03276305464173486)	(48, 0.038331740887878975)	(50, 0.0451147398856324)	(52, 0.05320171196657463)	(54, 0.06353603974993344)	(56, 0.07532637335263759)	(58, 0.08932897818018373)	(60, 0.1071362996869295)	(62, 0.12808758021188685)	(64, 0.15310281272256715)	(66, 0.1830474143324769)	(68, 0.21744189718143003)	(70, 0.25697430685741707)	(72, 0.30376725425370055)	(74, 0.35826709189053485)	(76, 0.42099229038096675)	(78, 0.4918629350816318)	(80, 0.5725884197054697)	(82, 0.6642856001219382)	(84, 0.7678764184361913)	(86, 0.8856238234517902)	(88, 1.0145807190524696)	(90, 1.1582302142063288)	(92, 1.315535367687274)	(94, 1.4903184384132928)	(96, 1.6840744149565907)	(98, 1.8975303256580192)	(100, 2.1269516227935275)	(102, 2.3734005863785685)	(104, 2.6387834730280284)	(106, 2.9242346808501516)	(108, 3.2368646639667213)	(110, 3.5674267133991906)	(112, 3.91764971423693)	(114, 4.293400570785467)	(116, 4.697565955894134)	(118, 5.127535974258908)	(120, 5.58388757062213)	(122, 6.067041758714692)	(124, 6.5764605765471185)	(126, 7.11904786965103)	(128, 7.690993073934299)	(130, 8.290606287060417)	(132, 8.916495824752255)	(134, 9.576725269439041)	(136, 10.265090516003006)	(138, 10.982860453049756)
WT-S5-2_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00026118444416636745)	(4, 0.0003235568487434105)	(5, 0.0003625396016040623)	(6, 0.0004132171803229097)	(7, 0.0004950809613302787)	(8, 0.0006159274951982994)	(9, 0.0007211809279220595)	(10, 0.0008420274617900803)	(12, 0.0009297386557265469)	(14, 0.0010759239789539916)	(16, 0.00125524464211299)	(18, 0.0015378696003527158)	(20, 0.0018126980080203116)	(22, 0.001988120395893245)	(24, 0.0021537970955510153)	(26, 0.002354558272783373)	(28, 0.002498794458367784)	(30, 0.0026371832310230986)	(32, 0.002810656481252999)	(34, 0.0030542986866320732)	(36, 0.003389550361233679)	(38, 0.0036721753194734054)	(40, 0.003884631322563958)	(42, 0.004159459730231553)	(44, 0.004445982963757344)	(46, 0.0046954725820655165)	(48, 0.004946911338016721)	(50, 0.005215892332755219)	(52, 0.005406907821772413)	(54, 0.005621312962505998)	(56, 0.005845463791454747)	(58, 0.0061183430614793095)	(60, 0.006408764570291166)	(62, 0.006634864536882947)	(64, 0.006849269677616532)	(66, 0.0071650299757878115)	(68, 0.007451553209313603)	(70, 0.008069429842154936)	(72, 0.00853137546355366)	(74, 0.009125862444678601)	(76, 0.009780772692737551)	(78, 0.010556529474664525)	(80, 0.011482369855105007)	(82, 0.01225227922410288)	(84, 0.013096255823535994)	(86, 0.014139044462558429)	(88, 0.015780218357991874)	(90, 0.02097661931431677)	(92, 0.02235465962794081)	(94, 0.0231674500250854)	(96, 0.023890580090650496)	(98, 0.024695573937222957)	(100, 0.025765650503247847)	(102, 0.027356146819962443)	(104, 0.029377402555787243)	(106, 0.03136552295168049)	(108, 0.03402219755913391)	(110, 0.03726946087242621)	(112, 0.040931890503684454)	(114, 0.04530185709936353)	(116, 0.05038715721003556)	(118, 0.056466517518654225)	(120, 0.06388493538803627)	(122, 0.07253715738545795)	(124, 0.0833529221666458)	(126, 0.09582740308205441)	(128, 0.11007365011497963)	(130, 0.12795893712744671)	(132, 0.1498516511339888)	(134, 0.1751124749876912)	(136, 0.2056301230646525)	(138, 0.24019807916383554)
WT-S5-2_R2_001 - illumina_universal_adapter	(1, 0.00021440514073358524)	(2, 0.00026898099473849783)	(3, 0.0003235568487434105)	(4, 0.000565249916479452)	(5, 0.0006938930009196032)	(6, 0.0008966033157949929)	(7, 0.0010174498496630137)	(8, 0.0012201601645384032)	(9, 0.0016918514741522909)	(10, 0.00209727210390307)	(12, 0.002489048770152621)	(14, 0.002952943529194379)	(16, 0.003568871024392678)	(18, 0.00455513467176717)	(20, 0.009769077866879358)	(22, 0.010371361398576428)	(24, 0.010714409623750164)	(26, 0.011014576820777184)	(28, 0.011381014697667311)	(30, 0.012082704249159044)	(32, 0.013246339422049502)	(34, 0.014844632289336229)	(36, 0.01627919759460822)	(38, 0.018319944706863343)	(40, 0.020961026213172505)	(42, 0.024062104203237362)	(44, 0.027761567449713222)	(46, 0.032310854708551294)	(48, 0.03787369354176631)	(50, 0.04463915030073245)	(52, 0.05269103790410009)	(54, 0.06301756913688678)	(56, 0.0747825639502315)	(58, 0.0887520334378461)	(60, 0.10645605064951114)	(62, 0.12736834842160782)	(64, 0.1523348524912123)	(66, 0.18220928514597287)	(68, 0.21649461628691619)	(70, 0.25587889150203275)	(72, 0.3024554846199396)	(74, 0.35673506970311125)	(76, 0.4190392544626481)	(78, 0.4894167673396259)	(80, 0.5696764080667791)	(82, 0.660757660988049)	(84, 0.7637773819728937)	(86, 0.8806574207373432)	(88, 1.0086611880305796)	(90, 1.1510729807811129)	(92, 1.307050771527153)	(94, 1.4800562287227261)	(96, 1.6718123900442725)	(98, 1.882997555391568)	(100, 2.109769974470195)	(102, 2.3531256566157435)	(104, 2.6153684825222774)	(106, 2.897488614112458)	(108, 3.2060955771338087)	(110, 3.532254524630668)	(112, 3.8776027322231825)	(114, 4.247496430154407)	(116, 4.645262796380997)	(118, 5.067931345134972)	(120, 5.5157457186217105)	(122, 5.988867695265583)	(124, 6.487850830157214)	(126, 7.019285157667693)	(128, 7.578360206094018)	(130, 8.16417157556982)	(132, 8.775430886113057)	(134, 9.419710537466909)	(136, 10.09108125292127)	(138, 10.788496345561832)
WT-S5-2_R2_001 - polyg	(1, 0.020169676330101274)	(2, 0.02091034863445366)	(3, 0.021385938219353612)	(4, 0.021651020938806043)	(5, 0.021795257124390455)	(6, 0.021935595034688803)	(7, 0.022118813973133866)	(8, 0.02233321911386745)	(9, 0.022571013906317428)	(10, 0.022861435415129285)	(12, 0.023268805182523097)	(14, 0.023650836160557485)	(16, 0.02406015506559433)	(18, 0.024543541201066412)	(20, 0.024966504069604486)	(22, 0.02548107640736509)	(24, 0.025972259093409302)	(26, 0.02643030643952196)	(28, 0.02691564171263708)	(30, 0.027393180435180062)	(32, 0.027874617433009112)	(34, 0.02841063028484308)	(36, 0.029036303468256537)	(38, 0.029741891295034337)	(40, 0.030277904146868304)	(42, 0.0308879842291375)	(44, 0.03154094533955342)	(46, 0.0321256866324632)	(48, 0.0328195796333828)	(50, 0.03353296401073273)	(52, 0.03419177253407775)	(54, 0.034887614672640385)	(56, 0.03555032147127146)	(58, 0.036289044637980813)	(60, 0.03701802211647501)	(62, 0.03780352458661715)	(64, 0.038538349478040426)	(66, 0.039279021782392814)	(68, 0.04003333805024643)	(70, 0.04090655171432503)	(72, 0.04181679899362125)	(74, 0.042633487666051906)	(76, 0.0436022090746391)	(78, 0.044592370997299666)	(80, 0.045837869951197485)	(82, 0.04699955598644492)	(84, 0.0486251367807341)	(86, 0.050155209830514684)	(88, 0.05165799495329282)	(90, 0.05326798264643774)	(92, 0.055799912444737074)	(94, 0.06058699449602513)	(96, 0.06338010873849083)	(98, 0.06494721540348904)	(100, 0.06645000052626716)	(102, 0.0679235485843998)	(104, 0.06949260438704104)	(106, 0.07154504632515436)	(108, 0.07424070368546844)	(110, 0.07678822658491204)	(112, 0.0797879494175392)	(114, 0.08336656613014704)	(116, 0.08745390776758638)	(118, 0.09229166739759329)	(120, 0.09755823730906735)	(122, 0.10387539241013599)	(124, 0.11137957233581147)	(126, 0.12010001415073929)	(128, 0.13019459800400507)	(130, 0.14228899707902232)	(132, 0.15610058641755128)	(134, 0.17274037447612053)	(136, 0.19290615253093574)	(138, 0.21660766627021208)
WT-S5-3_R1_001 - illumina_universal_adapter	(1, 0.0001536497504935687)	(2, 0.00021178749392356764)	(3, 0.0003156048929057086)	(4, 0.0006021409140964178)	(5, 0.0008222337999385567)	(6, 0.0011170752130478371)	(7, 0.0013122519231342621)	(8, 0.0015780244645285432)	(9, 0.0028653602119070917)	(10, 0.0032785534598560127)	(12, 0.003915992289606358)	(14, 0.004430926588557778)	(16, 0.005035143850633838)	(18, 0.0059902639212695355)	(20, 0.015618289502873292)	(22, 0.020848610063593558)	(24, 0.021166291304478904)	(26, 0.021513041417079257)	(28, 0.022013441280173178)	(30, 0.02286059125586745)	(32, 0.02417907222294064)	(34, 0.0255058585819324)	(36, 0.027046508782827373)	(38, 0.029052260931162338)	(40, 0.03152934407087622)	(42, 0.034623102560544024)	(44, 0.03831484926834895)	(46, 0.04198167980039818)	(48, 0.04694207512376487)	(50, 0.05269978807131441)	(52, 0.05947491152888894)	(54, 0.06791941876209628)	(56, 0.07762634556692646)	(58, 0.08862891351105377)	(60, 0.10213348077065068)	(62, 0.11932564204209323)	(64, 0.13895543584163644)	(66, 0.16190115736466926)	(68, 0.1890203383267841)	(70, 0.22051230813402678)	(72, 0.25755020339489537)	(74, 0.301290549934051)	(76, 0.3517208896636158)	(78, 0.40859621352199194)	(80, 0.47240031058843623)	(82, 0.5456870888779092)	(84, 0.6272481138662588)	(86, 0.7198823026300436)	(88, 0.8225390230915641)	(90, 0.9367713835395937)	(92, 1.062292847952941)	(94, 1.202390275183381)	(96, 1.3594182438398286)	(98, 1.5315350332643405)	(100, 1.715866977853091)	(102, 1.9167868664512082)	(104, 2.1336863291006565)	(106, 2.3659050871439096)	(108, 2.611638794186658)	(110, 2.8775732907233507)	(112, 3.159240275901797)	(114, 3.4613156853721536)	(116, 3.787321005307893)	(118, 4.134480158460233)	(120, 4.504323413290171)	(122, 4.892039871528876)	(124, 5.305208203302041)	(126, 5.746093704255459)	(128, 6.2113949811014955)	(130, 6.70526057710348)	(132, 7.221523738761871)	(134, 7.766116592254507)	(136, 8.337577388603723)	(138, 8.935380811770667)
WT-S5-3_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002865360211907092)	(4, 0.00045264385956213476)	(5, 0.0005066289070328481)	(6, 0.0005938355221778466)	(7, 0.0006561259615671311)	(8, 0.000726721792874987)	(9, 0.0007973176241828429)	(10, 0.0009177458070021264)	(12, 0.0010547847736585526)	(14, 0.001177289304457479)	(16, 0.001293564791317477)	(18, 0.0014409854978721171)	(20, 0.001569719072609972)	(22, 0.0017441323028999688)	(24, 0.0019226982291492513)	(26, 0.002099187807418891)	(28, 0.002200928858421389)	(30, 0.0023255097371999585)	(32, 0.0024874648796120984)	(34, 0.0026494200220242383)	(36, 0.002950490479072447)	(38, 0.0032058812805685144)	(40, 0.003471653821962795)	(42, 0.003741579059316362)	(44, 0.004030191428486714)	(46, 0.004277276838064209)	(48, 0.004491140679967419)	(50, 0.004721615305707773)	(52, 0.004964548019325983)	(54, 0.005259389432435263)	(56, 0.005535543713727758)	(58, 0.00574317851169204)	(60, 0.005965347745513822)	(62, 0.0061376846278241755)	(64, 0.006424220649014885)	(66, 0.006640160838897739)	(68, 0.006897627988373448)	(70, 0.00748108177065308)	(72, 0.007933725630215216)	(74, 0.008556630024108062)	(76, 0.009252206597288405)	(78, 0.010387968942153028)	(80, 0.01179573287235086)	(82, 0.012827677818233341)	(84, 0.01374749997321511)	(86, 0.014802284746873662)	(88, 0.016398996343218994)	(90, 0.02427043153404492)	(92, 0.031114074474947656)	(94, 0.03254883092888085)	(96, 0.03341674438437155)	(98, 0.03427427609996403)	(100, 0.035493092364014364)	(102, 0.03718116327146398)	(104, 0.03901457853748859)	(106, 0.04112414808480569)	(108, 0.04365729261996994)	(110, 0.04661193579500167)	(112, 0.05010642944474053)	(114, 0.0542072167045351)	(116, 0.05865267772895037)	(118, 0.06401380821238814)	(120, 0.07050031930079231)	(122, 0.07786512558458539)	(124, 0.08683702520462203)	(126, 0.09714609292354862)	(128, 0.10883385570095805)	(130, 0.12227820886914531)	(132, 0.14032997820416)	(134, 0.16024423167691426)	(136, 0.18423020353774813)	(138, 0.21129747580037195)
WT-S5-3_R2_001 - illumina_universal_adapter	(1, 0.0001536497504935687)	(2, 0.000207634797964282)	(3, 0.00030314680502785174)	(4, 0.0005896828262185609)	(5, 0.0008097757120606998)	(6, 0.0011170752130478371)	(7, 0.0013122519231342621)	(8, 0.0015863298564471144)	(9, 0.0028736656038256627)	(10, 0.0032910115477338695)	(12, 0.003926374029504572)	(14, 0.004433002936537421)	(16, 0.005037220198613481)	(18, 0.006008951053086321)	(20, 0.01539612026905151)	(22, 0.020713647444916772)	(24, 0.02103548138176141)	(26, 0.021413376714056402)	(28, 0.021951150840783893)	(30, 0.02281075890435602)	(32, 0.02416038509112385)	(34, 0.025489247798095256)	(36, 0.027040279738888444)	(38, 0.029027344755406623)	(40, 0.03152934407087622)	(42, 0.03462725525650331)	(44, 0.0383023911804711)	(46, 0.04197129806049996)	(48, 0.046975296691439156)	(50, 0.052741315030907274)	(52, 0.05950398040060394)	(54, 0.06799624363734307)	(56, 0.07771147583409183)	(58, 0.08862476081509449)	(60, 0.10206496128732245)	(62, 0.1192612752547243)	(64, 0.1388910690542675)	(66, 0.1618886992767914)	(68, 0.18886253588033125)	(70, 0.220290138900205)	(72, 0.25730934702925684)	(74, 0.3009437998214507)	(76, 0.3513990557267712)	(78, 0.40826399784524914)	(80, 0.471692275927378)	(82, 0.5445326394012278)	(84, 0.6257365325370788)	(86, 0.7179263828332201)	(88, 0.8202508876179978)	(90, 0.9336049528706383)	(92, 1.0581027777300218)	(94, 1.19716410731862)	(96, 1.3529898704948544)	(98, 1.5238857673073363)	(100, 1.7065794733401487)	(102, 1.9057157790237527)	(104, 2.121132729215736)	(106, 2.351036359261687)	(108, 2.594091577410696)	(110, 2.8575178455879806)	(112, 3.1360267054893907)	(114, 3.4345204146948625)	(116, 3.7569315762778404)	(118, 4.099842521463832)	(120, 4.464129469100246)	(122, 4.845755998714658)	(124, 5.252203192077719)	(126, 5.68562837474028)	(128, 6.1423481053864535)	(130, 6.626348972137154)	(132, 7.132307218772578)	(134, 7.665586052124141)	(136, 8.225593713017648)	(138, 8.809666246995214)
WT-S5-3_R2_001 - polyg	(1, 0.02258236062659531)	(2, 0.023483495649760294)	(3, 0.023861390982055287)	(4, 0.02412301082749028)	(5, 0.024272507882024567)	(6, 0.024459379200192418)	(7, 0.024691930173912417)	(8, 0.02491617575571384)	(9, 0.025148726729433836)	(10, 0.025539080149606687)	(12, 0.025989647661189177)	(14, 0.026392459169239886)	(16, 0.02682433954900559)	(18, 0.027320586716140224)	(20, 0.02779399405549879)	(22, 0.028271554090816636)	(24, 0.02883424439329984)	(26, 0.029336720604373402)	(28, 0.029766524636159468)	(30, 0.0302191684957216)	(32, 0.03073202644669338)	(34, 0.03135700718856587)	(36, 0.03193423192690657)	(38, 0.032546754580901206)	(40, 0.03331085063740976)	(42, 0.03384654841615761)	(44, 0.03434694827925153)	(46, 0.03489302779789759)	(48, 0.03555123010744436)	(50, 0.036182439893255786)	(52, 0.036875940118456484)	(54, 0.037529989732043974)	(56, 0.03817988664967217)	(58, 0.0389813569698143)	(60, 0.03980774346571214)	(62, 0.04051785447474999)	(64, 0.041321401142871764)	(66, 0.04209587893927853)	(68, 0.04290150195537995)	(70, 0.04377564445480957)	(72, 0.04462487077848349)	(74, 0.045393119530951334)	(76, 0.046371079429363096)	(78, 0.04750061273028879)	(80, 0.048937445532201626)	(82, 0.05033690407048089)	(84, 0.0526748718955587)	(86, 0.054338026627252595)	(88, 0.05586829508824936)	(90, 0.057508609992167184)	(92, 0.05991302095259357)	(94, 0.0645308188593192)	(96, 0.07541711131658652)	(98, 0.07812466908204074)	(100, 0.07964870849909858)	(102, 0.08126618357524033)	(104, 0.0830393847498553)	(106, 0.08517387047292813)	(108, 0.08778383988333914)	(110, 0.09039173294577052)	(112, 0.09338167403645618)	(114, 0.09682633533468363)	(116, 0.10057829613389821)	(118, 0.10518571230072563)	(120, 0.11024784867509482)	(122, 0.115716949253474)	(124, 0.12230727774086031)	(126, 0.1301475677119916)	(128, 0.13877271721942788)	(130, 0.14913576998582517)	(132, 0.16088789955060356)	(134, 0.17425335149556437)	(136, 0.1903720408615316)	(138, 0.20985233760654054)
WT-WYS-2_R1_001 - illumina_universal_adapter	(1, 0.0001682083403715244)	(2, 0.0002611655811031563)	(3, 0.00038068203347239735)	(4, 0.0006684068262131629)	(5, 0.000872027448768166)	(6, 0.001084501141869039)	(7, 0.001327960581880456)	(8, 0.0016156853746212214)	(9, 0.002169002283738078)	(10, 0.0027001865164902605)	(12, 0.003361953539794021)	(14, 0.003948469463457889)	(16, 0.004650075304218064)	(18, 0.005353894412614704)	(20, 0.008368364933483339)	(22, 0.009138582070974004)	(24, 0.009634354021542708)	(26, 0.010050448337198585)	(28, 0.01069893575468354)	(30, 0.011613015288544588)	(32, 0.01295204220860738)	(34, 0.01454116837159099)	(36, 0.016209972169487434)	(38, 0.018210766112853986)	(40, 0.020782583106429137)	(42, 0.023912143544394075)	(44, 0.027889385487126044)	(46, 0.03222739005460219)	(48, 0.03750603336757701)	(50, 0.043621291847136506)	(52, 0.05082105146856505)	(54, 0.059536899420973774)	(56, 0.06956742834944415)	(58, 0.08139291733108961)	(60, 0.09520149411500989)	(62, 0.111840840205972)	(64, 0.1313353015479771)	(66, 0.1533639543337374)	(68, 0.17962216157278693)	(70, 0.21089784654370813)	(72, 0.2478306435934401)	(74, 0.29142980276421193)	(76, 0.3417595088174812)	(78, 0.3992358560689038)	(80, 0.4648171894050701)	(82, 0.5399133603104098)	(84, 0.6277845120134397)	(86, 0.7279614317752283)	(88, 0.8411324458307172)	(90, 0.96562875038201)	(92, 1.1051730615936448)	(94, 1.262461139446839)	(96, 1.4381237652179855)	(98, 1.63099233359503)	(100, 1.8439086802231965)	(102, 2.075197361501679)	(104, 2.3273394504509577)	(106, 2.6036238627788233)	(108, 2.900177380121457)	(110, 3.219056128113138)	(112, 3.5626858480834342)	(114, 3.929886868382108)	(116, 4.328841639461181)	(118, 4.756241326204133)	(120, 5.209483125870478)	(122, 5.68854047924858)	(124, 6.199369289548171)	(126, 6.739519469495683)	(128, 7.312284361334179)	(130, 7.912088743887397)	(132, 8.543157745073355)	(134, 9.198689993445186)	(136, 9.889924462060874)	(138, 10.614346878885392)
WT-WYS-2_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002434594400114169)	(4, 0.0004072412451100065)	(5, 0.0005001984858416384)	(6, 0.0006108618676650097)	(7, 0.0006905395025778371)	(8, 0.0008277620960388175)	(9, 0.0009605581542268631)	(10, 0.001181884917873606)	(12, 0.0015028087251613826)	(14, 0.001779467179719811)	(16, 0.0020516990990053045)	(18, 0.002334997356473135)	(20, 0.002660347699033847)	(22, 0.003047669535415646)	(24, 0.003399579089613967)	(26, 0.003693943685264135)	(28, 0.003994948083823705)	(30, 0.004240620791471589)	(32, 0.004552691528213497)	(34, 0.004895748011865948)	(36, 0.00535832094788764)	(38, 0.005743429516632972)	(40, 0.006265760678839285)	(42, 0.006655295782857552)	(44, 0.007053683957421689)	(46, 0.0074078067792564765)	(48, 0.007881446053460505)	(50, 0.008339592454209264)	(52, 0.008848644010596771)	(54, 0.009291297537890257)	(56, 0.00972731126227434)	(58, 0.010304974115392338)	(60, 0.010822878742325716)	(62, 0.011258892466709799)	(64, 0.011783436896552578)	(66, 0.012272569044211881)	(68, 0.012668743951139549)	(70, 0.013421254947538475)	(72, 0.014193685352665606)	(74, 0.01518744252143948)	(76, 0.01613472106984754)	(78, 0.01733873866408582)	(80, 0.018790642233608452)	(82, 0.01996146081329972)	(84, 0.021041535419895823)	(86, 0.022458026707234978)	(88, 0.023967475235305763)	(90, 0.027154580631818855)	(92, 0.028717147583164862)	(94, 0.029821568133762105)	(96, 0.03087287026108413)	(98, 0.0320503286436848)	(100, 0.03370806610339891)	(102, 0.03575091213185834)	(104, 0.03808369622069501)	(106, 0.040611247861540814)	(108, 0.043315860913304007)	(110, 0.04665125524146042)	(112, 0.05058865836673597)	(114, 0.055225454065135224)	(116, 0.0602894104173727)	(118, 0.06628293917692649)	(120, 0.07343843344562567)	(122, 0.08160096448891754)	(124, 0.09134155535701069)	(126, 0.10256282227390054)	(128, 0.11505893134939564)	(130, 0.12947615673334445)	(132, 0.14752756757637278)	(134, 0.16782101853514264)	(136, 0.19073055184021695)	(138, 0.21752215657965512)
WT-WYS-2_R2_001 - illumina_universal_adapter	(1, 0.0001682083403715244)	(2, 0.0002611655811031563)	(3, 0.00038068203347239735)	(4, 0.0006772598967590325)	(5, 0.0008764539840411009)	(6, 0.0011022072829607785)	(7, 0.0013368136524263257)	(8, 0.0016156853746212214)	(9, 0.0021867084248298175)	(10, 0.002713466122309065)	(12, 0.0033862994837951625)	(14, 0.0039883082809143025)	(16, 0.004714260065675619)	(18, 0.005437998582800467)	(20, 0.008253275016387033)	(22, 0.009025705421514166)	(24, 0.009508197766264066)	(26, 0.00992429208191994)	(28, 0.01059491217576957)	(30, 0.011500138639084747)	(32, 0.012828099220965204)	(34, 0.014441571327949959)	(36, 0.01609930878766406)	(38, 0.018124448675031754)	(40, 0.020691839133333972)	(42, 0.02383246590948125)	(44, 0.027836267063850825)	(46, 0.03215435222259878)	(48, 0.037390943450480704)	(50, 0.04347742945076613)	(52, 0.05069046867801347)	(54, 0.05937975741878458)	(56, 0.0693461015857974)	(58, 0.08119593651144401)	(60, 0.09500893983063721)	(62, 0.11168148493614635)	(64, 0.13110069517851153)	(66, 0.15308286934390603)	(68, 0.17925254587749687)	(70, 0.21049503183387108)	(72, 0.24718879597886453)	(74, 0.2906352396827201)	(76, 0.34066836787270277)	(78, 0.397830431119747)	(80, 0.46308862738098905)	(82, 0.5376735334623048)	(84, 0.624978088650399)	(86, 0.724417990289244)	(88, 0.8369161709832468)	(90, 0.9605227419446796)	(92, 1.098801064068255)	(94, 1.2547257690573854)	(96, 1.4288523870888237)	(98, 1.6196006450701321)	(100, 1.8301532218625516)	(102, 2.058774915639091)	(104, 2.308539955146803)	(106, 2.5819294134061694)	(108, 2.8748000534017217)	(110, 3.189524498039753)	(112, 3.528059275910901)	(114, 3.8898200843591386)	(116, 4.282683942902652)	(118, 4.7030321589558195)	(120, 5.147682053657398)	(122, 5.617211289860508)	(124, 6.118157860163272)	(126, 6.647381137789544)	(128, 7.207251532377981)	(130, 7.794484554756064)	(132, 8.410775567933328)	(134, 9.050547137465877)	(136, 9.725252923372425)	(138, 10.42970281304546)
