Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
BD5-WYS_R1_001	(1, 36.30692093829432)	(2, 36.24588098810673)	(3, 36.396347850333854)	(4, 36.45384266835462)	(5, 36.477419996135836)	(6, 36.470539463724855)	(7, 36.432772484755276)	(8, 36.47173339518288)	(9, 36.4784669345188)	(10, 36.48527450397368)	(15, 36.464755570224256)	(20, 36.44627221516757)	(25, 36.40298426924519)	(30, 36.37505977617981)	(35, 36.358335690701786)	(40, 36.34035092445133)	(45, 36.324169370791324)	(50, 36.30561839719887)	(55, 36.27557804725552)	(60, 36.25962824005484)	(65, 36.23321540897079)	(70, 36.20796884917246)	(75, 36.18655116637026)	(80, 36.17798421545673)	(85, 36.15984706007396)	(90, 36.1192888478471)	(95, 36.093755987192324)	(100, 36.06499960626855)	(105, 36.00161697546257)	(110, 35.99123967745864)	(115, 35.90536054828073)	(120, 35.90899594176906)	(125, 35.841295673386206)	(130, 35.734071006777775)	(135, 35.6825145885033)	(140, 35.5546246749564)	(145, 35.446912151413194)	(150, 35.32542270191001)
BD5-WYS_R2_001	(1, 35.95979726487885)	(2, 36.11100933380208)	(3, 36.19852081763607)	(4, 36.20645052602952)	(5, 36.19576314837135)	(6, 36.13655949282225)	(7, 36.108109189692065)	(8, 36.12476398704086)	(9, 36.13594733723507)	(10, 36.149380679791335)	(15, 36.11597029844844)	(20, 36.086978487632315)	(25, 36.045097965979025)	(30, 36.01197353264034)	(35, 35.97947163390806)	(40, 35.94078856448955)	(45, 35.89892335318056)	(50, 35.86938642870083)	(55, 35.81424937788279)	(60, 35.75135635106043)	(65, 35.73543774116051)	(70, 35.68737654797779)	(75, 35.6424394395846)	(80, 35.60136214730376)	(85, 35.533362952839575)	(90, 35.49601790768095)	(95, 35.42324556923025)	(100, 35.353774438782075)	(105, 35.28531592538293)	(110, 35.252383305958595)	(115, 35.136063081372455)	(120, 35.02633571135655)	(125, 34.92750965932978)	(130, 34.824839815845564)	(135, 34.76490925888553)	(140, 34.66990593906242)	(145, 34.42840950997002)	(150, 34.27821197726771)
BD5-gam_R1_001	(1, 37.816735316606845)	(2, 38.17230577741605)	(3, 38.86796550274472)	(4, 38.85869318529417)	(5, 38.893151859597964)	(6, 38.83324637276619)	(7, 38.891563632112664)	(8, 38.87867281440216)	(9, 38.92852870661536)	(10, 38.968795522016464)	(15, 39.34618953722766)	(20, 39.46484669429705)	(25, 39.274129870315775)	(30, 39.191662923596205)	(35, 39.29678989573763)	(40, 39.243180824300296)	(45, 39.16319338015878)	(50, 39.05128785311009)	(55, 38.98804143092481)	(60, 39.0041246949436)	(65, 39.00135027283601)	(70, 38.924052740740436)	(75, 38.80525918696726)	(80, 38.646503702938745)	(85, 38.79784341883349)	(90, 38.7699349082347)	(95, 38.56070567741907)	(100, 39.002970414832404)	(105, 39.05788010143525)	(110, 39.07660798915915)	(115, 39.082232877433654)	(120, 39.073501184439394)	(125, 39.051096529637746)	(130, 39.014325205255396)	(135, 38.97905791185235)	(140, 38.914456902032775)	(145, 38.817519621511074)	(150, 38.75092588379662)
BD5-gam_R2_001	(1, 37.361607599770764)	(2, 38.491725385924795)	(3, 38.719025823522365)	(4, 38.818668830200586)	(5, 38.91348308000934)	(6, 38.86719899553132)	(7, 38.9091374714839)	(8, 38.89206825220166)	(9, 38.986097863101264)	(10, 39.00358413865158)	(15, 39.11043378548398)	(20, 39.17180853951747)	(25, 38.837863738602294)	(30, 38.786039344075675)	(35, 38.764376984538806)	(40, 38.85794265578561)	(45, 38.858175300438276)	(50, 38.82938269926078)	(55, 38.81581270639928)	(60, 38.81809203778277)	(65, 38.7899714954065)	(70, 38.730002452209604)	(75, 38.6395027825507)	(80, 38.78852597663636)	(85, 38.64794554083833)	(90, 38.577284400249006)	(95, 38.569756583688594)	(100, 38.519841047739355)	(105, 38.643707509163406)	(110, 38.6089706701076)	(115, 38.55722200608468)	(120, 38.50264141657622)	(125, 38.431081693684426)	(130, 38.31591304761257)	(135, 38.20562252297434)	(140, 38.01197173159569)	(145, 37.81791410858943)	(150, 37.681684311839945)
BF16-S5_R1_001	(1, 37.903916848516296)	(2, 38.24405946448664)	(3, 38.911079549384276)	(4, 38.892076839304494)	(5, 38.92243797017803)	(6, 38.8675456138193)	(7, 38.93700382342198)	(8, 38.92698449134505)	(9, 38.97313597741513)	(10, 39.010154044738314)	(15, 39.37108460640537)	(20, 39.486552810167176)	(25, 39.30404109321879)	(30, 39.22151366187022)	(35, 39.33028022850557)	(40, 39.29150263437401)	(45, 39.2277608525006)	(50, 39.15390707219041)	(55, 39.200358203583605)	(60, 39.232207093113864)	(65, 39.2202571578719)	(70, 39.11185972386771)	(75, 38.965642314580364)	(80, 38.82246055106077)	(85, 38.947742154732126)	(90, 38.91969886673129)	(95, 38.70348212913798)	(100, 39.11742670902202)	(105, 39.150326045764665)	(110, 39.16019503801302)	(115, 39.1587126379543)	(120, 39.14828810863548)	(125, 39.125106713986824)	(130, 39.08946296504686)	(135, 39.04614990341439)	(140, 38.971554106823284)	(145, 38.86670826434138)	(150, 38.79201374492849)
BF16-S5_R2_001	(1, 37.44010501855134)	(2, 38.58566927705161)	(3, 38.79130908929132)	(4, 38.878608003228116)	(5, 38.95002440654462)	(6, 38.902281977651654)	(7, 38.98896116349868)	(8, 39.00065586747165)	(9, 39.07033365497383)	(10, 39.1030900417684)	(15, 39.203648170904884)	(20, 39.256372077118456)	(25, 38.96429562413148)	(30, 38.919041728150354)	(35, 38.94630887930904)	(40, 38.98375293024962)	(45, 38.96923556608665)	(50, 38.94833789374947)	(55, 38.936638416885714)	(60, 38.939540695872516)	(65, 38.91583903120536)	(70, 38.85303465505022)	(75, 38.76245340044791)	(80, 38.90218032629375)	(85, 38.759925587766546)	(90, 38.69550060957168)	(95, 38.688327179045835)	(100, 38.66318623234108)	(105, 38.776277823118164)	(110, 38.74221974563607)	(115, 38.692754328095994)	(120, 38.64318892908668)	(125, 38.575296352277725)	(130, 38.47084958826652)	(135, 38.371133805812136)	(140, 38.20462802170407)	(145, 38.04753684565755)	(150, 37.944459627138784)
BF16-WYS_R1_001	(1, 36.29869071471239)	(2, 36.23859468918004)	(3, 36.39339213075476)	(4, 36.45012465121229)	(5, 36.47455420295244)	(6, 36.46751275213354)	(7, 36.4299888693423)	(8, 36.47002967354177)	(9, 36.47669640700005)	(10, 36.48302476977835)	(15, 36.46531658648662)	(20, 36.44407045704678)	(25, 36.39881563692343)	(30, 36.371999210326074)	(35, 36.353168073916635)	(40, 36.33429972034572)	(45, 36.31609367129231)	(50, 36.297555435257664)	(55, 36.266307267578746)	(60, 36.2489550945219)	(65, 36.2204953643611)	(70, 36.195609007275735)	(75, 36.17132910432943)	(80, 36.16462771587966)	(85, 36.14767286804874)	(90, 36.107685368481924)	(95, 36.08020030585083)	(100, 36.053722455235516)	(105, 35.990894409197274)	(110, 35.98555021532904)	(115, 35.90307166405878)	(120, 35.91670338562842)	(125, 35.861082608794916)	(130, 35.770161190055695)	(135, 35.74419664391864)	(140, 35.64059098914379)	(145, 35.57099536526444)	(150, 35.473149936709476)
BF16-WYS_R2_001	(1, 35.979469709648654)	(2, 36.1387309522781)	(3, 36.208756864685725)	(4, 36.21688653972209)	(5, 36.21482641544699)	(6, 36.166192446230156)	(7, 36.129509275465956)	(8, 36.136369239244104)	(9, 36.14665269736552)	(10, 36.170688841043464)	(15, 36.1342616409155)	(20, 36.1093877333484)	(25, 36.0678995412566)	(30, 36.03600977993423)	(35, 36.00412811572599)	(40, 35.96828982872715)	(45, 35.927343223528474)	(50, 35.89920936525688)	(55, 35.84302119916454)	(60, 35.78096187803118)	(65, 35.76798972635531)	(70, 35.718313454890776)	(75, 35.67695551465208)	(80, 35.63594241621498)	(85, 35.57188755062955)	(90, 35.531514296662166)	(95, 35.46269625852558)	(100, 35.39338087198856)	(105, 35.32786479757461)	(110, 35.2955947264629)	(115, 35.184707269615345)	(120, 35.076572084271085)	(125, 34.97996053765495)	(130, 34.880613266883344)	(135, 34.82385843419551)	(140, 34.72954875916243)	(145, 34.49528670764277)	(150, 34.354576035597084)
BF16-gam_R1_001	(1, 37.86010979897603)	(2, 38.185184808041086)	(3, 38.88249629646311)	(4, 38.86209219889405)	(5, 38.89627962217559)	(6, 38.83546361362719)	(7, 38.8946335187468)	(8, 38.88839858705865)	(9, 38.940715145711614)	(10, 38.98607637233217)	(15, 39.36127575953104)	(20, 39.48554874846727)	(25, 39.3089267070131)	(30, 39.232965071706154)	(35, 39.32614245015361)	(40, 39.27943522816692)	(45, 39.15384070891195)	(50, 38.95110267323724)	(55, 38.93337221108741)	(60, 38.97887274748422)	(65, 38.94693738795148)	(70, 38.877135813976864)	(75, 38.79874591174893)	(80, 38.65228043550134)	(85, 38.79180560600765)	(90, 38.76415976302586)	(95, 38.56812022860589)	(100, 39.02192136132192)	(105, 39.08683183184653)	(110, 39.11437109390681)	(115, 39.1241188095287)	(120, 39.11654708624093)	(125, 39.091937272088465)	(130, 39.04926221367556)	(135, 39.00188053184716)	(140, 38.93225073540379)	(145, 38.82326772222772)	(150, 38.74312842550644)
BF16-gam_R2_001	(1, 37.502549867606106)	(2, 38.55275341118676)	(3, 38.790270509141266)	(4, 38.87893724565212)	(5, 38.96872560145145)	(6, 38.92807746046542)	(7, 38.922773675791774)	(8, 38.909853023682075)	(9, 39.00688820328444)	(10, 39.04466961252469)	(15, 39.15932636262252)	(20, 39.22121637891841)	(25, 38.93262388612395)	(30, 38.89704551915281)	(35, 38.911623789190664)	(40, 38.88719183619384)	(45, 38.8763586113801)	(50, 38.85131044989773)	(55, 38.879522657421134)	(60, 38.88807153350089)	(65, 38.845890984975995)	(70, 38.78765525562809)	(75, 38.700128036794176)	(80, 38.85282258304033)	(85, 38.714553537363216)	(90, 38.6382182160816)	(95, 38.62393304357788)	(100, 38.55747425148411)	(105, 38.67757602817006)	(110, 38.63839909293944)	(115, 38.579625328373744)	(120, 38.51798253438439)	(125, 38.436052171648285)	(130, 38.308977190651454)	(135, 38.19253090197238)	(140, 38.00033023897482)	(145, 37.81595417438135)	(150, 37.69586388608479)
BF5-S5_R1_001	(1, 36.2909806293778)	(2, 36.22494600466153)	(3, 36.38329070447327)	(4, 36.4409758684854)	(5, 36.46498381905394)	(6, 36.45422688099693)	(7, 36.41693596758015)	(8, 36.45628592434248)	(9, 36.46644661846354)	(10, 36.47407962208986)	(15, 36.45593185032144)	(20, 36.43717286276721)	(25, 36.39268672378277)	(30, 36.364323192267236)	(35, 36.34907404660999)	(40, 36.329949519929144)	(45, 36.313289650014745)	(50, 36.29668315079998)	(55, 36.26827011574447)	(60, 36.25336232241932)	(65, 36.227866879116924)	(70, 36.2042702209468)	(75, 36.18184158136633)	(80, 36.17638311960458)	(85, 36.15937405588825)	(90, 36.121166382108974)	(95, 36.09550414441163)	(100, 36.068843517137864)	(105, 36.00554351979228)	(110, 35.99636808443851)	(115, 35.91035262505379)	(120, 35.91264166211886)	(125, 35.845673970679236)	(130, 35.742313949560845)	(135, 35.694480915396625)	(140, 35.573474577199875)	(145, 35.47863653886289)	(150, 35.36533963183569)
BF5-S5_R2_001	(1, 36.00696429671635)	(2, 36.17279487275024)	(3, 36.27153807021428)	(4, 36.25904003362578)	(5, 36.25233445670912)	(6, 36.20060583877792)	(7, 36.16889780835788)	(8, 36.179199454116805)	(9, 36.189004749446774)	(10, 36.2091844165155)	(15, 36.17366966907292)	(20, 36.14867228086684)	(25, 36.1074516611131)	(30, 36.07725493032416)	(35, 36.047123843839806)	(40, 36.01255230345612)	(45, 35.97337455706045)	(50, 35.94917700851822)	(55, 35.89549672180292)	(60, 35.83962463224846)	(65, 35.82268776850033)	(70, 35.77818393019826)	(75, 35.73516874380384)	(80, 35.69601269051789)	(85, 35.632185834068174)	(90, 35.59383710150052)	(95, 35.52764601754395)	(100, 35.45917042606699)	(105, 35.395693922593004)	(110, 35.36347282626298)	(115, 35.25502299961548)	(120, 35.150337341493334)	(125, 35.055677348355836)	(130, 34.956205478654766)	(135, 34.89859514466904)	(140, 34.80511197594568)	(145, 34.57542982091495)	(150, 34.4356964649826)
BF5-WYS_R1_001	(1, 36.29208068117275)	(2, 36.228813099127606)	(3, 36.38882235788407)	(4, 36.4457162421777)	(5, 36.473392376076596)	(6, 36.46275143153248)	(7, 36.424000013418485)	(8, 36.46462985206746)	(9, 36.47311394245859)	(10, 36.480224407432246)	(15, 36.463040834764115)	(20, 36.44208432722744)	(25, 36.39768474898727)	(30, 36.36898163952533)	(35, 36.351000832575224)	(40, 36.33155734338266)	(45, 36.31189457094281)	(50, 36.293654065938036)	(55, 36.26211761765656)	(60, 36.243795972734475)	(65, 36.21574041432516)	(70, 36.19033782510217)	(75, 36.16662352483122)	(80, 36.16028886649213)	(85, 36.14152935954607)	(90, 36.103812070726335)	(95, 36.0752909075699)	(100, 36.04807981651895)	(105, 35.986455999206626)	(110, 35.98242752601457)	(115, 35.90141990661991)	(120, 35.91385694927749)	(125, 35.85950463556331)	(130, 35.7711054087198)	(135, 35.74513660963879)	(140, 35.641615569135716)	(145, 35.57222290036836)	(150, 35.472486083036536)
BF5-WYS_R2_001	(1, 35.630100267552066)	(2, 35.93395810370772)	(3, 36.05929491298845)	(4, 36.05721794076954)	(5, 36.05748681371512)	(6, 36.00871333686547)	(7, 35.96493132774467)	(8, 35.973768743687806)	(9, 35.98468472529525)	(10, 36.01090059227946)	(15, 35.97016010142699)	(20, 35.942260147154684)	(25, 35.89637694544483)	(30, 35.85906487817795)	(35, 35.82308914970608)	(40, 35.781783329583845)	(45, 35.735794155368055)	(50, 35.70351972381398)	(55, 35.64136120492987)	(60, 35.572739218612114)	(65, 35.5569510428576)	(70, 35.50095866288125)	(75, 35.453292982822866)	(80, 35.40829566127879)	(85, 35.33783645756959)	(90, 35.294520220927005)	(95, 35.221666899044116)	(100, 35.14624151306867)	(105, 35.07626913209013)	(110, 35.045203320488625)	(115, 34.927909460432126)	(120, 34.81317448919067)	(125, 34.7121290925601)	(130, 34.608494783248446)	(135, 34.55339776024475)	(140, 34.45816744133972)	(145, 34.21339025847152)	(150, 34.06599476385453)
BF5-gam_R1_001	(1, 36.308972856136)	(2, 36.244765945525764)	(3, 36.397315490884544)	(4, 36.45410949624546)	(5, 36.47732917335301)	(6, 36.47313808271755)	(7, 36.43481965900287)	(8, 36.47070753241818)	(9, 36.47990806674164)	(10, 36.48747816255041)	(15, 36.469060180514944)	(20, 36.44923271908292)	(25, 36.40489859232272)	(30, 36.37756131321497)	(35, 36.35954005599174)	(40, 36.340052486137225)	(45, 36.32580745211183)	(50, 36.30572817164638)	(55, 36.27701693960467)	(60, 36.26206504886197)	(65, 36.23562742696028)	(70, 36.21158989001252)	(75, 36.188499161368334)	(80, 36.17972901928867)	(85, 36.16492059262723)	(90, 36.12979120387702)	(95, 36.10040058325012)	(100, 36.07138247450462)	(105, 36.010390276250874)	(110, 36.0038010507471)	(115, 35.92142050307125)	(120, 35.93128179773006)	(125, 35.86968465559952)	(130, 35.77297943149085)	(135, 35.73470437252068)	(140, 35.62474832418785)	(145, 35.54055192810543)	(150, 35.43302834980606)
BF5-gam_R2_001	(1, 35.9331463223984)	(2, 36.144267030915344)	(3, 36.24114709499652)	(4, 36.21481657604649)	(5, 36.215327164613065)	(6, 36.16560810024593)	(7, 36.12788232803953)	(8, 36.139359682177016)	(9, 36.14719314577531)	(10, 36.1724123739079)	(15, 36.134140259035874)	(20, 36.10827725224741)	(25, 36.06549369395803)	(30, 36.03256844070205)	(35, 35.999461548731446)	(40, 35.96271878661271)	(45, 35.92121742100265)	(50, 35.89087776882282)	(55, 35.836537191224906)	(60, 35.77723982225083)	(65, 35.76218862889897)	(70, 35.71359724517398)	(75, 35.66921232513299)	(80, 35.626233568584226)	(85, 35.5604800352017)	(90, 35.52457623482248)	(95, 35.45333685259292)	(100, 35.380660909816626)	(105, 35.315773495202585)	(110, 35.27977458831283)	(115, 35.16620446981629)	(120, 35.05782247444847)	(125, 34.9564075128073)	(130, 34.85297157955076)	(135, 34.79299949612671)	(140, 34.693799194371834)	(145, 34.454203221761496)	(150, 34.30274904784414)
Cross-S5-1_R1_001	(1, 36.30207783647822)	(2, 36.23454154947081)	(3, 36.392418385597445)	(4, 36.449633105223015)	(5, 36.47359712954186)	(6, 36.46341787946604)	(7, 36.424568036493284)	(8, 36.464053068084866)	(9, 36.47307198439821)	(10, 36.47936112903996)	(15, 36.461470719614596)	(20, 36.43982658550528)	(25, 36.394535678453266)	(30, 36.36703189694718)	(35, 36.34943696644584)	(40, 36.3293801637415)	(45, 36.31068258847402)	(50, 36.29115922989839)	(55, 36.26035012800747)	(60, 36.24166653679657)	(65, 36.2156822316329)	(70, 36.189655608504026)	(75, 36.164969237171235)	(80, 36.15624605126631)	(85, 36.13731869546813)	(90, 36.09754621721172)	(95, 36.0671238754599)	(100, 36.03577060706009)	(105, 35.96636032691905)	(110, 35.95089830416832)	(115, 35.856304483284724)	(120, 35.850688051782)	(125, 35.7713011265396)	(130, 35.650779477791126)	(135, 35.585308997925)	(140, 35.439802313450684)	(145, 35.31678319602603)	(150, 35.18564524780415)
Cross-S5-1_R2_001	(1, 35.695038056638325)	(2, 35.903150044011674)	(3, 36.01230722720811)	(4, 36.03051538335767)	(5, 36.021777519908895)	(6, 35.967497356460804)	(7, 35.919931140524035)	(8, 35.937727167093435)	(9, 35.95249943673211)	(10, 35.983315907877916)	(15, 35.94429292170876)	(20, 35.92050575188634)	(25, 35.87311170369133)	(30, 35.837803103949966)	(35, 35.8012931861103)	(40, 35.75923753436619)	(45, 35.7129971136831)	(50, 35.68012866703782)	(55, 35.61774195742422)	(60, 35.547667232646276)	(65, 35.53285665355125)	(70, 35.47678691951924)	(75, 35.426584651762504)	(80, 35.382355039345306)	(85, 35.308837295044505)	(90, 35.26789535337997)	(95, 35.19180683651186)	(100, 35.11779070348301)	(105, 35.04649190507927)	(110, 35.0188600341874)	(115, 34.899333593022725)	(120, 34.78563889210759)	(125, 34.68541275810063)	(130, 34.58354985695301)	(135, 34.529927530960876)	(140, 34.436595247257365)	(145, 34.19375242649102)	(150, 34.042790184320154)
Cross-S5-2_R1_001	(1, 36.31032616566602)	(2, 36.2495058616319)	(3, 36.40302020293395)	(4, 36.46085364604333)	(5, 36.48451017789858)	(6, 36.47576950039889)	(7, 36.43648387431955)	(8, 36.47598849229378)	(9, 36.485242196851864)	(10, 36.4938919675059)	(15, 36.47699402094401)	(20, 36.456075691548925)	(25, 36.41357597031238)	(30, 36.38666523497458)	(35, 36.36927165940908)	(40, 36.350169859378994)	(45, 36.33105419059295)	(50, 36.3125329711771)	(55, 36.28315673930202)	(60, 36.264155637547006)	(65, 36.237742087611664)	(70, 36.21221659109485)	(75, 36.188515654376566)	(80, 36.18059257584595)	(85, 36.162889708023954)	(90, 36.12437564658143)	(95, 36.09687200365819)	(100, 36.06952789527087)	(105, 36.00632657865974)	(110, 36.0014388724716)	(115, 35.91915894105837)	(120, 35.932388872025875)	(125, 35.87779480642125)	(130, 35.789179717886995)	(135, 35.76515082674007)	(140, 35.6644680645223)	(145, 35.59735579526209)	(150, 35.50408441439726)
Cross-S5-2_R2_001	(1, 35.60376715747059)	(2, 35.911586351858084)	(3, 36.01609612348542)	(4, 36.01498830362609)	(5, 36.0294567846495)	(6, 35.981504099466896)	(7, 35.93145940962942)	(8, 35.95799754454333)	(9, 35.96998104846918)	(10, 36.00389849415123)	(15, 35.97348404925001)	(20, 35.951054639245015)	(25, 35.909683007588065)	(30, 35.87473186462866)	(35, 35.839797345178134)	(40, 35.79977505287007)	(45, 35.75581017575031)	(50, 35.72515289609291)	(55, 35.66666739493468)	(60, 35.597936317420015)	(65, 35.58283101351962)	(70, 35.529018026313814)	(75, 35.48111643924001)	(80, 35.43917768653075)	(85, 35.370258854703806)	(90, 35.328427617734995)	(95, 35.25680351626305)	(100, 35.1845426869056)	(105, 35.115388729246376)	(110, 35.08864688145165)	(115, 34.97088500199994)	(120, 34.861442534758474)	(125, 34.763408851072214)	(130, 34.664305607171656)	(135, 34.61064595082744)	(140, 34.518946335513704)	(145, 34.27882150355728)	(150, 34.13507960066751)
Cross-S5-3_R1_001	(1, 36.29735050915828)	(2, 36.23630430826371)	(3, 36.39196005487311)	(4, 36.44980519384917)	(5, 36.47337489557967)	(6, 36.46463037620416)	(7, 36.4241808432502)	(8, 36.4639783943457)	(9, 36.473515850503105)	(10, 36.480079933115235)	(15, 36.46137153844806)	(20, 36.44261434968164)	(25, 36.39641409106681)	(30, 36.36785615314848)	(35, 36.351672201920636)	(40, 36.33252882454134)	(45, 36.318589349609766)	(50, 36.29853308437685)	(55, 36.26928470254896)	(60, 36.25532891064756)	(65, 36.229426561744404)	(70, 36.202693545789046)	(75, 36.18313478696946)	(80, 36.17348612626337)	(85, 36.156645288503285)	(90, 36.11744921767839)	(95, 36.091327439071186)	(100, 36.06027546146403)	(105, 35.996471100276885)	(110, 35.98475203999147)	(115, 35.89578976878078)	(120, 35.892801959987786)	(125, 35.81680037202343)	(130, 35.704341960477386)	(135, 35.644247527648034)	(140, 35.507613177525585)	(145, 35.39018759462514)	(150, 35.26217136616596)
Cross-S5-3_R2_001	(1, 35.804161776875326)	(2, 36.06801332050161)	(3, 36.17712937545034)	(4, 36.156125175289816)	(5, 36.15059448043867)	(6, 36.10091466503561)	(7, 36.06013347856278)	(8, 36.07291847343205)	(9, 36.081577269912216)	(10, 36.10442778791285)	(15, 36.06530588830046)	(20, 36.03747624652546)	(25, 35.99300447161635)	(30, 35.959597144207954)	(35, 35.92609121804655)	(40, 35.8890571065195)	(45, 35.84534879679118)	(50, 35.81434737304191)	(55, 35.7572779043052)	(60, 35.69765719501271)	(65, 35.68057735241179)	(70, 35.63091402821207)	(75, 35.58349771540644)	(80, 35.541462282753656)	(85, 35.471709327600585)	(90, 35.43506074259897)	(95, 35.363017113129914)	(100, 35.288046708872415)	(105, 35.222958568922465)	(110, 35.188259326045554)	(115, 35.07418107410962)	(120, 34.96321654953673)	(125, 34.8637894206622)	(130, 34.76249264407828)	(135, 34.70371372664868)	(140, 34.60956315560264)	(145, 34.36974304126538)	(150, 34.21784692312738)
Cross-WYS-1_R1_001	(1, 36.30054166818786)	(2, 36.24016351733468)	(3, 36.394662028216416)	(4, 36.450995189732375)	(5, 36.4760226072884)	(6, 36.468057459194405)	(7, 36.42971516474976)	(8, 36.46756077704355)	(9, 36.47747346370415)	(10, 36.48128988024556)	(15, 36.462531911518795)	(20, 36.44231572689989)	(25, 36.396527374962645)	(30, 36.36895079814635)	(35, 36.35053433552571)	(40, 36.331692038090246)	(45, 36.31551953097364)	(50, 36.29550878465302)	(55, 36.26631700903289)	(60, 36.248897326435056)	(65, 36.22350574680637)	(70, 36.19801176979937)	(75, 36.17540413487891)	(80, 36.168233471962935)	(85, 36.151600271525076)	(90, 36.11108286403264)	(95, 36.08557836759471)	(100, 36.05872259043668)	(105, 35.99739667598358)	(110, 35.991647819352906)	(115, 35.91076030940327)	(120, 35.92060138967871)	(125, 35.86464492279666)	(130, 35.77455066663284)	(135, 35.744074175601476)	(140, 35.639970619848185)	(145, 35.566287723762215)	(150, 35.46548143619522)
Cross-WYS-1_R2_001	(1, 35.95845447695636)	(2, 36.096778558347054)	(3, 36.17309760732449)	(4, 36.17105803405037)	(5, 36.17352349989305)	(6, 36.12417198155758)	(7, 36.08365901285248)	(8, 36.093786584672856)	(9, 36.10094800699068)	(10, 36.12488650255942)	(15, 36.08468383644059)	(20, 36.05714594637854)	(25, 36.013343844513734)	(30, 35.97874024657959)	(35, 35.944169007240056)	(40, 35.906268941421416)	(45, 35.86323672989258)	(50, 35.83399098752911)	(55, 35.77447563627603)	(60, 35.71155699747389)	(65, 35.696044021549575)	(70, 35.64672015075376)	(75, 35.59923450719869)	(80, 35.55715668444863)	(85, 35.48782220759127)	(90, 35.44631062724479)	(95, 35.37251245469683)	(100, 35.29987694740965)	(105, 35.228389089411245)	(110, 35.19413232742822)	(115, 35.07673217796979)	(120, 34.962849858224885)	(125, 34.86176831634033)	(130, 34.756007393303584)	(135, 34.696252100018754)	(140, 34.59594404570301)	(145, 34.351853290653324)	(150, 34.197487753629154)
Cross-WYS-2_R1_001	(1, 36.27695740167188)	(2, 36.21475628821647)	(3, 36.37812639452373)	(4, 36.43745228396104)	(5, 36.46389639746222)	(6, 36.452956995851196)	(7, 36.41372746210451)	(8, 36.45569042398521)	(9, 36.465610877787206)	(10, 36.47204916946832)	(15, 36.454534326369995)	(20, 36.432926676529455)	(25, 36.38810703184322)	(30, 36.36055100587587)	(35, 36.342041505594736)	(40, 36.32285122991336)	(45, 36.30555345950495)	(50, 36.28685711620961)	(55, 36.25549144427771)	(60, 36.23735240621581)	(65, 36.208985988756496)	(70, 36.183627678315226)	(75, 36.15920819454361)	(80, 36.15167909169263)	(85, 36.13375068732215)	(90, 36.09422212372652)	(95, 36.07005306269197)	(100, 36.04206559796531)	(105, 35.97846693738044)	(110, 35.97263505799365)	(115, 35.88795043574435)	(120, 35.89892933332747)	(125, 35.840098600289295)	(130, 35.745373062385106)	(135, 35.71309007883075)	(140, 35.604754316865794)	(145, 35.52832701630515)	(150, 35.42618834648156)
Cross-WYS-2_R2_001	(1, 35.94464672266613)	(2, 36.1266118291557)	(3, 36.213717342446884)	(4, 36.20941773782898)	(5, 36.19911559881436)	(6, 36.14420563833878)	(7, 36.11313531559669)	(8, 36.127456182701366)	(9, 36.13885135679698)	(10, 36.15006691989946)	(15, 36.113009337065016)	(20, 36.083924898003936)	(25, 36.041048210342)	(30, 36.00790524552539)	(35, 35.97423167102872)	(40, 35.93744371586932)	(45, 35.894913630790924)	(50, 35.86515153670104)	(55, 35.80937338890352)	(60, 35.744795336820395)	(65, 35.731995676647806)	(70, 35.681486051896606)	(75, 35.63809949381886)	(80, 35.59582269325465)	(85, 35.52933697365174)	(90, 35.48950963018168)	(95, 35.42037039670868)	(100, 35.354224788971955)	(105, 35.28684192810337)	(110, 35.257444348563425)	(115, 35.14516858323846)	(120, 35.039556517641344)	(125, 34.94258270040219)	(130, 34.84740478621879)	(135, 34.792050302111434)	(140, 34.70085543862208)	(145, 34.46682899493957)	(150, 34.32092395232452)
Cross-WYS-3_R1_001	(1, 36.30367237108585)	(2, 36.24133916150794)	(3, 36.39687851523566)	(4, 36.45418821754817)	(5, 36.48109748438931)	(6, 36.471730814762275)	(7, 36.434068949502446)	(8, 36.475465788814184)	(9, 36.48318061044716)	(10, 36.488111888609836)	(15, 36.47018512082768)	(20, 36.450019813393716)	(25, 36.405394282974505)	(30, 36.37845008506289)	(35, 36.35994797920988)	(40, 36.34120845284434)	(45, 36.32313714242876)	(50, 36.30573390554884)	(55, 36.27522227613308)	(60, 36.25773748331329)	(65, 36.2319672462864)	(70, 36.206657149960904)	(75, 36.184040037415414)	(80, 36.17558674209615)	(85, 36.157741482782406)	(90, 36.11903173287977)	(95, 36.09147554894297)	(100, 36.064164309742466)	(105, 36.00172612497926)	(110, 35.99579357121933)	(115, 35.91470669669763)	(120, 35.92806459122834)	(125, 35.87356821280499)	(130, 35.784321258246436)	(135, 35.75830995331777)	(140, 35.657160452094296)	(145, 35.58937070074378)	(150, 35.49287867030905)
