Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
Cross-gam-3_R1_001	(1.0, 27.677714520345802)	(2.0, 15.93229762255734)	(3.0, 9.840930349537533)	(4.0, 6.42928538286652)	(5.0, 4.273963266587284)	(6.0, 3.0909257936373136)	(7.0, 2.3346681689672546)	(8.0, 1.7617449055565744)	(9.0, 1.4462247889567923)	('>10', 15.389880446493997)	('>50', 4.124092352736212)	('>100', 5.959561783480801)	('>500', 1.0919947461185928)	('>1k', 0.6467158721580506)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-3_R2_001	(1.0, 28.605019875874248)	(2.0, 15.424656420698527)	(3.0, 9.514272388409415)	(4.0, 6.114514708545045)	(5.0, 4.186753468500483)	(6.0, 2.9583598366669603)	(7.0, 2.2016133886929294)	(8.0, 1.7137792380002383)	(9.0, 1.387274809909779)	('>10', 15.285076054595322)	('>50', 4.325941546390668)	('>100', 6.203276231066111)	('>500', 1.1601566937642587)	('>1k', 0.8817420375612587)	('>5k', 0.03756330132487182)	('>10k+', 0.0)
RESUB-WT-WYS-4_R1_001	(1.0, 26.206447182689907)	(2.0, 16.289742953329785)	(3.0, 10.67957568519529)	(4.0, 7.285645607313114)	(5.0, 4.865513271265664)	(6.0, 3.471849101794712)	(7.0, 2.557185780909105)	(8.0, 2.0197305970016433)	(9.0, 1.6709706205560633)	('>10', 15.099465807174447)	('>50', 3.582408316200584)	('>100', 4.801191242242689)	('>500', 0.9313282191215118)	('>1k', 0.5058582154306389)	('>5k', 0.03308739977485835)	('>10k+', 0.0)
RESUB-WT-WYS-4_R2_001	(1.0, 26.82038918130681)	(2.0, 15.681445583443477)	(3.0, 10.427043927948224)	(4.0, 6.9093119996305505)	(5.0, 4.880621649915843)	(6.0, 3.406642591373839)	(7.0, 2.557999344305486)	(8.0, 1.944772014795747)	(9.0, 1.6233283490094657)	('>10', 15.213598807778531)	('>50', 3.618130592918245)	('>100', 5.162693605620353)	('>500', 1.0682935263235307)	('>1k', 0.6085896933534354)	('>5k', 0.07713913227654307)	('>10k+', 0.0)
RNAi-S5-1_R1_001	(1.0, 17.95417159412975)	(2.0, 12.201016853897867)	(3.0, 9.157454069150184)	(4.0, 6.461676379106036)	(5.0, 4.672860291081804)	(6.0, 3.4182427542973723)	(7.0, 2.627300362134627)	(8.0, 2.1757589753632134)	(9.0, 1.7270738532163032)	('>10', 19.800772214893094)	('>50', 6.071386833592654)	('>100', 9.927655691437474)	('>500', 2.1132787276691336)	('>1k', 1.6371446932448075)	('>5k', 0.05420670678569537)	('>10k+', 0.0)
RNAi-S5-1_R2_001	(1.0, 19.356231709495365)	(2.0, 11.53946194781792)	(3.0, 8.332276367985946)	(4.0, 5.878003258326102)	(5.0, 4.414686296650596)	(6.0, 3.287698121061785)	(7.0, 2.5018906394032756)	(8.0, 1.9828019674670097)	(9.0, 1.6503132781056609)	('>10', 19.066648044634967)	('>50', 6.361742841319494)	('>100', 10.509620196563594)	('>500', 2.47373594367095)	('>1k', 2.4429015988523304)	('>5k', 0.12725277485954772)	('>10k+', 0.07473501378553167)
RNAi-S5-2_R1_001	(1.0, 21.63973613180375)	(2.0, 13.386784500637127)	(3.0, 8.858784763488089)	(4.0, 6.035865066408182)	(5.0, 4.157913671118877)	(6.0, 2.958146373935463)	(7.0, 2.115754178500065)	(8.0, 1.737344343193363)	(9.0, 1.3935897577413319)	('>10', 13.39703522451681)	('>50', 4.070243798165085)	('>100', 9.3630341332758)	('>500', 4.11092688089343)	('>1k', 5.601125080014619)	('>5k', 0.7250246095719771)	('>10k+', 0.44869148673593146)
RNAi-S5-2_R2_001	(1.0, 21.917909868165523)	(2.0, 12.928883839796784)	(3.0, 8.718817634421104)	(4.0, 5.861903956470253)	(5.0, 4.004672288471207)	(6.0, 2.9285306207391386)	(7.0, 2.1830329071759564)	(8.0, 1.6999086967204047)	(9.0, 1.4347449862336996)	('>10', 13.270340993801383)	('>50', 3.8347424057893744)	('>100', 9.323478700338345)	('>500', 4.347384389764583)	('>1k', 5.918148672333667)	('>5k', 0.8751965582723312)	('>10k+', 0.7523034815061702)
RNAi-S5-3_R1_001	(1.0, 18.615686133924708)	(2.0, 11.636141912151817)	(3.0, 7.766343218108232)	(4.0, 5.292756445195918)	(5.0, 3.7895989881021586)	(6.0, 2.6153758079057705)	(7.0, 2.010288723862897)	(8.0, 1.5390472882862236)	(9.0, 1.2847281680922142)	('>10', 14.544004146340114)	('>50', 4.823428717839313)	('>100', 11.398123494157906)	('>500', 5.116769785241263)	('>1k', 7.976494444288047)	('>5k', 1.004666510516337)	('>10k+', 0.5865462159872636)
RNAi-S5-3_R2_001	(1.0, 18.78238903291373)	(2.0, 11.29489153511619)	(3.0, 7.575509750959735)	(4.0, 5.067179816097676)	(5.0, 3.449687010382125)	(6.0, 2.541578423100409)	(7.0, 1.903249045879097)	(8.0, 1.5425126202590531)	(9.0, 1.2917999258406736)	('>10', 14.287022390257018)	('>50', 4.835381177653044)	('>100', 11.206804600654538)	('>500', 5.554821774496953)	('>1k', 8.745226983579672)	('>5k', 0.9590700739149441)	('>10k+', 0.9628758388950365)
RNAi-WYS-1_R1_001	(1.0, 25.741169650367546)	(2.0, 15.12629158845003)	(3.0, 9.658098015172953)	(4.0, 6.126529282503414)	(5.0, 4.208895839502508)	(6.0, 2.8369837553210853)	(7.0, 2.1193948993704512)	(8.0, 1.684100786197815)	(9.0, 1.3322634370571933)	('>10', 12.898933424471453)	('>50', 3.254553853474064)	('>100', 7.10437482246315)	('>500', 3.2444647287357755)	('>1k', 4.042478153259401)	('>5k', 0.4649097451315205)	('>10k+', 0.15655801852172865)
RNAi-WYS-1_R2_001	(1.0, 26.545038559426086)	(2.0, 14.78458125210623)	(3.0, 9.193121912338228)	(4.0, 6.0058626804559365)	(5.0, 3.9854360733593537)	(6.0, 2.925303654705124)	(7.0, 2.1031409502036422)	(8.0, 1.6422544414275708)	(9.0, 1.2922402330335339)	('>10', 12.961444920102247)	('>50', 3.1811545876163687)	('>100', 7.254787265384143)	('>500', 3.227992560537949)	('>1k', 4.16607831600279)	('>5k', 0.3381093181462344)	('>10k+', 0.3934532751546982)
RNAi-WYS-2_R1_001	(1.0, 25.522548191345496)	(2.0, 14.955416338283042)	(3.0, 9.420455369772112)	(4.0, 6.09611303711074)	(5.0, 3.8950922482549397)	(6.0, 2.799695734847394)	(7.0, 1.952077161119915)	(8.0, 1.5485767299700133)	(9.0, 1.2300054237765556)	('>10', 10.905785835559833)	('>50', 2.7816856048476835)	('>100', 7.299230290541295)	('>500', 4.065952144066568)	('>1k', 6.471841430105299)	('>5k', 0.5391817269731627)	('>10k+', 0.5163427334259555)
RNAi-WYS-2_R2_001	(1.0, 26.644023870057648)	(2.0, 14.64581176005108)	(3.0, 8.991303764257488)	(4.0, 5.8021528862802425)	(5.0, 3.937222021218982)	(6.0, 2.7082431274115972)	(7.0, 2.0149563314263257)	(8.0, 1.5147582648875668)	(9.0, 1.2546719267212483)	('>10', 10.863428322910071)	('>50', 2.635246442578625)	('>100', 7.166223617614646)	('>500', 3.989380219739991)	('>1k', 6.459630237868906)	('>5k', 0.8059892657344504)	('>10k+', 0.5669579412411335)
RNAi-WYS-3_R1_001	(1.0, 21.982168201591985)	(2.0, 13.959189696230826)	(3.0, 9.541196592064438)	(4.0, 6.456610740897221)	(5.0, 4.322981861385072)	(6.0, 3.301516221347836)	(7.0, 2.4136370436986816)	(8.0, 1.9957898295273084)	(9.0, 1.5489543947682178)	('>10', 13.96921145950126)	('>50', 3.409921792430237)	('>100', 7.437681053345522)	('>500', 3.6292995668930863)	('>1k', 5.33268065137512)	('>5k', 0.47999659161845193)	('>10k+', 0.21916430332469092)
RNAi-WYS-3_R2_001	(1.0, 22.073972998392048)	(2.0, 13.528664438773152)	(3.0, 9.307587541265951)	(4.0, 6.342717646183493)	(5.0, 4.474110266034878)	(6.0, 3.2447244194926133)	(7.0, 2.366601130879466)	(8.0, 1.9367246623089707)	(9.0, 1.5185005687928967)	('>10', 14.015360930221323)	('>50', 3.399888449847925)	('>100', 7.370317719862407)	('>500', 3.9386913141591178)	('>1k', 5.530283507572109)	('>5k', 0.523065997880886)	('>10k+', 0.42878840833304127)
RNAi-gam-1_R1_001	(1.0, 27.893913435858913)	(2.0, 16.85087872238412)	(3.0, 10.625354679602845)	(4.0, 6.820488643904361)	(5.0, 4.447636175806164)	(6.0, 3.012161973724764)	(7.0, 2.124921611761048)	(8.0, 1.6622747650952778)	(9.0, 1.2713974627565996)	('>10', 10.106925015186448)	('>50', 2.211864845523593)	('>100', 5.765539266059215)	('>500', 2.9304662809187434)	('>1k', 3.680524493459827)	('>5k', 0.42420698638346566)	('>10k+', 0.17144564157453912)
RNAi-gam-1_R2_001	(1.0, 28.64590126394707)	(2.0, 16.318178659689327)	(3.0, 10.609044035335545)	(4.0, 6.523720486725117)	(5.0, 4.442390454426435)	(6.0, 2.86679748282156)	(7.0, 2.1819171090395955)	(8.0, 1.6386985441171085)	(9.0, 1.2652204497658914)	('>10', 10.169023042646767)	('>50', 2.155629464633483)	('>100', 5.661824142047657)	('>500', 3.05966442163219)	('>1k', 3.776839153595937)	('>5k', 0.4631893656973122)	('>10k+', 0.22196192387894864)
RNAi-gam-2_R1_001	(1.0, 24.750065473455894)	(2.0, 14.557520277522219)	(3.0, 8.854563310946174)	(4.0, 5.5380969609148885)	(5.0, 3.5111603437796366)	(6.0, 2.420536539323203)	(7.0, 1.7251296852647189)	(8.0, 1.3563434712471039)	(9.0, 1.0415537736437441)	('>10', 9.311851501662582)	('>50', 2.547832084304967)	('>100', 7.7230205187198075)	('>500', 4.818312572769486)	('>1k', 9.383333515072616)	('>5k', 1.441331929975936)	('>10k+', 1.019348041397076)
RNAi-gam-2_R2_001	(1.0, 25.997117676832627)	(2.0, 14.13423205941723)	(3.0, 8.73897742663828)	(4.0, 5.352774927262039)	(5.0, 3.5240585508616604)	(6.0, 2.349102881936429)	(7.0, 1.7505950447480993)	(8.0, 1.3066950006610707)	(9.0, 1.044408176093228)	('>10', 9.170474678416374)	('>50', 2.441219761295946)	('>100', 7.429045737406952)	('>500', 4.93890819356662)	('>1k', 9.215053300803374)	('>5k', 1.3650063491151487)	('>10k+', 1.242330234944965)
RNAi-gam-3_R1_001	(1.0, 29.59083051180999)	(2.0, 17.466923952740444)	(3.0, 11.216533985687832)	(4.0, 7.2189270980239915)	(5.0, 4.911019037874235)	(6.0, 3.4519969670349315)	(7.0, 2.5761761318974794)	(8.0, 1.9167986311325487)	(9.0, 1.5553731794664933)	('>10', 12.992444482444188)	('>50', 2.6602512818343254)	('>100', 3.5188593117461324)	('>500', 0.6067497711669311)	('>1k', 0.317115657140529)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-3_R2_001	(1.0, 30.288254664354902)	(2.0, 17.13012600931922)	(3.0, 10.952295998901821)	(4.0, 7.087944825971566)	(5.0, 4.782682963493416)	(6.0, 3.216585318892109)	(7.0, 2.4394934068079195)	(8.0, 1.9348904009004222)	(9.0, 1.5544839918444466)	('>10', 13.260747512069452)	('>50', 2.675597000719241)	('>100', 3.585308518939549)	('>500', 0.6083768665409538)	('>1k', 0.4403305999323209)	('>5k', 0.04288192131283607)	('>10k+', 0.0)
WT-S5-1_R1_001	(1.0, 24.39909534020544)	(2.0, 14.581340857440647)	(3.0, 9.310419812314235)	(4.0, 6.154571391044052)	(5.0, 4.070727146941051)	(6.0, 2.9607220802682543)	(7.0, 2.258565757137155)	(8.0, 1.7642540208292004)	(9.0, 1.5343063059576878)	('>10', 17.014174925087826)	('>50', 5.013250289074439)	('>100', 8.188167011112618)	('>500', 1.793954313075293)	('>1k', 0.9564507495121506)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-1_R2_001	(1.0, 25.012345010257697)	(2.0, 13.805561544305542)	(3.0, 8.905897373706908)	(4.0, 5.952016076527435)	(5.0, 4.05144856924466)	(6.0, 2.9718568274101536)	(7.0, 2.2092756200005503)	(8.0, 1.7882000471933401)	(9.0, 1.5377073065696074)	('>10', 16.600963041258915)	('>50', 5.283514105099061)	('>100', 8.475103524516483)	('>500', 1.9950221300722812)	('>1k', 1.3756275615351088)	('>5k', 0.035461262302148)	('>10k+', 0.0)
WT-S5-2_R1_001	(1.0, 20.569526173374015)	(2.0, 13.578404278724884)	(3.0, 9.142494121078522)	(4.0, 6.478096019961359)	(5.0, 4.631206552329849)	(6.0, 3.3549877161952892)	(7.0, 2.569754807024955)	(8.0, 1.9209984806114997)	(9.0, 1.5740856571234665)	('>10', 17.277900124292465)	('>50', 5.529690143285762)	('>100', 9.348096598473434)	('>500', 2.35985042554598)	('>1k', 1.6344666489894668)	('>5k', 0.030442252989139953)	('>10k+', 0.0)
WT-S5-2_R2_001	(1.0, 21.528566780470513)	(2.0, 12.940897196875484)	(3.0, 8.96102510728472)	(4.0, 6.204445360821461)	(5.0, 4.353756482862484)	(6.0, 3.174297685523579)	(7.0, 2.3448915048805095)	(8.0, 1.8989304384871248)	(9.0, 1.5633692604521103)	('>10', 17.011634698458433)	('>50', 5.366804856097918)	('>100', 9.914873488980248)	('>500', 2.606856567271528)	('>1k', 1.9389588394351176)	('>5k', 0.1906917320986255)	('>10k+', 0.0)
WT-S5-3_R1_001	(1.0, 22.861618665151003)	(2.0, 13.630618624736538)	(3.0, 8.595426130746779)	(4.0, 5.708456395734067)	(5.0, 3.966378836857143)	(6.0, 2.8497563582178906)	(7.0, 2.0692511560285833)	(8.0, 1.7323212410628275)	(9.0, 1.3646093800013173)	('>10', 15.399148295911264)	('>50', 4.939839340093619)	('>100', 9.76590892065311)	('>500', 3.406303333624198)	('>1k', 3.310976177922017)	('>5k', 0.33159638624167104)	('>10k+', 0.06779075701780943)
WT-S5-3_R2_001	(1.0, 22.658875736323328)	(2.0, 12.991950105678344)	(3.0, 8.36066599049669)	(4.0, 5.43561169253111)	(5.0, 3.8384194380564263)	(6.0, 2.6829619319676015)	(7.0, 2.097523213299173)	(8.0, 1.6517930286929396)	(9.0, 1.396338507984364)	('>10', 15.265022623232404)	('>50', 4.951004268762138)	('>100', 10.342913825677448)	('>500', 3.678980792968344)	('>1k', 4.066734810090806)	('>5k', 0.4077811963320939)	('>10k+', 0.173422837906677)
WT-WYS-2_R1_001	(1.0, 30.207179034138633)	(2.0, 17.73083512631065)	(3.0, 11.511735535158387)	(4.0, 7.2292808811318405)	(5.0, 4.804641057550289)	(6.0, 3.3806572108682484)	(7.0, 2.530986602864491)	(8.0, 1.9357591038316004)	(9.0, 1.5417482299349055)	('>10', 14.042277221488439)	('>50', 2.6394455173923257)	('>100', 2.2075247743928124)	('>500', 0.17934295481604434)	('>1k', 0.0585867501213788)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-2_R2_001	(1.0, 30.57059331195418)	(2.0, 17.078817341990074)	(3.0, 11.141321423231709)	(4.0, 7.126406198547289)	(5.0, 4.645670393821989)	(6.0, 3.3752481025539205)	(7.0, 2.4248280287466226)	(8.0, 1.8915844851423003)	(9.0, 1.5930403261111992)	('>10', 14.510684954815249)	('>50', 2.738054061729177)	('>100', 2.4933905427629006)	('>500', 0.268094214344309)	('>1k', 0.10655427359295712)	('>5k', 0.03571234065611059)	('>10k+', 0.0)
WT-WYS-3_R1_001	(1.0, 28.6936085601211)	(2.0, 17.355780302092167)	(3.0, 11.231164776829324)	(4.0, 7.01426730702132)	(5.0, 4.742598835845467)	(6.0, 3.4054768065990357)	(7.0, 2.4955082104184707)	(8.0, 1.976440841133209)	(9.0, 1.6391782624917737)	('>10', 15.240165899346522)	('>50', 3.020237181774502)	('>100', 2.8244374124786287)	('>500', 0.26503155295515796)	('>1k', 0.09610405089318978)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-3_R2_001	(1.0, 28.87530907199412)	(2.0, 16.729644586811215)	(3.0, 10.874302675984511)	(4.0, 6.990688765630939)	(5.0, 4.6148162837355216)	(6.0, 3.3244318877477927)	(7.0, 2.475884785056859)	(8.0, 1.9937998011460154)	(9.0, 1.575703465337643)	('>10', 15.710895807548708)	('>50', 3.241524921129001)	('>100', 3.0819945851360364)	('>500', 0.3487643690004974)	('>1k', 0.16223899374120032)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-1_R1_001	(1.0, 30.013134692500504)	(2.0, 17.55154151040896)	(3.0, 11.216941491415206)	(4.0, 7.310226802629799)	(5.0, 4.888199786901608)	(6.0, 3.2868075933823113)	(7.0, 2.5923405435764315)	(8.0, 2.0000157904042686)	(9.0, 1.6393384790502536)	('>10', 13.139493076367629)	('>50', 2.6368312312037903)	('>100', 3.0533390842529826)	('>500', 0.4349318630472636)	('>1k', 0.23685805485898861)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-1_R2_001	(1.0, 30.120399413027734)	(2.0, 17.129178699994103)	(3.0, 11.193079841414713)	(4.0, 7.06111290786026)	(5.0, 4.904058277030797)	(6.0, 3.4589006584635853)	(7.0, 2.5106985316183597)	(8.0, 1.9303292115952702)	(9.0, 1.5554909879119052)	('>10', 13.383061080712682)	('>50', 2.6880712971239387)	('>100', 3.2241739734143424)	('>500', 0.5214913115618431)	('>1k', 0.3199538082704203)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-2_R1_001	(1.0, 29.216783112873536)	(2.0, 17.37861530351367)	(3.0, 11.420302802678425)	(4.0, 7.392708145469001)	(5.0, 4.896442920743828)	(6.0, 3.4433679838133306)	(7.0, 2.459291403387186)	(8.0, 2.0564035976524204)	(9.0, 1.5890876948561863)	('>10', 13.278203436012435)	('>50', 2.6426212663363224)	('>100', 3.351521726368345)	('>500', 0.5628571218517253)	('>1k', 0.3117934844437744)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-2_R2_001	(1.0, 29.64144479222516)	(2.0, 17.21291575676085)	(3.0, 11.043618164896296)	(4.0, 7.111134552346979)	(5.0, 4.990714175447525)	(6.0, 3.4184698989519964)	(7.0, 2.4177154248155435)	(8.0, 2.0129734826378343)	(9.0, 1.5115582807609358)	('>10', 13.276906578662217)	('>50', 2.719994418660718)	('>100', 3.5530558384110273)	('>500', 0.6299248463003224)	('>1k', 0.4212613739852678)	('>5k', 0.03831241513722486)	('>10k+', 0.0)
WT-male-gam-3_R1_001	(1.0, 27.92572821229946)	(2.0, 17.363560708928468)	(3.0, 11.589861057640316)	(4.0, 7.642403520969114)	(5.0, 5.021240747909774)	(6.0, 3.659966687898676)	(7.0, 2.655058281020364)	(8.0, 2.0428570400416906)	(9.0, 1.6254703882034225)	('>10', 13.591906379323204)	('>50', 2.620209725026748)	('>100', 3.3953796937571967)	('>500', 0.5644397060001978)	('>1k', 0.3019178509812067)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-3_R2_001	(1.0, 27.926625499645613)	(2.0, 16.441375918494007)	(3.0, 11.123563768124505)	(4.0, 7.5620629284396985)	(5.0, 5.1716499881888405)	(6.0, 3.528024999085995)	(7.0, 2.6041018506844402)	(8.0, 2.1338456807038804)	(9.0, 1.6551646855998643)	('>10', 13.98885274776751)	('>50', 2.833350491814951)	('>100', 3.8477728850402397)	('>500', 0.7040350266103749)	('>1k', 0.4456603331261158)	('>5k', 0.03391319667387707)	('>10k+', 0.0)
WT-mature-herm-1_R1_001	(1.0, 17.89401882828067)	(2.0, 8.05593617414972)	(3.0, 4.400110807409414)	(4.0, 2.714820284415756)	(5.0, 1.9380023282329726)	(6.0, 1.4669623081058618)	(7.0, 1.1960292526204586)	(8.0, 0.9826888541207915)	(9.0, 0.8550487530311575)	('>10', 10.380809728818909)	('>50', 3.679523894362956)	('>100', 9.92640460634564)	('>500', 6.773437966080298)	('>1k', 20.669993919152386)	('>5k', 5.562068846905541)	('>10k+', 3.504143447967425)
WT-mature-herm-1_R2_001	(1.0, 17.7110025026668)	(2.0, 8.208425335184605)	(3.0, 4.354153925193046)	(4.0, 2.6716951488121414)	(5.0, 1.9306239116145176)	(6.0, 1.4164903994639533)	(7.0, 1.1781676236707517)	(8.0, 0.9766875175970521)	(9.0, 0.8306480196260695)	('>10', 10.290244625056884)	('>50', 3.5747911700609065)	('>100', 10.066811748558179)	('>500', 6.837364141197716)	('>1k', 20.380106192836713)	('>5k', 5.2890883538418025)	('>10k+', 4.283699384618827)
WT-mature-herm-2_R1_001	(1.0, 20.37568863550526)	(2.0, 11.578102002105545)	(3.0, 7.2341773780158185)	(4.0, 4.587450771105008)	(5.0, 3.1267643316775278)	(6.0, 2.1814506794253967)	(7.0, 1.6847779680246822)	(8.0, 1.2581058126975864)	(9.0, 1.0680500746920778)	('>10', 11.223266400572998)	('>50', 3.537492526963694)	('>100', 10.871818101993975)	('>500', 6.758755673009658)	('>1k', 11.87066648940396)	('>5k', 1.5354231980854969)	('>10k+', 1.108009956721352)
WT-mature-herm-2_R2_001	(1.0, 21.30049495010879)	(2.0, 11.39602196345068)	(3.0, 7.155823225900463)	(4.0, 4.429302541662472)	(5.0, 3.024805994311929)	(6.0, 2.179443990164175)	(7.0, 1.5872070262205507)	(8.0, 1.2787757154193562)	(9.0, 1.0549343367179065)	('>10', 11.182587968033651)	('>50', 3.502862546670012)	('>100', 10.348037221033234)	('>500', 6.466228171114896)	('>1k', 12.143267466682273)	('>5k', 1.6314745073996857)	('>10k+', 1.3187323751100175)
WT-mature-herm-3_R1_001	(1.0, 15.667131079924475)	(2.0, 6.702508703409105)	(3.0, 3.6603354879668233)	(4.0, 2.2892193713368245)	(5.0, 1.645669222332619)	(6.0, 1.3004449895196797)	(7.0, 1.0140533118817079)	(8.0, 0.8454824171408967)	(9.0, 0.7205314271045338)	('>10', 9.829522511297357)	('>50', 3.7249246379545187)	('>100', 9.623555238162467)	('>500', 6.505233611767043)	('>1k', 22.338956765301194)	('>5k', 8.270605656225797)	('>10k+', 5.8618255686750675)
WT-mature-herm-3_R2_001	(1.0, 15.690233893348601)	(2.0, 6.662833769566237)	(3.0, 3.6201588243754697)	(4.0, 2.2200932020203483)	(5.0, 1.6608267771340546)	(6.0, 1.26310777520555)	(7.0, 1.020685609618575)	(8.0, 0.8553359548464103)	(9.0, 0.7044742321149364)	('>10', 9.687398865629925)	('>50', 3.6423747331438348)	('>100', 9.655006947678908)	('>500', 6.4975363546312765)	('>1k', 21.85019439290831)	('>5k', 8.407606323374432)	('>10k+', 6.562132344403121)
