"query","sum","numGenes","sum_corrected"
"Ceric.31G036600.1",8.088,10,0.8088
"Ceric.01G002000.1",3.291,10,0.3291
"Ceric.03G063200.1",3.942,30,0.1314
"Ceric.33G049200.1",7.756,30,0.258533333333333
"Ceric.38G046200.1",8.445,10,0.8445
"Ceric.30G060700.1",5.619,30,0.1873
"Ceric.26G066400.1",2.481,10,0.2481
"Ceric.22G030500.1",4.975,10,0.4975
"Ceric.02G095800.1",5.004,10,0.5004
"Ceric.07G019400.1",3.022,10,0.3022
"hubs",3.975,10,0.3975
