"hubGene","genes","cor"
"Ceric.02G081900.1","Ceric.05G010700.1",0.769
"Ceric.02G081900.1","Ceric.13G038300.1",0.768
"Ceric.1Z166400.1","Ceric.1Z166400.1",1
"Ceric.1Z166400.1","Ceric.1Z234000.1",0.62
"Ceric.1Z166400.1","Ceric.08G003100.1",0.609
"Ceric.1Z166400.1","Ceric.09G064600.1",0.577
"Ceric.1Z166400.1","Ceric.04G111700.1",0.569
"Ceric.1Z166400.1","Ceric.30G023800.1",0.564
"Ceric.1Z166400.1","Ceric.20G051500.1",0.557
"Ceric.1Z166400.1","Ceric.03G022900.1",0.554
"Ceric.1Z166400.1","Ceric.13G063700.1",0.554
"Ceric.1Z166400.1","Ceric.23G080900.1",0.552
"Ceric.24G015600.1","Ceric.24G015600.1",1
"Ceric.24G015600.1","Ceric.35G028100.1",0.881
"Ceric.24G015600.1","Ceric.02G022900.1",0.853
"Ceric.24G015600.1","Ceric.10G045400.1",0.853
"Ceric.24G015600.1","Ceric.31G037800.1",0.832
"Ceric.24G015600.1","Ceric.04G063200.1",0.826
"Ceric.24G015600.1","Ceric.07G065500.1",0.822
"Ceric.24G015600.1","Ceric.24G076600.1",0.821
"Ceric.24G015600.1","Ceric.34G024700.1",0.816
"Ceric.24G015600.1","Ceric.04G026300.1",0.812
"Ceric.03G065200.1","Ceric.03G065200.1",1
"Ceric.03G065200.1","Ceric.02G113800.1",0.757
"Ceric.03G065200.1","Ceric.1Z084100.1",0.688
"Ceric.03G065200.1","Ceric.02G113900.1",0.686
"Ceric.03G065200.1","Ceric.24G063200.1",0.681
"Ceric.03G065200.1","Ceric.22G055100.1",0.678
"Ceric.03G065200.1","Ceric.29G021100.1",0.676
"Ceric.03G065200.1","Ceric.06G062800.1",0.667
"Ceric.03G065200.1","Ceric.11G081200.1",0.666
"Ceric.03G065200.1","Ceric.25G043200.1",0.666
"Ceric.03G065200.1","Ceric.03G027500.1",0.665
"Ceric.03G065200.1","Ceric.16G031400.1",0.664
"Ceric.03G065200.1","Ceric.06G033000.1",0.661
"Ceric.03G065200.1","Ceric.1Z028800.1",0.661
"Ceric.03G065200.1","Ceric.34G041900.1",0.655
"Ceric.03G065200.1","Ceric.1Z109700.1",0.652
"Ceric.03G065200.1","Ceric.28G005300.1",0.652
"Ceric.03G065200.1","Ceric.26G012100.1",0.651
"Ceric.03G065200.1","Ceric.03G098700.1",0.65
"Ceric.03G065200.1","Ceric.39G026100.1",0.646
"Ceric.39G000500.1","Ceric.39G000500.1",1
"Ceric.39G000500.1","Ceric.39G000700.1",0.802
"Ceric.39G000500.1","Ceric.21G042700.1",0.563
"Ceric.39G000500.1","Ceric.05G074800.1",0.543
"Ceric.39G000500.1","Ceric.34G040600.1",0.528
"Ceric.39G000500.1","Ceric.30G034200.1",0.509
"Ceric.39G000500.1","Ceric.30G018600.1",0.496
"Ceric.39G000500.1","Ceric.01G004000.1",0.491
"Ceric.39G000500.1","Ceric.26G033900.1",0.491
"Ceric.39G000500.1","Ceric.13G021800.1",0.489
"Ceric.23G021300.1","Ceric.23G021300.1",1
"Ceric.23G021300.1","Ceric.30G064800.1",0.674
"Ceric.23G021300.1","Ceric.23G001200.1",0.649
"Ceric.23G021300.1","Ceric.34G059000.1",0.635
"Ceric.23G021300.1","Ceric.1Z154200.1",0.633
"Ceric.23G021300.1","Ceric.15G048400.1",0.63
"Ceric.23G021300.1","Ceric.25G016100.1",0.63
"Ceric.23G021300.1","Ceric.22G056300.1",0.622
"Ceric.23G021300.1","Ceric.15G035000.1",0.615
"Ceric.23G021300.1","Ceric.09G044200.1",0.614
"Ceric.23G021300.1","Ceric.21G029500.1",0.611
"Ceric.23G021300.1","Ceric.15G042200.1",0.607
"Ceric.23G021300.1","Ceric.01G096000.1",0.605
"Ceric.23G021300.1","Ceric.10G053800.1",0.602
"Ceric.23G021300.1","Ceric.14G035200.1",0.602
"Ceric.23G021300.1","Ceric.19G047200.1",0.6
"Ceric.23G021300.1","Ceric.32G037200.1",0.599
"Ceric.23G021300.1","Ceric.19G048400.1",0.595
"Ceric.23G021300.1","Ceric.01G090300.1",0.593
"Ceric.23G021300.1","Ceric.01G008100.1",0.592
"Ceric.23G021300.1","Ceric.18G034400.1",0.589
"Ceric.23G021300.1","Ceric.1Z172600.1",0.589
"Ceric.23G021300.1","Ceric.11G012900.1",0.588
"Ceric.23G021300.1","Ceric.10G015900.1",0.587
"Ceric.23G021300.1","Ceric.04G091600.1",0.586
"Ceric.23G021300.1","Ceric.21G011400.1",0.585
"Ceric.23G021300.1","Ceric.22G061700.1",0.585
"Ceric.23G021300.1","Ceric.26G054500.1",0.584
"Ceric.23G021300.1","Ceric.09G083100.1",0.581
"Ceric.23G021300.1","Ceric.1Z172700.1",0.581
"Ceric.25G018800.1","Ceric.25G018800.1",1
"Ceric.25G018800.1","Ceric.16G022200.1",0.812
"Ceric.25G018800.1","Ceric.07G086200.1",0.807
"Ceric.25G018800.1","Ceric.33G054000.1",0.801
"Ceric.25G018800.1","Ceric.04G007300.1",0.794
"Ceric.25G018800.1","Ceric.34G031400.1",0.789
"Ceric.25G018800.1","Ceric.01G098000.1",0.787
"Ceric.25G018800.1","Ceric.12G094600.1",0.779
"Ceric.25G018800.1","Ceric.14G036500.1",0.771
"Ceric.25G018800.1","Ceric.1Z006200.1",0.766
"Ceric.25G018800.1","Ceric.08G028600.1",0.763
"Ceric.25G018800.1","Ceric.19G030700.1",0.762
"Ceric.25G018800.1","Ceric.05G074200.1",0.761
"Ceric.25G018800.1","Ceric.04G083300.1",0.759
"Ceric.25G018800.1","Ceric.35G059100.1",0.756
"Ceric.25G018800.1","Ceric.18G040200.1",0.755
"Ceric.25G018800.1","Ceric.20G032200.1",0.755
"Ceric.25G018800.1","Ceric.22G052300.1",0.755
"Ceric.25G018800.1","Ceric.30G039300.1",0.755
"Ceric.25G018800.1","Ceric.29G085900.1",0.754
"Ceric.25G018800.1","Ceric.02G062200.1",0.753
"Ceric.25G018800.1","Ceric.20G006700.1",0.753
"Ceric.25G018800.1","Ceric.05G084600.1",0.752
"Ceric.25G018800.1","Ceric.14G055100.1",0.751
"Ceric.25G018800.1","Ceric.34G001000.1",0.751
"Ceric.25G018800.1","Ceric.21G086400.1",0.749
"Ceric.25G018800.1","Ceric.03G092400.1",0.748
"Ceric.25G018800.1","Ceric.06G078800.1",0.748
"Ceric.25G018800.1","Ceric.34G031300.1",0.748
"Ceric.25G018800.1","Ceric.37G034600.1",0.748
"Ceric.25G018800.1","Ceric.03G084000.1",0.747
"Ceric.25G018800.1","Ceric.11G095400.1",0.747
"Ceric.25G018800.1","Ceric.32G071700.1",0.747
"Ceric.25G018800.1","Ceric.07G054500.1",0.746
"Ceric.25G018800.1","Ceric.10G000700.1",0.744
"Ceric.25G018800.1","Ceric.10G013400.1",0.744
"Ceric.25G018800.1","Ceric.17G047500.1",0.744
"Ceric.25G018800.1","Ceric.23G069800.1",0.744
"Ceric.25G018800.1","Ceric.03G026600.1",0.743
"Ceric.25G018800.1","Ceric.37G036400.1",0.743
"Ceric.25G018800.1","Ceric.22G057200.1",0.742
"Ceric.25G018800.1","Ceric.20G054400.1",0.741
"Ceric.25G018800.1","Ceric.39G033200.1",0.741
"Ceric.25G018800.1","Ceric.02G054300.1",0.74
"Ceric.25G018800.1","Ceric.07G049300.1",0.74
"Ceric.25G018800.1","Ceric.09G015800.1",0.74
"Ceric.25G018800.1","Ceric.25G004200.1",0.74
"Ceric.25G018800.1","Ceric.27G042500.1",0.74
"Ceric.25G018800.1","Ceric.32G074700.1",0.74
"Ceric.25G018800.1","Ceric.02G103400.1",0.739
"Ceric.25G018800.1","Ceric.08G041300.1",0.739
"Ceric.25G018800.1","Ceric.30G044500.1",0.739
"Ceric.25G018800.1","Ceric.32G005300.1",0.739
"Ceric.25G018800.1","Ceric.19G028300.1",0.738
"Ceric.25G018800.1","Ceric.01G082000.1",0.737
"Ceric.25G018800.1","Ceric.19G054100.1",0.737
"Ceric.25G018800.1","Ceric.31G035900.1",0.737
"Ceric.25G018800.1","Ceric.33G060500.1",0.737
"Ceric.25G018800.1","Ceric.38G019900.1",0.737
"Ceric.25G018800.1","Ceric.25G014900.1",0.736
"Ceric.29G067800.1","Ceric.29G067800.1",1
"Ceric.29G067800.1","Ceric.36G001600.1",0.907
"Ceric.29G067800.1","Ceric.09G060600.1",0.889
"Ceric.29G067800.1","Ceric.24G061100.1",0.867
"Ceric.29G067800.1","Ceric.02G081700.1",0.864
"Ceric.29G067800.1","Ceric.33G052800.1",0.864
"Ceric.29G067800.1","Ceric.01G025400.1",0.862
"Ceric.29G067800.1","Ceric.16G030300.1",0.862
"Ceric.29G067800.1","Ceric.20G084400.1",0.862
"Ceric.29G067800.1","Ceric.38G004900.1",0.862
"Ceric.29G067800.1","Ceric.13G055500.1",0.86
"Ceric.29G067800.1","Ceric.06G041100.1",0.859
"Ceric.29G067800.1","Ceric.02G042000.1",0.857
"Ceric.29G067800.1","Ceric.08G041300.1",0.857
"Ceric.29G067800.1","Ceric.21G046500.1",0.857
"Ceric.29G067800.1","Ceric.12G047300.1",0.856
"Ceric.29G067800.1","Ceric.29G000500.1",0.856
"Ceric.29G067800.1","Ceric.02G057600.1",0.855
"Ceric.29G067800.1","Ceric.03G086300.1",0.855
"Ceric.29G067800.1","Ceric.34G042800.1",0.853
"Ceric.09G052700.1","Ceric.09G052700.1",1
"Ceric.09G052700.1","Ceric.28G034500.1",0.633
"Ceric.09G052700.1","Ceric.02G009400.1",0.59
"Ceric.09G052700.1","Ceric.32G056100.1",0.59
"Ceric.09G052700.1","Ceric.22G023900.1",0.589
"Ceric.09G052700.1","Ceric.30G038100.1",0.577
"Ceric.09G052700.1","Ceric.23G037500.1",0.575
"Ceric.09G052700.1","Ceric.03G044000.1",0.563
"Ceric.09G052700.1","Ceric.14G093200.1",0.56
"Ceric.09G052700.1","Ceric.09G064900.1",0.558
"Ceric.09G052700.1","Ceric.01G065100.1",0.551
"Ceric.09G052700.1","Ceric.19G057600.1",0.538
"Ceric.09G052700.1","Ceric.17G054000.1",0.535
"Ceric.09G052700.1","Ceric.09G056400.1",0.532
"Ceric.09G052700.1","Ceric.05G072000.1",0.527
"Ceric.09G052700.1","Ceric.19G037700.1",0.523
"Ceric.09G052700.1","Ceric.22G017900.1",0.52
"Ceric.09G052700.1","Ceric.27G039800.1",0.519
"Ceric.09G052700.1","Ceric.30G034500.1",0.514
"Ceric.09G052700.1","Ceric.31G048500.1",0.512
"Ceric.09G052700.1","Ceric.10G026200.1",0.51
"Ceric.09G052700.1","Ceric.25G075500.1",0.51
"Ceric.09G052700.1","Ceric.09G041300.1",0.508
"Ceric.09G052700.1","Ceric.05G016800.1",0.507
"Ceric.09G052700.1","Ceric.11G098400.1",0.505
"Ceric.09G052700.1","Ceric.09G052900.1",0.503
"Ceric.09G052700.1","Ceric.37G039300.1",0.499
"Ceric.09G052700.1","Ceric.09G008200.1",0.498
"Ceric.09G052700.1","Ceric.09G015200.1",0.496
"Ceric.09G052700.1","Ceric.11G078900.1",0.496
